weather tornado 1900, cosine similarity=0.08
meat ham 1930, cosine similarity=0.43
meat ham 1940, cosine similarity=0.39
meat ham 1950, cosine similarity=0.36
meat ham 1960, cosine similarity=0.33
meat ham 1970, cosine similarity=0.29
meat ham 1980, cosine similarity=0.35
meat ham 1990, cosine similarity=0.28

meat shrub 1900, cosine similarity=0.03
meat shrub 1910, cosine similarity=0.10
meat shrub 1920, cosine similarity=0.13
meat shrub 1930, cosine similarity=0.14
meat shrub 1940, cosine similarity=0.09
meat shrub 1950, cosine similarity=0.17
meat shrub 1960, cosine similarity=0.16
meat shrub 1970, cosine similarity=0.18
meat shrub 1980, cosine similarity=0.11
meat shrub 1990, cosine similarity=0.19

color blue 1900, cosine similarity=0.43
color blue 1910, cosine similarity=0.43
color blue 1920, cosine similarity=0.43
color blue 1930, cosine similarity=0.38
color blue 1940, cosine similarity=0.42
color blue 1950, cosine similarity=0.41
color blue 1960, cosine similarity=0.38
color blue 1970, cosine similarity=0.32
color blue 1980, cosine similarity=0.31
color blue 1990, cosine similarity=0.33

color tan 1900, cosine similarity=0.24
color tan 1910, cosine similarity=0.28
color tan 1920, cosine similarity=0.24
color tan 1930, cosine similarity=0.22
color tan 1940, cosine similarity=0.35
color tan 1950, cosine similarity=0.32
color tan 1960, cosine similarity=0.21
color tan 1970, cosine similarity=0.21
color tan 1980, cosine similarity=0.28
color tan 1990, cosine similarity=0.20

color zone 1900, cosine similarity=0.16
color zone 1910, cosine similarity=0.10
color zone 1920, cosine similarity=0.10
color zone 1930, cosine similarity=0.07
color zone 1940, cosine similarity=0.07
color zone 1950, cosine similarity=0.11
color zone 1960, cosine similarity=0.04
color zone 1970, cosine similarity=-0.02
color zone 1980, cosine similarity=0.08
color zone 1990, cosine similarity=0.09

read book 1900, cosine similarity=0.32
read book 1910, cosine similarity=0.36
read book 1920, cosine similarity=0.27
read book 1930, cosine similarity=0.29
read book 1940, cosine similarity=0.34
read book 1950, cosine similarity=0.32
read book 1960, cosine similarity=0.32
read book 1970, cosine similarity=0.31
read book 1980, cosine similarity=0.32
read book 1990, cosine similarity=0.32

read article 1900, cosine similarity=0.20
read article 1910, cosine similarity=0.25
read article 1920, cosine similarity=0.14
read article 1930, cosine similarity=0.12
read article 1940, cosine similarity=0.17
read article 1950, cosine similarity=0.24
read article 1960, cosine similarity=0.20
read article 1970, cosine similarity=0.17
read article 1980, cosine similarity=0.25
read article 1990, cosine similarity=0.15

read warts 1900, cosine similarity=-0.16
read warts 1910, cosine similarity=-0.16
read warts 1920, cosine similarity=0.00
read warts 1930, cosine similarity=0.00
read warts 1940, cosine similarity=0.00
read warts 1950, cosine similarity=-0.14
read warts 1960, cosine similarity=-0.19
read warts 1970, cosine similarity=-0.09
read warts 1980, cosine similarity=-0.11
read warts 1990, cosine similarity=-0.05

seasoning salt 1900, cosine similarity=0.29
seasoning salt 1910, cosine similarity=0.26
seasoning salt 1920, cosine similarity=0.35
seasoning salt 1930, cosine similarity=0.26
seasoning salt 1940, cosine similarity=0.00
seasoning salt 1950, cosine similarity=0.36
seasoning salt 1960, cosine similarity=0.30
seasoning salt 1970, cosine similarity=0.30
seasoning salt 1980, cosine similarity=0.33
seasoning salt 1990, cosine similarity=0.36

seasoning herbs 1900, cosine similarity=0.27
seasoning herbs 1910, cosine similarity=0.25
seasoning herbs 1920, cosine similarity=0.28
seasoning herbs 1930, cosine similarity=0.21
seasoning herbs 1940, cosine similarity=0.00
seasoning herbs 1950, cosine similarity=0.31
seasoning herbs 1960, cosine similarity=0.23
seasoning herbs 1970, cosine similarity=0.25
seasoning herbs 1980, cosine similarity=0.30
seasoning herbs 1990, cosine similarity=0.27

seasoning risk 1900, cosine similarity=0.01
seasoning risk 1910, cosine similarity=-0.05
seasoning risk 1920, cosine similarity=-0.06
seasoning risk 1930, cosine similarity=-0.09
seasoning risk 1940, cosine similarity=0.00
seasoning risk 1950, cosine similarity=-0.02
seasoning risk 1960, cosine similarity=-0.08
seasoning risk 1970, cosine similarity=-0.03
seasoning risk 1980, cosine similarity=-0.07
seasoning risk 1990, cosine similarity=-0.06

furniture table 1900, cosine similarity=0.17
furniture table 1910, cosine similarity=0.18
furniture table 1920, cosine similarity=0.08
furniture table 1930, cosine similarity=0.07
furniture table 1940, cosine similarity=0.13
furniture table 1950, cosine similarity=0.12
furniture table 1960, cosine similarity=0.13
furniture table 1970, cosine similarity=0.11
furniture table 1980, cosine similarity=0.12
furniture table 1990, cosine similarity=0.10

furniture shelf 1900, cosine similarity=0.21
furniture shelf 1910, cosine similarity=0.25
furniture shelf 1920, cosine similarity=0.16
furniture shelf 1930, cosine similarity=0.18
furniture shelf 1940, cosine similarity=0.18
furniture shelf 1950, cosine similarity=0.18
furniture shelf 1960, cosine similarity=0.15
furniture shelf 1970, cosine similarity=0.15
furniture shelf 1980, cosine similarity=0.17
furniture shelf 1990, cosine similarity=0.18

furniture elbow 1900, cosine similarity=0.07
furniture elbow 1910, cosine similarity=0.03
furniture elbow 1920, cosine similarity=-0.00
furniture elbow 1930, cosine similarity=-0.01
furniture elbow 1940, cosine similarity=-0.00
furniture elbow 1950, cosine similarity=-0.01
furniture elbow 1960, cosine similarity=0.13
furniture elbow 1970, cosine similarity=0.01
furniture elbow 1980, cosine similarity=0.01
furniture elbow 1990, cosine similarity=-0.07

seasoning pepper 1900, cosine similarity=0.37
seasoning pepper 1910, cosine similarity=0.40
seasoning pepper 1920, cosine similarity=0.37
seasoning pepper 1930, cosine similarity=0.36
seasoning pepper 1940, cosine similarity=0.00
seasoning pepper 1950, cosine similarity=0.41
seasoning pepper 1960, cosine similarity=0.43
seasoning pepper 1970, cosine similarity=0.39
seasoning pepper 1980, cosine similarity=0.42
seasoning pepper 1990, cosine similarity=0.44

seasoning ketchup 1900, cosine similarity=0.00
seasoning ketchup 1910, cosine similarity=0.00
seasoning ketchup 1920, cosine similarity=0.00
seasoning ketchup 1930, cosine similarity=0.00
seasoning ketchup 1940, cosine similarity=0.00
seasoning ketchup 1950, cosine similarity=0.00
seasoning ketchup 1960, cosine similarity=0.00
seasoning ketchup 1970, cosine similarity=0.00
seasoning ketchup 1980, cosine similarity=0.41
seasoning ketchup 1990, cosine similarity=0.26

seasoning peanut 1900, cosine similarity=0.00
seasoning peanut 1910, cosine similarity=0.18
seasoning peanut 1920, cosine similarity=0.25
seasoning peanut 1930, cosine similarity=0.28
seasoning peanut 1940, cosine similarity=0.00
seasoning peanut 1950, cosine similarity=0.36
seasoning peanut 1960, cosine similarity=0.37
seasoning peanut 1970, cosine similarity=0.29
seasoning peanut 1980, cosine similarity=0.36
seasoning peanut 1990, cosine similarity=0.30

furniture chair 1900, cosine similarity=0.12
furniture chair 1910, cosine similarity=0.07
furniture chair 1920, cosine similarity=0.09
furniture chair 1930, cosine similarity=0.12
furniture chair 1940, cosine similarity=0.12
furniture chair 1950, cosine similarity=0.11
furniture chair 1960, cosine similarity=0.17
furniture chair 1970, cosine similarity=0.15
furniture chair 1980, cosine similarity=0.16
furniture chair 1990, cosine similarity=0.15

furniture stool 1900, cosine similarity=0.16
furniture stool 1910, cosine similarity=0.14
furniture stool 1920, cosine similarity=0.08
furniture stool 1930, cosine similarity=0.12
furniture stool 1940, cosine similarity=0.05
furniture stool 1950, cosine similarity=0.03
furniture stool 1960, cosine similarity=0.02
furniture stool 1970, cosine similarity=0.09
furniture stool 1980, cosine similarity=0.08
furniture stool 1990, cosine similarity=0.05

furniture witch 1900, cosine similarity=-0.07
furniture witch 1910, cosine similarity=-0.00
furniture witch 1920, cosine similarity=-0.01
furniture witch 1930, cosine similarity=-0.04
furniture witch 1940, cosine similarity=-0.03
furniture witch 1950, cosine similarity=-0.04
furniture witch 1960, cosine similarity=-0.03
furniture witch 1970, cosine similarity=-0.04
furniture witch 1980, cosine similarity=-0.01
furniture witch 1990, cosine similarity=0.04

fruit banana 1900, cosine similarity=0.38
fruit banana 1910, cosine similarity=0.34
fruit banana 1920, cosine similarity=0.35
fruit banana 1930, cosine similarity=0.37
fruit banana 1940, cosine similarity=0.36
fruit banana 1950, cosine similarity=0.31
fruit banana 1960, cosine similarity=0.40
fruit banana 1970, cosine similarity=0.39
fruit banana 1980, cosine similarity=0.33
fruit banana 1990, cosine similarity=0.35

fruit melon 1900, cosine similarity=0.29
fruit melon 1910, cosine similarity=0.23
fruit melon 1920, cosine similarity=0.30
fruit melon 1930, cosine similarity=0.19
fruit melon 1940, cosine similarity=0.00
fruit melon 1950, cosine similarity=0.33
fruit melon 1960, cosine similarity=0.21
fruit melon 1970, cosine similarity=0.26
fruit melon 1980, cosine similarity=0.24
fruit melon 1990, cosine similarity=0.23

fruit wagon 1900, cosine similarity=0.05
fruit wagon 1910, cosine similarity=0.04
fruit wagon 1920, cosine similarity=0.05
fruit wagon 1930, cosine similarity=0.11
fruit wagon 1940, cosine similarity=0.10
fruit wagon 1950, cosine similarity=0.11
fruit wagon 1960, cosine similarity=0.13
fruit wagon 1970, cosine similarity=0.03
fruit wagon 1980, cosine similarity=0.13
fruit wagon 1990, cosine similarity=0.06

clothing shirt 1900, cosine similarity=0.31
clothing shirt 1910, cosine similarity=0.35
clothing shirt 1920, cosine similarity=0.30
clothing shirt 1930, cosine similarity=0.28
clothing shirt 1940, cosine similarity=0.27
clothing shirt 1950, cosine similarity=0.29
clothing shirt 1960, cosine similarity=0.30
clothing shirt 1970, cosine similarity=0.26
clothing shirt 1980, cosine similarity=0.22
clothing shirt 1990, cosine similarity=0.23

clothing coat 1900, cosine similarity=0.25
clothing coat 1910, cosine similarity=0.28
clothing coat 1920, cosine similarity=0.27
clothing coat 1930, cosine similarity=0.25
clothing coat 1940, cosine similarity=0.20
clothing coat 1950, cosine similarity=0.25
clothing coat 1960, cosine similarity=0.25
clothing coat 1970, cosine similarity=0.27
clothing coat 1980, cosine similarity=0.21
clothing coat 1990, cosine similarity=0.26

clothing fish 1900, cosine similarity=0.18
clothing fish 1910, cosine similarity=0.13
clothing fish 1920, cosine similarity=0.12
clothing fish 1930, cosine similarity=0.09
clothing fish 1940, cosine similarity=0.09
clothing fish 1950, cosine similarity=0.09
clothing fish 1960, cosine similarity=0.12
clothing fish 1970, cosine similarity=0.14
clothing fish 1980, cosine similarity=0.05
clothing fish 1990, cosine similarity=0.13

rodent rat 1900, cosine similarity=0.00
rodent rat 1910, cosine similarity=0.00
rodent rat 1920, cosine similarity=0.00
rodent rat 1930, cosine similarity=0.00
rodent rat 1940, cosine similarity=0.00
rodent rat 1950, cosine similarity=0.00
rodent rat 1960, cosine similarity=0.35
rodent rat 1970, cosine similarity=0.34
rodent rat 1980, cosine similarity=0.33
rodent rat 1990, cosine similarity=0.28

rodent gopher 1900, cosine similarity=0.00
rodent gopher 1910, cosine similarity=0.00
rodent gopher 1920, cosine similarity=0.00
rodent gopher 1930, cosine similarity=0.00
rodent gopher 1940, cosine similarity=0.00
rodent gopher 1950, cosine similarity=0.00
rodent gopher 1960, cosine similarity=0.00
rodent gopher 1970, cosine similarity=0.00
rodent gopher 1980, cosine similarity=0.15
rodent gopher 1990, cosine similarity=0.14

rodent ribs 1900, cosine similarity=0.00
rodent ribs 1910, cosine similarity=0.00
rodent ribs 1920, cosine similarity=0.00
rodent ribs 1930, cosine similarity=0.00
rodent ribs 1940, cosine similarity=0.00
rodent ribs 1950, cosine similarity=0.00
rodent ribs 1960, cosine similarity=0.17
rodent ribs 1970, cosine similarity=0.05
rodent ribs 1980, cosine similarity=0.03
rodent ribs 1990, cosine similarity=0.03

house kitchen 1900, cosine similarity=0.31
house kitchen 1910, cosine similarity=0.32
house kitchen 1920, cosine similarity=0.31
house kitchen 1930, cosine similarity=0.41
house kitchen 1940, cosine similarity=0.38
house kitchen 1950, cosine similarity=0.32
house kitchen 1960, cosine similarity=0.31
house kitchen 1970, cosine similarity=0.32
house kitchen 1980, cosine similarity=0.31
house kitchen 1990, cosine similarity=0.31

house office 1900, cosine similarity=0.23
house office 1910, cosine similarity=0.20
house office 1920, cosine similarity=0.20
house office 1930, cosine similarity=0.22
house office 1940, cosine similarity=0.27
house office 1950, cosine similarity=0.22
house office 1960, cosine similarity=0.16
house office 1970, cosine similarity=0.22
house office 1980, cosine similarity=0.30
house office 1990, cosine similarity=0.23

house monkey 1900, cosine similarity=-0.02
house monkey 1910, cosine similarity=0.02
house monkey 1920, cosine similarity=0.09
house monkey 1930, cosine similarity=0.07
house monkey 1940, cosine similarity=0.11
house monkey 1950, cosine similarity=-0.03
house monkey 1960, cosine similarity=0.04
house monkey 1970, cosine similarity=0.01
house monkey 1980, cosine similarity=-0.03
house monkey 1990, cosine similarity=0.05

animal lion 1900, cosine similarity=0.23
animal lion 1910, cosine similarity=0.20
animal lion 1920, cosine similarity=0.22
animal lion 1930, cosine similarity=0.19
animal lion 1940, cosine similarity=0.26
animal lion 1950, cosine similarity=0.29
animal lion 1960, cosine similarity=0.23
animal lion 1970, cosine similarity=0.23
animal lion 1980, cosine similarity=0.21
animal lion 1990, cosine similarity=0.17

animal zebra 1900, cosine similarity=0.20
animal zebra 1910, cosine similarity=0.16
animal zebra 1920, cosine similarity=0.00
animal zebra 1930, cosine similarity=0.00
animal zebra 1940, cosine similarity=0.00
animal zebra 1950, cosine similarity=0.10
animal zebra 1960, cosine similarity=0.21
animal zebra 1970, cosine similarity=0.19
animal zebra 1980, cosine similarity=0.07
animal zebra 1990, cosine similarity=0.06

animal acid 1900, cosine similarity=0.12
animal acid 1910, cosine similarity=0.11
animal acid 1920, cosine similarity=0.16
animal acid 1930, cosine similarity=0.17
animal acid 1940, cosine similarity=0.10
animal acid 1950, cosine similarity=0.08
animal acid 1960, cosine similarity=0.11
animal acid 1970, cosine similarity=0.09
animal acid 1980, cosine similarity=0.06
animal acid 1990, cosine similarity=0.07

vegetable carrot 1900, cosine similarity=0.23
vegetable carrot 1910, cosine similarity=0.12
vegetable carrot 1920, cosine similarity=0.19
vegetable carrot 1930, cosine similarity=0.19
vegetable carrot 1940, cosine similarity=0.21
vegetable carrot 1950, cosine similarity=0.22
vegetable carrot 1960, cosine similarity=0.16
vegetable carrot 1970, cosine similarity=0.20
vegetable carrot 1980, cosine similarity=0.25
vegetable carrot 1990, cosine similarity=0.33

vegetable beet 1900, cosine similarity=0.28
vegetable beet 1910, cosine similarity=0.26
vegetable beet 1920, cosine similarity=0.23
vegetable beet 1930, cosine similarity=0.30
vegetable beet 1940, cosine similarity=0.28
vegetable beet 1950, cosine similarity=0.34
vegetable beet 1960, cosine similarity=0.36
vegetable beet 1970, cosine similarity=0.32
vegetable beet 1980, cosine similarity=0.26
vegetable beet 1990, cosine similarity=0.27

vegetable rest 1900, cosine similarity=-0.01
vegetable rest 1910, cosine similarity=0.03
vegetable rest 1920, cosine similarity=0.10
vegetable rest 1930, cosine similarity=0.03
vegetable rest 1940, cosine similarity=0.08
vegetable rest 1950, cosine similarity=0.06
vegetable rest 1960, cosine similarity=0.13
vegetable rest 1970, cosine similarity=0.05
vegetable rest 1980, cosine similarity=0.00
vegetable rest 1990, cosine similarity=0.03

season spring 1900, cosine similarity=0.39
season spring 1910, cosine similarity=0.40
season spring 1920, cosine similarity=0.38
season spring 1930, cosine similarity=0.45
season spring 1940, cosine similarity=0.41
season spring 1950, cosine similarity=0.44
season spring 1960, cosine similarity=0.40
season spring 1970, cosine similarity=0.42
season spring 1980, cosine similarity=0.40
season spring 1990, cosine similarity=0.38

season cold 1900, cosine similarity=0.25
season cold 1910, cosine similarity=0.22
season cold 1920, cosine similarity=0.24
season cold 1930, cosine similarity=0.20
season cold 1940, cosine similarity=0.23
season cold 1950, cosine similarity=0.23
season cold 1960, cosine similarity=0.28
season cold 1970, cosine similarity=0.25
season cold 1980, cosine similarity=0.23
season cold 1990, cosine similarity=0.23

season stump 1900, cosine similarity=-0.05
season stump 1910, cosine similarity=0.03
season stump 1920, cosine similarity=-0.07
season stump 1930, cosine similarity=-0.01
season stump 1940, cosine similarity=0.02
season stump 1950, cosine similarity=0.01
season stump 1960, cosine similarity=0.04
season stump 1970, cosine similarity=0.05
season stump 1980, cosine similarity=0.03
season stump 1990, cosine similarity=0.05

tool shovel 1900, cosine similarity=0.20
tool shovel 1910, cosine similarity=0.27
tool shovel 1920, cosine similarity=0.27
tool shovel 1930, cosine similarity=0.23
tool shovel 1940, cosine similarity=0.15
tool shovel 1950, cosine similarity=0.22
tool shovel 1960, cosine similarity=0.17
tool shovel 1970, cosine similarity=0.11
tool shovel 1980, cosine similarity=0.17
tool shovel 1990, cosine similarity=0.13

tool spade 1900, cosine similarity=0.32
tool spade 1910, cosine similarity=0.28
tool spade 1920, cosine similarity=0.28
tool spade 1930, cosine similarity=0.29
tool spade 1940, cosine similarity=0.27
tool spade 1950, cosine similarity=0.22
tool spade 1960, cosine similarity=0.21
tool spade 1970, cosine similarity=0.13
tool spade 1980, cosine similarity=0.07
tool spade 1990, cosine similarity=0.10

tool lunch 1900, cosine similarity=-0.07
tool lunch 1910, cosine similarity=-0.03
tool lunch 1920, cosine similarity=-0.08
tool lunch 1930, cosine similarity=-0.04
tool lunch 1940, cosine similarity=0.01
tool lunch 1950, cosine similarity=-0.07
tool lunch 1960, cosine similarity=-0.02
tool lunch 1970, cosine similarity=0.01
tool lunch 1980, cosine similarity=-0.04
tool lunch 1990, cosine similarity=-0.05

relative uncle 1900, cosine similarity=0.02
relative uncle 1910, cosine similarity=0.04
relative uncle 1920, cosine similarity=0.04
relative uncle 1930, cosine similarity=0.03
relative uncle 1940, cosine similarity=-0.01
relative uncle 1950, cosine similarity=-0.01
relative uncle 1960, cosine similarity=-0.01
relative uncle 1970, cosine similarity=-0.02
relative uncle 1980, cosine similarity=0.01
relative uncle 1990, cosine similarity=-0.05

relative son 1900, cosine similarity=0.01
relative son 1910, cosine similarity=0.03
relative son 1920, cosine similarity=-0.05
relative son 1930, cosine similarity=-0.02
relative son 1940, cosine similarity=-0.07
relative son 1950, cosine similarity=-0.07
relative son 1960, cosine similarity=-0.06
relative son 1970, cosine similarity=-0.12
relative son 1980, cosine similarity=-0.08
relative son 1990, cosine similarity=-0.10

relative slice 1900, cosine similarity=-0.01
relative slice 1910, cosine similarity=-0.08
relative slice 1920, cosine similarity=-0.06
relative slice 1930, cosine similarity=-0.01
relative slice 1940, cosine similarity=-0.02
relative slice 1950, cosine similarity=-0.09
relative slice 1960, cosine similarity=-0.03
relative slice 1970, cosine similarity=0.01
relative slice 1980, cosine similarity=-0.01
relative slice 1990, cosine similarity=0.02

animal cow 1900, cosine similarity=0.39
animal cow 1910, cosine similarity=0.30
animal cow 1920, cosine similarity=0.35
animal cow 1930, cosine similarity=0.34
animal cow 1940, cosine similarity=0.33
animal cow 1950, cosine similarity=0.42
animal cow 1960, cosine similarity=0.37
animal cow 1970, cosine similarity=0.34
animal cow 1980, cosine similarity=0.34
animal cow 1990, cosine similarity=0.36

animal ox 1900, cosine similarity=0.29
animal ox 1910, cosine similarity=0.28
animal ox 1920, cosine similarity=0.29
animal ox 1930, cosine similarity=0.25
animal ox 1940, cosine similarity=0.23
animal ox 1950, cosine similarity=0.27
animal ox 1960, cosine similarity=0.27
animal ox 1970, cosine similarity=0.29
animal ox 1980, cosine similarity=0.24
animal ox 1990, cosine similarity=0.28

animal ivy 1900, cosine similarity=0.02
animal ivy 1910, cosine similarity=-0.04
animal ivy 1920, cosine similarity=0.03
animal ivy 1930, cosine similarity=0.06
animal ivy 1940, cosine similarity=0.02
animal ivy 1950, cosine similarity=0.08
animal ivy 1960, cosine similarity=0.07
animal ivy 1970, cosine similarity=0.06
animal ivy 1980, cosine similarity=0.01
animal ivy 1990, cosine similarity=0.07

body leg 1900, cosine similarity=0.25
body leg 1910, cosine similarity=0.19
body leg 1920, cosine similarity=0.20
body leg 1930, cosine similarity=0.20
body leg 1940, cosine similarity=0.18
body leg 1950, cosine similarity=0.21
body leg 1960, cosine similarity=0.29
body leg 1970, cosine similarity=0.27
body leg 1980, cosine similarity=0.25
body leg 1990, cosine similarity=0.25

body chest 1900, cosine similarity=0.24
body chest 1910, cosine similarity=0.25
body chest 1920, cosine similarity=0.26
body chest 1930, cosine similarity=0.25
body chest 1940, cosine similarity=0.27
body chest 1950, cosine similarity=0.21
body chest 1960, cosine similarity=0.28
body chest 1970, cosine similarity=0.21
body chest 1980, cosine similarity=0.32
body chest 1990, cosine similarity=0.17

body gyms 1900, cosine similarity=0.00
body gyms 1910, cosine similarity=0.00
body gyms 1920, cosine similarity=0.00
body gyms 1930, cosine similarity=0.00
body gyms 1940, cosine similarity=0.00
body gyms 1950, cosine similarity=0.00
body gyms 1960, cosine similarity=0.00
body gyms 1970, cosine similarity=0.00
body gyms 1980, cosine similarity=0.00
body gyms 1990, cosine similarity=0.00

color red 1900, cosine similarity=0.41
color red 1910, cosine similarity=0.42
color red 1920, cosine similarity=0.43
color red 1930, cosine similarity=0.34
color red 1940, cosine similarity=0.38
color red 1950, cosine similarity=0.33
color red 1960, cosine similarity=0.30
color red 1970, cosine similarity=0.27
color red 1980, cosine similarity=0.30
color red 1990, cosine similarity=0.30

color brown 1900, cosine similarity=0.37
color brown 1910, cosine similarity=0.43
color brown 1920, cosine similarity=0.37
color brown 1930, cosine similarity=0.44
color brown 1940, cosine similarity=0.42
color brown 1950, cosine similarity=0.38
color brown 1960, cosine similarity=0.33
color brown 1970, cosine similarity=0.29
color brown 1980, cosine similarity=0.30
color brown 1990, cosine similarity=0.26

color nest 1900, cosine similarity=0.08
color nest 1910, cosine similarity=0.13
color nest 1920, cosine similarity=0.03
color nest 1930, cosine similarity=0.06
color nest 1940, cosine similarity=0.04
color nest 1950, cosine similarity=0.03
color nest 1960, cosine similarity=0.00
color nest 1970, cosine similarity=-0.06
color nest 1980, cosine similarity=0.05
color nest 1990, cosine similarity=0.05

in apartment 1900, cosine similarity=0.01
in apartment 1910, cosine similarity=0.12
in apartment 1920, cosine similarity=0.00
in apartment 1930, cosine similarity=0.18
in apartment 1940, cosine similarity=0.06
in apartment 1950, cosine similarity=0.11
in apartment 1960, cosine similarity=0.10
in apartment 1970, cosine similarity=0.06
in apartment 1980, cosine similarity=0.10
in apartment 1990, cosine similarity=0.02

in tent 1900, cosine similarity=-0.02
in tent 1910, cosine similarity=0.02
in tent 1920, cosine similarity=0.02
in tent 1930, cosine similarity=0.11
in tent 1940, cosine similarity=0.08
in tent 1950, cosine similarity=0.03
in tent 1960, cosine similarity=0.10
in tent 1970, cosine similarity=0.11
in tent 1980, cosine similarity=0.10
in tent 1990, cosine similarity=0.04

in domino 1900, cosine similarity=-0.01
in domino 1910, cosine similarity=0.00
in domino 1920, cosine similarity=0.00
in domino 1930, cosine similarity=0.00
in domino 1940, cosine similarity=0.00
in domino 1950, cosine similarity=0.00
in domino 1960, cosine similarity=0.04
in domino 1970, cosine similarity=0.03
in domino 1980, cosine similarity=-0.02
in domino 1990, cosine similarity=-0.06

fabric cotton 1900, cosine similarity=0.16
fabric cotton 1910, cosine similarity=0.23
fabric cotton 1920, cosine similarity=0.21
fabric cotton 1930, cosine similarity=0.18
fabric cotton 1940, cosine similarity=0.24
fabric cotton 1950, cosine similarity=0.22
fabric cotton 1960, cosine similarity=0.22
fabric cotton 1970, cosine similarity=0.22
fabric cotton 1980, cosine similarity=0.28
fabric cotton 1990, cosine similarity=0.24

fabric lace 1900, cosine similarity=0.17
fabric lace 1910, cosine similarity=0.20
fabric lace 1920, cosine similarity=0.25
fabric lace 1930, cosine similarity=0.24
fabric lace 1940, cosine similarity=0.21
fabric lace 1950, cosine similarity=0.23
fabric lace 1960, cosine similarity=0.17
fabric lace 1970, cosine similarity=0.27
fabric lace 1980, cosine similarity=0.29
fabric lace 1990, cosine similarity=0.27

fabric payday 1900, cosine similarity=0.00
fabric payday 1910, cosine similarity=0.00
fabric payday 1920, cosine similarity=0.00
fabric payday 1930, cosine similarity=0.00
fabric payday 1940, cosine similarity=0.00
fabric payday 1950, cosine similarity=0.00
fabric payday 1960, cosine similarity=0.00
fabric payday 1970, cosine similarity=0.00
fabric payday 1980, cosine similarity=0.00
fabric payday 1990, cosine similarity=0.00

shape triangle 1900, cosine similarity=0.27
shape triangle 1910, cosine similarity=0.27
shape triangle 1920, cosine similarity=0.25
shape triangle 1930, cosine similarity=0.23
shape triangle 1940, cosine similarity=0.23
shape triangle 1950, cosine similarity=0.24
shape triangle 1960, cosine similarity=0.25
shape triangle 1970, cosine similarity=0.24
shape triangle 1980, cosine similarity=0.25
shape triangle 1990, cosine similarity=0.19

shape cone 1900, cosine similarity=0.31
shape cone 1910, cosine similarity=0.23
shape cone 1920, cosine similarity=0.31
shape cone 1930, cosine similarity=0.33
shape cone 1940, cosine similarity=0.26
shape cone 1950, cosine similarity=0.31
shape cone 1960, cosine similarity=0.33
shape cone 1970, cosine similarity=0.30
shape cone 1980, cosine similarity=0.28
shape cone 1990, cosine similarity=0.27

shape tailor 1900, cosine similarity=0.05
shape tailor 1910, cosine similarity=0.09
shape tailor 1920, cosine similarity=0.08
shape tailor 1930, cosine similarity=0.06
shape tailor 1940, cosine similarity=0.05
shape tailor 1950, cosine similarity=0.08
shape tailor 1960, cosine similarity=0.02
shape tailor 1970, cosine similarity=0.08
shape tailor 1980, cosine similarity=0.07
shape tailor 1990, cosine similarity=0.07

animal cat 1900, cosine similarity=0.27
animal cat 1910, cosine similarity=0.28
animal cat 1920, cosine similarity=0.28
animal cat 1930, cosine similarity=0.34
animal cat 1940, cosine similarity=0.35
animal cat 1950, cosine similarity=0.26
animal cat 1960, cosine similarity=0.33
animal cat 1970, cosine similarity=0.26
animal cat 1980, cosine similarity=0.24
animal cat 1990, cosine similarity=0.28

animal pig 1900, cosine similarity=0.29
animal pig 1910, cosine similarity=0.29
animal pig 1920, cosine similarity=0.28
animal pig 1930, cosine similarity=0.27
animal pig 1940, cosine similarity=0.31
animal pig 1950, cosine similarity=0.33
animal pig 1960, cosine similarity=0.31
animal pig 1970, cosine similarity=0.31
animal pig 1980, cosine similarity=0.22
animal pig 1990, cosine similarity=0.30

animal bus 1900, cosine similarity=0.03
animal bus 1910, cosine similarity=-0.10
animal bus 1920, cosine similarity=-0.04
animal bus 1930, cosine similarity=-0.03
animal bus 1940, cosine similarity=-0.06
animal bus 1950, cosine similarity=-0.08
animal bus 1960, cosine similarity=-0.12
animal bus 1970, cosine similarity=-0.13
animal bus 1980, cosine similarity=-0.11
animal bus 1990, cosine similarity=-0.01

rodent mouse 1900, cosine similarity=0.00
rodent mouse 1910, cosine similarity=0.00
rodent mouse 1920, cosine similarity=0.00
rodent mouse 1930, cosine similarity=0.00
rodent mouse 1940, cosine similarity=0.00
rodent mouse 1950, cosine similarity=0.00
rodent mouse 1960, cosine similarity=0.41
rodent mouse 1970, cosine similarity=0.30
rodent mouse 1980, cosine similarity=0.30
rodent mouse 1990, cosine similarity=0.24

rodent shrew 1900, cosine similarity=0.00
rodent shrew 1910, cosine similarity=0.00
rodent shrew 1920, cosine similarity=0.00
rodent shrew 1930, cosine similarity=0.00
rodent shrew 1940, cosine similarity=0.00
rodent shrew 1950, cosine similarity=0.00
rodent shrew 1960, cosine similarity=0.03
rodent shrew 1970, cosine similarity=0.26
rodent shrew 1980, cosine similarity=0.11
rodent shrew 1990, cosine similarity=0.09

rodent fudge 1900, cosine similarity=0.00
rodent fudge 1910, cosine similarity=0.00
rodent fudge 1920, cosine similarity=0.00
rodent fudge 1930, cosine similarity=0.00
rodent fudge 1940, cosine similarity=0.00
rodent fudge 1950, cosine similarity=0.00
rodent fudge 1960, cosine similarity=0.00
rodent fudge 1970, cosine similarity=0.00
rodent fudge 1980, cosine similarity=0.07
