weather tornado 1950, cosine similarity=-0.00
animal acid 1990, cosine similarity=0.07

vegetable carrot 1950, cosine similarity=0.22
vegetable carrot 1960, cosine similarity=0.16
vegetable carrot 1970, cosine similarity=0.20
vegetable carrot 1980, cosine similarity=0.25
vegetable carrot 1990, cosine similarity=0.33

vegetable beet 1950, cosine similarity=0.34
vegetable beet 1960, cosine similarity=0.36
vegetable beet 1970, cosine similarity=0.32
vegetable beet 1980, cosine similarity=0.26
vegetable beet 1990, cosine similarity=0.27

vegetable rest 1950, cosine similarity=0.06
vegetable rest 1960, cosine similarity=0.13
vegetable rest 1970, cosine similarity=0.05
vegetable rest 1980, cosine similarity=0.00
vegetable rest 1990, cosine similarity=0.03

season spring 1950, cosine similarity=0.44
season spring 1960, cosine similarity=0.40
season spring 1970, cosine similarity=0.42
season spring 1980, cosine similarity=0.40
season spring 1990, cosine similarity=0.38

season cold 1950, cosine similarity=0.23
season cold 1960, cosine similarity=0.28
season cold 1970, cosine similarity=0.25
season cold 1980, cosine similarity=0.23
season cold 1990, cosine similarity=0.23

season stump 1950, cosine similarity=0.01
season stump 1960, cosine similarity=0.04
season stump 1970, cosine similarity=0.05
season stump 1980, cosine similarity=0.03
season stump 1990, cosine similarity=0.05

tool shovel 1950, cosine similarity=0.22
tool shovel 1960, cosine similarity=0.17
tool shovel 1970, cosine similarity=0.11
tool shovel 1980, cosine similarity=0.17
tool shovel 1990, cosine similarity=0.13

tool spade 1950, cosine similarity=0.22
tool spade 1960, cosine similarity=0.21
tool spade 1970, cosine similarity=0.13
tool spade 1980, cosine similarity=0.07
tool spade 1990, cosine similarity=0.10

tool lunch 1950, cosine similarity=-0.07
tool lunch 1960, cosine similarity=-0.02
tool lunch 1970, cosine similarity=0.01
tool lunch 1980, cosine similarity=-0.04
tool lunch 1990, cosine similarity=-0.05

relative uncle 1950, cosine similarity=-0.01
relative uncle 1960, cosine similarity=-0.01
relative uncle 1970, cosine similarity=-0.02
relative uncle 1980, cosine similarity=0.01
relative uncle 1990, cosine similarity=-0.05

relative son 1950, cosine similarity=-0.07
relative son 1960, cosine similarity=-0.06
relative son 1970, cosine similarity=-0.12
relative son 1980, cosine similarity=-0.08
relative son 1990, cosine similarity=-0.10

relative slice 1950, cosine similarity=-0.09
relative slice 1960, cosine similarity=-0.03
relative slice 1970, cosine similarity=0.01
relative slice 1980, cosine similarity=-0.01
relative slice 1990, cosine similarity=0.02

animal cow 1950, cosine similarity=0.42
animal cow 1960, cosine similarity=0.37
animal cow 1970, cosine similarity=0.34
animal cow 1980, cosine similarity=0.34
animal cow 1990, cosine similarity=0.36

animal ox 1950, cosine similarity=0.27
animal ox 1960, cosine similarity=0.27
animal ox 1970, cosine similarity=0.29
animal ox 1980, cosine similarity=0.24
animal ox 1990, cosine similarity=0.28

animal ivy 1950, cosine similarity=0.08
animal ivy 1960, cosine similarity=0.07
animal ivy 1970, cosine similarity=0.06
animal ivy 1980, cosine similarity=0.01
animal ivy 1990, cosine similarity=0.07

body leg 1950, cosine similarity=0.21
body leg 1960, cosine similarity=0.29
body leg 1970, cosine similarity=0.27
body leg 1980, cosine similarity=0.25
body leg 1990, cosine similarity=0.25

body chest 1950, cosine similarity=0.21
body chest 1960, cosine similarity=0.28
body chest 1970, cosine similarity=0.21
body chest 1980, cosine similarity=0.32
body chest 1990, cosine similarity=0.17

body gyms 1950, cosine similarity=0.00
body gyms 1960, cosine similarity=0.00
body gyms 1970, cosine similarity=0.00
body gyms 1980, cosine similarity=0.00
body gyms 1990, cosine similarity=0.00

color red 1950, cosine similarity=0.33
color red 1960, cosine similarity=0.30
color red 1970, cosine similarity=0.27
color red 1980, cosine similarity=0.30
color red 1990, cosine similarity=0.30

color brown 1950, cosine similarity=0.38
color brown 1960, cosine similarity=0.33
color brown 1970, cosine similarity=0.29
color brown 1980, cosine similarity=0.30
color brown 1990, cosine similarity=0.26

color nest 1950, cosine similarity=0.03
color nest 1960, cosine similarity=0.00
color nest 1970, cosine similarity=-0.06
color nest 1980, cosine similarity=0.05
color nest 1990, cosine similarity=0.05

in apartment 1950, cosine similarity=0.11
in apartment 1960, cosine similarity=0.10
in apartment 1970, cosine similarity=0.06
in apartment 1980, cosine similarity=0.10
in apartment 1990, cosine similarity=0.02

in tent 1950, cosine similarity=0.03
in tent 1960, cosine similarity=0.10
in tent 1970, cosine similarity=0.11
in tent 1980, cosine similarity=0.10
in tent 1990, cosine similarity=0.04

in domino 1950, cosine similarity=0.00
in domino 1960, cosine similarity=0.04
in domino 1970, cosine similarity=0.03
in domino 1980, cosine similarity=-0.02
in domino 1990, cosine similarity=-0.06

fabric cotton 1950, cosine similarity=0.22
fabric cotton 1960, cosine similarity=0.22
fabric cotton 1970, cosine similarity=0.22
fabric cotton 1980, cosine similarity=0.28
fabric cotton 1990, cosine similarity=0.24

fabric lace 1950, cosine similarity=0.23
fabric lace 1960, cosine similarity=0.17
fabric lace 1970, cosine similarity=0.27
fabric lace 1980, cosine similarity=0.29
fabric lace 1990, cosine similarity=0.27

fabric payday 1950, cosine similarity=0.00
fabric payday 1960, cosine similarity=0.00
fabric payday 1970, cosine similarity=0.00
fabric payday 1980, cosine similarity=0.00
fabric payday 1990, cosine similarity=0.00

shape triangle 1950, cosine similarity=0.24
shape triangle 1960, cosine similarity=0.25
shape triangle 1970, cosine similarity=0.24
shape triangle 1980, cosine similarity=0.25
shape triangle 1990, cosine similarity=0.19

shape cone 1950, cosine similarity=0.31
shape cone 1960, cosine similarity=0.33
shape cone 1970, cosine similarity=0.30
shape cone 1980, cosine similarity=0.28
shape cone 1990, cosine similarity=0.27

shape tailor 1950, cosine similarity=0.08
shape tailor 1960, cosine similarity=0.02
shape tailor 1970, cosine similarity=0.08
shape tailor 1980, cosine similarity=0.07
shape tailor 1990, cosine similarity=0.07

animal cat 1950, cosine similarity=0.26
animal cat 1960, cosine similarity=0.33
animal cat 1970, cosine similarity=0.26
animal cat 1980, cosine similarity=0.24
animal cat 1990, cosine similarity=0.28

animal pig 1950, cosine similarity=0.33
animal pig 1960, cosine similarity=0.31
animal pig 1970, cosine similarity=0.31
animal pig 1980, cosine similarity=0.22
animal pig 1990, cosine similarity=0.30

animal bus 1950, cosine similarity=-0.08
animal bus 1960, cosine similarity=-0.12
animal bus 1970, cosine similarity=-0.13
animal bus 1980, cosine similarity=-0.11
animal bus 1990, cosine similarity=-0.01

rodent mouse 1950, cosine similarity=0.00
rodent mouse 1960, cosine similarity=0.41
rodent mouse 1970, cosine similarity=0.30
rodent mouse 1980, cosine similarity=0.30
rodent mouse 1990, cosine similarity=0.24

rodent shrew 1950, cosine similarity=0.00
rodent shrew 1960, cosine similarity=0.03
rodent shrew 1970, cosine similarity=0.26
rodent shrew 1980, cosine similarity=0.11
rodent shrew 1990, cosine similarity=0.09

rodent fudge 1950, cosine similarity=0.00
rodent fudge 1960, cosine similarity=0.00
rodent fudge 1970, cosine similarity=0.00
rodent fudge 1980, cosine similarity=0.07
rodent fudge 1990, cosine similarity=0.08

tree branch 1950, cosine similarity=0.34
tree branch 1960, cosine similarity=0.31
tree branch 1970, cosine similarity=0.37
tree branch 1980, cosine similarity=0.38
tree branch 1990, cosine similarity=0.32

tree twig 1950, cosine similarity=0.44
tree twig 1960, cosine similarity=0.43
tree twig 1970, cosine similarity=0.28
tree twig 1980, cosine similarity=0.36
tree twig 1990, cosine similarity=0.36

tree plaza 1950, cosine similarity=0.22
tree plaza 1960, cosine similarity=0.15
tree plaza 1970, cosine similarity=0.13
tree plaza 1980, cosine similarity=0.08
tree plaza 1990, cosine similarity=0.07

green grass 1950, cosine similarity=0.40
green grass 1960, cosine similarity=0.44
green grass 1970, cosine similarity=0.37
green grass 1980, cosine similarity=0.37
green grass 1990, cosine similarity=0.35

green frogs 1950, cosine similarity=0.19
green frogs 1960, cosine similarity=0.12
green frogs 1970, cosine similarity=0.13
green frogs 1980, cosine similarity=0.16
green frogs 1990, cosine similarity=0.07

green giant 1950, cosine similarity=0.18
green giant 1960, cosine similarity=0.08
green giant 1970, cosine similarity=0.09
green giant 1980, cosine similarity=0.15
green giant 1990, cosine similarity=0.14

 fork 1950, cosine similarity=0.00
 fork 1960, cosine similarity=0.00
 fork 1970, cosine similarity=0.00
 fork 1980, cosine similarity=0.00
 fork 1990, cosine similarity=0.00

 mixer 1950, cosine similarity=0.00
 mixer 1960, cosine similarity=0.00
 mixer 1970, cosine similarity=0.00
 mixer 1980, cosine similarity=0.00
 mixer 1990, cosine similarity=0.00

 text 1950, cosine similarity=0.00
 text 1960, cosine similarity=0.00
 text 1970, cosine similarity=0.00
 text 1980, cosine similarity=0.00
 text 1990, cosine similarity=0.00

metal steel 1950, cosine similarity=0.49
metal steel 1960, cosine similarity=0.52
metal steel 1970, cosine similarity=0.48
metal steel 1980, cosine similarity=0.46
metal steel 1990, cosine similarity=0.52

metal tin 1950, cosine similarity=0.41
metal tin 1960, cosine similarity=0.41
metal tin 1970, cosine similarity=0.37
metal tin 1980, cosine similarity=0.37
metal tin 1990, cosine similarity=0.42

metal halo 1950, cosine similarity=0.04
metal halo 1960, cosine similarity=0.04
metal halo 1970, cosine similarity=0.06
metal halo 1980, cosine similarity=0.08
metal halo 1990, cosine similarity=0.16

animal dog 1950, cosine similarity=0.34
animal dog 1960, cosine similarity=0.39
animal dog 1970, cosine similarity=0.37
animal dog 1980, cosine similarity=0.33
animal dog 1990, cosine similarity=0.37

animal mouse 1950, cosine similarity=0.29
animal mouse 1960, cosine similarity=0.27
animal mouse 1970, cosine similarity=0.30
animal mouse 1980, cosine similarity=0.24
animal mouse 1990, cosine similarity=0.15

animal pink 1950, cosine similarity=0.03
animal pink 1960, cosine similarity=0.02
animal pink 1970, cosine similarity=0.04
animal pink 1980, cosine similarity=0.08
animal pink 1990, cosine similarity=0.09

bicycle wheel 1950, cosine similarity=0.42
bicycle wheel 1960, cosine similarity=0.35
bicycle wheel 1970, cosine similarity=0.38
bicycle wheel 1980, cosine similarity=0.32
bicycle wheel 1990, cosine similarity=0.34

bicycle lock 1950, cosine similarity=0.17
bicycle lock 1960, cosine similarity=0.22
bicycle lock 1970, cosine similarity=0.21
bicycle lock 1980, cosine similarity=0.18
bicycle lock 1990, cosine similarity=0.11

bicycle store 1950, cosine similarity=0.21
bicycle store 1960, cosine similarity=0.14
bicycle store 1970, cosine similarity=0.16
bicycle store 1980, cosine similarity=0.07
bicycle store 1990, cosine similarity=0.10

wood oak 1950, cosine similarity=0.30
wood oak 1960, cosine similarity=0.34
wood oak 1970, cosine similarity=0.31
wood oak 1980, cosine similarity=0.30
wood oak 1990, cosine similarity=0.29

wood elm 1950, cosine similarity=0.26
wood elm 1960, cosine similarity=0.24
wood elm 1970, cosine similarity=0.25
wood elm 1980, cosine similarity=0.17
wood elm 1990, cosine similarity=0.13

wood key 1950, cosine similarity=0.02
wood key 1960, cosine similarity=0.02
wood key 1970, cosine similarity=0.01
wood key 1980, cosine similarity=-0.09
wood key 1990, cosine similarity=-0.03

season fall 1950, cosine similarity=0.18
season fall 1960, cosine similarity=0.14
season fall 1970, cosine similarity=0.19
season fall 1980, cosine similarity=0.14
season fall 1990, cosine similarity=0.18

season hunting 1950, cosine similarity=0.26
season hunting 1960, cosine similarity=0.26
season hunting 1970, cosine similarity=0.23
season hunting 1980, cosine similarity=0.27
season hunting 1990, cosine similarity=0.21

season force 1950, cosine similarity=-0.03
season force 1960, cosine similarity=-0.03
season force 1970, cosine similarity=-0.01
season force 1980, cosine similarity=-0.01
season force 1990, cosine similarity=-0.03

music rap 1950, cosine similarity=0.01
music rap 1960, cosine similarity=0.08
music rap 1970, cosine similarity=0.11
music rap 1980, cosine similarity=0.03
music rap 1990, cosine similarity=0.27

music gospel 1950, cosine similarity=0.10
music gospel 1960, cosine similarity=0.08
music gospel 1970, cosine similarity=0.19
music gospel 1980, cosine similarity=0.19
music gospel 1990, cosine similarity=0.15

music riot 1950, cosine similarity=0.09
music riot 1960, cosine similarity=0.05
music riot 1970, cosine similarity=0.03
music riot 1980, cosine similarity=0.07
music riot 1990, cosine similarity=0.17

instrument flute 1950, cosine similarity=0.24
instrument flute 1960, cosine similarity=0.24
instrument flute 1970, cosine similarity=0.29
instrument flute 1980, cosine similarity=0.26
instrument flute 1990, cosine similarity=0.27

instrument harp 1950, cosine similarity=0.22
instrument harp 1960, cosine similarity=0.25
instrument harp 1970, cosine similarity=0.31
instrument harp 1980, cosine similarity=0.28
instrument harp 1990, cosine similarity=0.26

instrument snap 1950, cosine similarity=-0.02
instrument snap 1960, cosine similarity=0.07
instrument snap 1970, cosine similarity=0.03
instrument snap 1980, cosine similarity=0.04
instrument snap 1990, cosine similarity=0.01

bread white 1950, cosine similarity=0.16
bread white 1960, cosine similarity=0.14
bread white 1970, cosine similarity=0.18
bread white 1980, cosine similarity=0.14
bread white 1990, cosine similarity=0.13

bread french 1950, cosine similarity=-0.12
bread french 1960, cosine similarity=-0.02
bread french 1970, cosine similarity=0.02
bread french 1980, cosine similarity=0.07
bread french 1990, cosine similarity=0.09

bread ruins 1950, cosine similarity=-0.02
bread ruins 1960, cosine similarity=-0.05
bread ruins 1970, cosine similarity=0.00
bread ruins 1980, cosine similarity=0.02
bread ruins 1990, cosine similarity=0.04

fuel gas 1950, cosine similarity=0.45
fuel gas 1960, cosine similarity=0.43
fuel gas 1970, cosine similarity=0.49
fuel gas 1980, cosine similarity=0.40
fuel gas 1990, cosine similarity=0.46

fuel coal 1950, cosine similarity=0.44
fuel coal 1960, cosine similarity=0.41
fuel coal 1970, cosine similarity=0.53
fuel coal 1980, cosine similarity=0.45
fuel coal 1990, cosine similarity=0.44

fuel kid 1950, cosine similarity=-0.01
fuel kid 1960, cosine similarity=0.03
fuel kid 1970, cosine similarity=-0.04
fuel kid 1980, cosine similarity=-0.04
fuel kid 1990, cosine similarity=-0.01

hikers boots 1950, cosine similarity=0.00
hikers boots 1960, cosine similarity=0.00
hikers boots 1970, cosine similarity=0.00
hikers boots 1980, cosine similarity=0.16
hikers boots 1990, cosine similarity=0.22

hikers compass 1950, cosine similarity=0.00
hikers compass 1960, cosine similarity=0.00
hikers compass 1970, cosine similarity=0.00
hikers compass 1980, cosine similarity=0.10
hikers compass 1990, cosine similarity=0.07

hikers track 1950, cosine similarity=0.00
hikers track 1960, cosine similarity=0.00
hikers track 1970, cosine similarity=0.00
hikers track 1980, cosine similarity=0.12
hikers track 1990, cosine similarity=0.14

flies bird 1950, cosine similarity=0.43
flies bird 1960, cosine similarity=0.38
flies bird 1970, cosine similarity=0.37
flies bird 1980, cosine similarity=0.38
flies bird 1990, cosine similarity=0.31

flies bat 1950, cosine similarity=0.26
flies bat 1960, cosine similarity=0.25
flies bat 1970, cosine similarity=0.26
flies bat 1980, cosine similarity=0.18
flies bat 1990, cosine similarity=0.18

flies rice 1950, cosine similarity=0.05
flies rice 1960, cosine similarity=0.09
flies rice 1970, cosine similarity=0.15
flies rice 1980, cosine similarity=0.05
flies rice 1990, cosine similarity=0.16

body arm 1950, cosine similarity=0.23
body arm 1960, cosine similarity=0.25
body arm 1970, cosine similarity=0.25
body arm 1980, cosine similarity=0.26
body arm 1990, cosine similarity=0.23

body neck 1950, cosine similarity=0.27
body neck 1960, cosine similarity=0.29
body neck 1970, cosine similarity=0.29
body neck 1980, cosine similarity=0.29
body neck 1990, cosine similarity=0.31

body rag 1950, cosine similarity=0.02
body rag 1960, cosine similarity=-0.03
body rag 1970, cosine similarity=0.02
body rag 1980, cosine similarity=0.01
body rag 1990, cosine similarity=0.08

house bathroom 1950, cosine similarity=0.26
house bathroom 1960, cosine similarity=0.22
house bathroom 1970, cosine similarity=0.23
house bathroom 1980, cosine similarity=0.26
house bathroom 1990, cosine similarity=0.20

house study 1950, cosine similarity=-0.04
house study 1960, cosine similarity=0.02
house study 1970, cosine similarity=-0.05
house study 1980, cosine similarity=-0.02
house study 1990, cosine similarity=-0.09

house zombie 1950, cosine similarity=0.00
house zombie 1960, cosine similarity=0.00
house zombie 1970, cosine similarity=0.00
house zombie 1980, cosine similarity=0.00
house zombie 1990, cosine similarity=0.00

clothing socks 1950, cosine similarity=0.35
clothing socks 1960, cosine similarity=0.32
clothing socks 1970, cosine similarity=0.31
clothing socks 1980, cosine similarity=0.28
clothing socks 1990, cosine similarity=0.32

clothing tie 1950, cosine similarity=0.15
clothing tie 1960, cosine similarity=0.10
clothing tie 1970, cosine similarity=0.16
clothing tie 1980, cosine similarity=0.09
clothing tie 1990, cosine similarity=0.12

clothing item 1950, cosine similarity=0.17
clothing item 1960, cosine similarity=0.19
clothing item 1970, cosine similarity=0.18
clothing item 1980, cosine similarity=0.20
clothing item 1990, cosine similarity=0.22

animal pig 1950, cosine similarity=0.33
animal pig 1960, cosine similarity=0.31
animal pig 1970, cosine similarity=0.31
animal pig 1980, cosine similarity=0.22
animal pig 1990, cosine similarity=0.30

animal mule 1950, cosine similarity=0.19
animal mule 1960, cosine similarity=0.19
animal mule 1970, cosine similarity=0.19
animal mule 1980, cosine similarity=0.17
animal mule 1990, cosine similarity=0.20

animal pipe 1950, cosine similarity=-0.01
animal pipe 1960, cosine similarity=0.06
animal pipe 1970, cosine similarity=0.02
animal pipe 1980, cosine similarity=-0.08
animal pipe 1990, cosine similarity=0.00

job doctor 1950, cosine similarity=0.20
job doctor 1960, cosine similarity=0.16
job doctor 1970, cosine similarity=0.18
job doctor 1980, cosine similarity=0.15
job doctor 1990, cosine similarity=0.20

job banker 1950, cosine similarity=0.08
job banker 1960, cosine similarity=0.09
job banker 1970, cosine similarity=0.07
job banker 1980, cosine similarity=0.14
job banker 1990, cosine similarity=0.10

job puppet 1950, cosine similarity=0.01
job puppet 1960, cosine similarity=-0.00
job puppet 1970, cosine similarity=-0.07
job puppet 1980, cosine similarity=-0.06
job puppet 1990, cosine similarity=-0.09

read newspaper 1950, cosine similarity=0.30
read newspaper 1960, cosine similarity=0.25
read newspaper 1970, cosine similarity=0.28
read newspaper 1980, cosine similarity=0.30
read newspaper 1990, cosine similarity=0.32

read letter 1950, cosine similarity=0.31
read letter 1960, cosine similarity=0.36
read letter 1970, cosine similarity=0.31
read letter 1980, cosine similarity=0.27
read letter 1990, cosine similarity=0.23

read vulture 1950, cosine similarity=-0.07
read vulture 1960, cosine similarity=-0.07
read vulture 1970, cosine similarity=-0.04
read vulture 1980, cosine similarity=-0.00
read vulture 1990, cosine similarity=0.03

makeup lipstick 1950, cosine similarity=0.13
makeup lipstick 1960, cosine similarity=0.13
makeup lipstick 1970, cosine similarity=0.24
makeup lipstick 1980, cosine similarity=0.28
makeup lipstick 1990, cosine similarity=0.30

makeup gloss 1950, cosine similarity=0.09
makeup gloss 1960, cosine similarity=0.16
makeup gloss 1970, cosine similarity=0.13
makeup gloss 1980, cosine similarity=0.08
makeup gloss 1990, cosine similarity=0.09

makeup inmate 1950, cosine similarity=0.00
makeup inmate 1960, cosine similarity=0.08
makeup inmate 1970, cosine similarity=0.15
makeup inmate 1980, cosine similarity=0.08
makeup inmate 1990, cosine similarity=0.10

season winter 1950, cosine similarity=0.53
season winter 1960, cosine similarity=0.51
season winter 1970, cosine similarity=0.53
season winter 1980, cosine similarity=0.47
season winter 1990, cosine similarity=0.43

season christmas 1950, cosine similarity=0.31
season christmas 1960, cosine similarity=0.32
season christmas 1970, cosine similarity=0.30
season christmas 1980, cosine similarity=0.31
season christmas 1990, cosine similarity=0.28

season turnips 1950, cosine similarity=0.17
season turnips 1960, cosine similarity=0.10
season turnips 1970, cosine similarity=0.16
season turnips 1980, cosine similarity=0.21
season turnips 1990, cosine similarity=0.13

fruit apple 1950, cosine similarity=0.49
fruit apple 1960, cosine similarity=0.46
fruit apple 1970, cosine similarity=0.43
fruit apple 1980, cosine similarity=0.33
fruit apple 1990, cosine similarity=0.39

fruit lime 1950, cosine similarity=0.23
fruit lime 1960, cosine similarity=0.24
fruit lime 1970, cosine similarity=0.28
fruit lime 1980, cosine similarity=0.25
fruit lime 1990, cosine similarity=0.25

fruit slow 1950, cosine similarity=0.04
fruit slow 1960, cosine similarity=0.05
fruit slow 1970, cosine similarity=0.04
fruit slow 1980, cosine similarity=0.02
fruit slow 1990, cosine similarity=0.07

fabric silk 1950, cosine similarity=0.28
fabric silk 1960, cosine similarity=0.23
fabric silk 1970, cosine similarity=0.30
fabric silk 1980, cosine similarity=0.32
fabric silk 1990, cosine similarity=0.30

fabric velvet 1950, cosine similarity=0.20
fabric velvet 1960, cosine similarity=0.16
fabric velvet 1970, cosine similarity=0.19
fabric velvet 1980, cosine similarity=0.22
fabric velvet 1990, cosine similarity=0.20

fabric organ 1950, cosine similarity=0.12
fabric organ 1960, cosine similarity=0.10
fabric organ 1970, cosine similarity=0.08
fabric organ 1980, cosine similarity=0.12
fabric organ 1990, cosine similarity=0.06

weapon knife 1950, cosine similarity=0.38
weapon knife 1960, cosine similarity=0.36
weapon knife 1970, cosine similarity=0.32
weapon knife 1980, cosine similarity=0.38
weapon knife 1990, cosine similarity=0.35

weapon spear 1950, cosine similarity=0.37
weapon spear 1960, cosine similarity=0.34
weapon spear 1970, cosine similarity=0.30
weapon spear 1980, cosine similarity=0.33
weapon spear 1990, cosine similarity=0.30

weapon cliff 1950, cosine similarity=-0.02
weapon cliff 1960, cosine similarity=0.01
weapon cliff 1970, cosine similarity=-0.02
weapon cliff 1980, cosine similarity=-0.09
weapon cliff 1990, cosine similarity=0.01

feeling happy 1950, cosine similarity=0.13
feeling happy 1960, cosine similarity=0.14
feeling happy 1970, cosine similarity=0.18
feeling happy 1980, cosine similarity=0.18
feeling happy 1990, cosine similarity=0.20

feeling calm 1950, cosine similarity=0.20
feeling calm 1960, cosine similarity=0.25
feeling calm 1970, cosine similarity=0.27
feeling calm 1980, cosine similarity=0.27
feeling calm 1990, cosine similarity=0.29

feeling name 1950, cosine similarity=0.03
feeling name 1960, cosine similarity=0.05
feeling name 1970, cosine similarity=0.03
feeling name 1980, cosine similarity=0.00
feeling name 1990, cosine similarity=0.08

fruit orange 1950, cosine similarity=0.25
fruit orange 1960, cosine similarity=0.24
fruit orange 1970, cosine similarity=0.27
fruit orange 1980, cosine similarity=0.26
fruit orange 1990, cosine similarity=0.25

fruit plum 1950, cosine similarity=0.34
fruit plum 1960, cosine similarity=0.36
fruit plum 1970, cosine similarity=0.26
fruit plum 1980, cosine similarity=0.27
fruit plum 1990, cosine similarity=0.23

fruit tubas 1950, cosine similarity=0.00
fruit tubas 1960, cosine similarity=0.00
fruit tubas 1970, cosine similarity=0.00
fruit tubas 1980, cosine similarity=0.00
fruit tubas 1990, cosine similarity=0.00

tool hammer 1950, cosine similarity=0.28
tool hammer 1960, cosine similarity=0.30
tool hammer 1970, cosine similarity=0.23
tool hammer 1980, cosine similarity=0.23
tool hammer 1990, cosine similarity=0.23

tool ruler 1950, cosine similarity=0.15
tool ruler 1960, cosine similarity=0.17
tool ruler 1970, cosine similarity=0.10
tool ruler 1980, cosine similarity=0.16
tool ruler 1990, cosine similarity=0.20

tool box 1950, cosine similarity=0.16
tool box 1960, cosine similarity=0.06
tool box 1970, cosine similarity=0.03
tool box 1980, cosine similarity=0.08
tool box 1990, cosine similarity=0.18

farmers tractor 1950, cosine similarity=0.11
farmers tractor 1960, cosine similarity=0.22
farmers tractor 1970, cosine similarity=0.20
farmers tractor 1980, cosine similarity=0.17
farmers tractor 1990, cosine similarity=0.07

farmers rake 1950, cosine similarity=-0.00
farmers rake 1960, cosine similarity=0.01
farmers rake 1970, cosine similarity=0.00
farmers rake 1980, cosine similarity=-0.08
farmers rake 1990, cosine similarity=0.05

farmers bookcase 1950, cosine similarity=-0.08
farmers bookcase 1960, cosine similarity=-0.12
farmers bookcase 1970, cosine similarity=-0.05
farmers bookcase 1980, cosine similarity=-0.02
farmers bookcase 1990, cosine similarity=-0.03

flies airplane 1950, cosine similarity=0.17
flies airplane 1960, cosine similarity=0.24
flies airplane 1970, cosine similarity=0.15
flies airplane 1980, cosine similarity=0.26
flies airplane 1990, cosine similarity=0.19

flies moth 1950, cosine similarity=0.33
flies moth 1960, cosine similarity=0.35
flies moth 1970, cosine similarity=0.37
flies moth 1980, cosine similarity=0.33
flies moth 1990, cosine similarity=0.31

flies possum 1950, cosine similarity=0.00
flies possum 1960, cosine similarity=0.00
flies possum 1970, cosine similarity=0.23
flies possum 1980, cosine similarity=0.03
flies possum 1990, cosine similarity=0.12

weather tornado 1950, cosine similarity=-0.00
weather tornado 1990, cosine similarity=0.15

weather sleet 1950, cosine similarity=0.21
weather sleet 1990, cosine similarity=0.18

weather cereal 1950, cosine similarity=0.06
weather cereal 1990, cosine similarity=-0.04

shape circle 1950, cosine similarity=0.11
shape circle 1990, cosine similarity=0.12

shape oval 1950, cosine similarity=0.35
shape oval 1990, cosine similarity=0.31

shape capes 1950, cosine similarity=-0.03
shape capes 1990, cosine similarity=-0.01

meat pork 1950, cosine similarity=0.53
meat pork 1990, cosine similarity=0.57

meat veal 1950, cosine similarity=0.35
meat veal 1990, cosine similarity=0.44

meat pulp 1950, cosine similarity=0.23
meat pulp 1990, cosine similarity=0.23

meat beef 1950, cosine similarity=0.61
meat beef 1990, cosine similarity=0.63

meat duck 1950, cosine similarity=0.21
meat duck 1990, cosine similarity=0.19

meat ring 1950, cosine similarity=0.02
meat ring 1990, cosine similarity=0.04

instrument drum 1950, cosine similarity=0.15
instrument drum 1990, cosine similarity=0.18

instrument banjo 1950, cosine similarity=0.11
instrument banjo 1990, cosine similarity=0.09

instrument bolt 1950, cosine similarity=0.02
instrument bolt 1990, cosine similarity=0.07

storm thunder 1950, cosine similarity=0.48
storm thunder 1990, cosine similarity=0.38

storm blizzard 1950, cosine similarity=0.25
storm blizzard 1990, cosine similarity=0.24

storm cannons 1950, cosine similarity=0.14
storm cannons 1990, cosine similarity=0.19

crime robbery 1950, cosine similarity=0.47
crime robbery 1990, cosine similarity=0.42

crime arson 1950, cosine similarity=0.27
crime arson 1990, cosine similarity=0.24

crime signal 1950, cosine similarity=-0.05
crime signal 1990, cosine similarity=-0.12

clothing pants 1950, cosine similarity=0.18
clothing pants 1990, cosine similarity=0.16

clothing gloves 1950, cosine similarity=0.29
clothing gloves 1990, cosine similarity=0.40

clothing masks 1950, cosine similarity=0.24
clothing masks 1990, cosine similarity=0.23

flower rose 1950, cosine similarity=0.28
flower rose 1990, cosine similarity=0.28

flower lilac 1950, cosine similarity=0.41
flower lilac 1990, cosine similarity=0.33

flower slot 1950, cosine similarity=0.11
flower slot 1990, cosine similarity=0.17

weapon gun 1950, cosine similarity=0.38
weapon gun 1990, cosine similarity=0.44

weapon club 1950, cosine similarity=0.15
weapon club 1990, cosine similarity=0.12

weapon babe 1950, cosine similarity=0.14
weapon babe 1990, cosine similarity=0.05

crime murder 1950, cosine similarity=0.51
crime murder 1990, cosine similarity=0.45

crime speeding 1950, cosine similarity=-0.00
crime speeding 1990, cosine similarity=0.09

crime dragons 1950, cosine similarity=-0.05
crime dragons 1990, cosine similarity=0.04

in house 1950, cosine similarity=0.04
in house 1990, cosine similarity=0.03

in cabin 1950, cosine similarity=0.05
in cabin 1990, cosine similarity=0.04

in jelly 1950, cosine similarity=-0.06
in jelly 1990, cosine similarity=0.06

product milk 1950, cosine similarity=0.16
product milk 1990, cosine similarity=0.18

product cream 1950, cosine similarity=0.09
product cream 1990, cosine similarity=0.02

product gold 1950, cosine similarity=0.00
product gold 1990, cosine similarity=0.02

