dad mom 1930, cosine similarity=0.00
evacuate danger 1970, cosine similarity=0.14
evacuate danger 1980, cosine similarity=0.05

evacuate hurricane 1930, cosine similarity=0.01
evacuate hurricane 1940, cosine similarity=-0.01
evacuate hurricane 1950, cosine similarity=0.07
evacuate hurricane 1960, cosine similarity=0.07
evacuate hurricane 1970, cosine similarity=0.01
evacuate hurricane 1980, cosine similarity=-0.03

evacuate out 1930, cosine similarity=-0.00
evacuate out 1940, cosine similarity=0.09
evacuate out 1950, cosine similarity=0.14
evacuate out 1960, cosine similarity=0.09
evacuate out 1970, cosine similarity=0.16
evacuate out 1980, cosine similarity=0.02

evacuate building 1930, cosine similarity=0.10
evacuate building 1940, cosine similarity=0.10
evacuate building 1950, cosine similarity=0.03
evacuate building 1960, cosine similarity=0.11
evacuate building 1970, cosine similarity=0.06
evacuate building 1980, cosine similarity=0.01

evacuate earthquake 1930, cosine similarity=0.00
evacuate earthquake 1940, cosine similarity=0.00
evacuate earthquake 1950, cosine similarity=-0.01
evacuate earthquake 1960, cosine similarity=0.00
evacuate earthquake 1970, cosine similarity=0.07
evacuate earthquake 1980, cosine similarity=0.02

evacuate escape 1930, cosine similarity=0.13
evacuate escape 1940, cosine similarity=0.13
evacuate escape 1950, cosine similarity=0.11
evacuate escape 1960, cosine similarity=0.11
evacuate escape 1970, cosine similarity=0.08
evacuate escape 1980, cosine similarity=0.11

evacuate go 1930, cosine similarity=0.06
evacuate go 1940, cosine similarity=0.16
evacuate go 1950, cosine similarity=0.06
evacuate go 1960, cosine similarity=0.17
evacuate go 1970, cosine similarity=0.17
evacuate go 1980, cosine similarity=0.13

evacuate remove 1930, cosine similarity=0.10
evacuate remove 1940, cosine similarity=0.21
evacuate remove 1950, cosine similarity=0.09
evacuate remove 1960, cosine similarity=0.04
evacuate remove 1970, cosine similarity=0.11
evacuate remove 1980, cosine similarity=0.15

evaluate test 1930, cosine similarity=0.23
evaluate test 1940, cosine similarity=0.22
evaluate test 1950, cosine similarity=0.29
evaluate test 1960, cosine similarity=0.34
evaluate test 1970, cosine similarity=0.34
evaluate test 1980, cosine similarity=0.27

evaluate judge 1930, cosine similarity=0.19
evaluate judge 1940, cosine similarity=0.20
evaluate judge 1950, cosine similarity=0.28
evaluate judge 1960, cosine similarity=0.25
evaluate judge 1970, cosine similarity=0.27
evaluate judge 1980, cosine similarity=0.31

evaluate grade 1930, cosine similarity=0.11
evaluate grade 1940, cosine similarity=0.08
evaluate grade 1950, cosine similarity=0.12
evaluate grade 1960, cosine similarity=0.06
evaluate grade 1970, cosine similarity=0.05
evaluate grade 1980, cosine similarity=0.06

evaluate check 1930, cosine similarity=0.10
evaluate check 1940, cosine similarity=0.16
evaluate check 1950, cosine similarity=0.19
evaluate check 1960, cosine similarity=0.22
evaluate check 1970, cosine similarity=0.24
evaluate check 1980, cosine similarity=0.21

evaluate examine 1930, cosine similarity=0.39
evaluate examine 1940, cosine similarity=0.39
evaluate examine 1950, cosine similarity=0.43
evaluate examine 1960, cosine similarity=0.51
evaluate examine 1970, cosine similarity=0.47
evaluate examine 1980, cosine similarity=0.51

evaluate study 1930, cosine similarity=0.30
evaluate study 1940, cosine similarity=0.26
evaluate study 1950, cosine similarity=0.30
evaluate study 1960, cosine similarity=0.27
evaluate study 1970, cosine similarity=0.31
evaluate study 1980, cosine similarity=0.26

evaluate analyze 1930, cosine similarity=0.63
evaluate analyze 1940, cosine similarity=0.64
evaluate analyze 1950, cosine similarity=0.66
evaluate analyze 1960, cosine similarity=0.69
evaluate analyze 1970, cosine similarity=0.66
evaluate analyze 1980, cosine similarity=0.68

evaluate appraise 1930, cosine similarity=0.43
evaluate appraise 1940, cosine similarity=0.55
evaluate appraise 1950, cosine similarity=0.51
evaluate appraise 1960, cosine similarity=0.48
evaluate appraise 1970, cosine similarity=0.49
evaluate appraise 1980, cosine similarity=0.40

evaluate look 1930, cosine similarity=0.02
evaluate look 1940, cosine similarity=0.04
evaluate look 1950, cosine similarity=0.07
evaluate look 1960, cosine similarity=0.09
evaluate look 1970, cosine similarity=0.12
evaluate look 1980, cosine similarity=0.11

evaluate sum 1930, cosine similarity=0.09
evaluate sum 1940, cosine similarity=0.08
evaluate sum 1950, cosine similarity=0.08
evaluate sum 1960, cosine similarity=0.17
evaluate sum 1970, cosine similarity=0.15
evaluate sum 1980, cosine similarity=0.07

evaluate determine 1930, cosine similarity=0.53
evaluate determine 1940, cosine similarity=0.49
evaluate determine 1950, cosine similarity=0.57
evaluate determine 1960, cosine similarity=0.61
evaluate determine 1970, cosine similarity=0.60
evaluate determine 1980, cosine similarity=0.53

evaluate think 1930, cosine similarity=0.16
evaluate think 1940, cosine similarity=0.13
evaluate think 1950, cosine similarity=0.20
evaluate think 1960, cosine similarity=0.20
evaluate think 1970, cosine similarity=0.15
evaluate think 1980, cosine similarity=0.13

evaluate data 1930, cosine similarity=0.31
evaluate data 1940, cosine similarity=0.32
evaluate data 1950, cosine similarity=0.27
evaluate data 1960, cosine similarity=0.28
evaluate data 1970, cosine similarity=0.28
evaluate data 1980, cosine similarity=0.25

evaluate learn 1930, cosine similarity=0.31
evaluate learn 1940, cosine similarity=0.30
evaluate learn 1950, cosine similarity=0.35
evaluate learn 1960, cosine similarity=0.29
evaluate learn 1970, cosine similarity=0.29
evaluate learn 1980, cosine similarity=0.32

evaluate measure 1930, cosine similarity=0.26
evaluate measure 1940, cosine similarity=0.18
evaluate measure 1950, cosine similarity=0.27
evaluate measure 1960, cosine similarity=0.34
evaluate measure 1970, cosine similarity=0.36
evaluate measure 1980, cosine similarity=0.33

evaluate rate 1930, cosine similarity=0.02
evaluate rate 1940, cosine similarity=0.03
evaluate rate 1950, cosine similarity=0.08
evaluate rate 1960, cosine similarity=0.12
evaluate rate 1970, cosine similarity=0.13
evaluate rate 1980, cosine similarity=0.09

evaluate score 1930, cosine similarity=0.09
evaluate score 1940, cosine similarity=0.06
evaluate score 1950, cosine similarity=0.11
evaluate score 1960, cosine similarity=0.08
evaluate score 1970, cosine similarity=0.18
evaluate score 1980, cosine similarity=0.10

evaluate count 1930, cosine similarity=-0.00
evaluate count 1940, cosine similarity=-0.06
evaluate count 1950, cosine similarity=0.00
evaluate count 1960, cosine similarity=-0.07
evaluate count 1970, cosine similarity=0.04
evaluate count 1980, cosine similarity=0.04

evaluate estimate 1930, cosine similarity=0.36
evaluate estimate 1940, cosine similarity=0.33
evaluate estimate 1950, cosine similarity=0.44
evaluate estimate 1960, cosine similarity=0.39
evaluate estimate 1970, cosine similarity=0.40
evaluate estimate 1980, cosine similarity=0.37

evaluate exam 1930, cosine similarity=0.00
evaluate exam 1940, cosine similarity=0.00
evaluate exam 1950, cosine similarity=-0.01
evaluate exam 1960, cosine similarity=0.05
evaluate exam 1970, cosine similarity=0.14
evaluate exam 1980, cosine similarity=0.17

evaluate lift 1930, cosine similarity=0.12
evaluate lift 1940, cosine similarity=0.10
evaluate lift 1950, cosine similarity=0.03
evaluate lift 1960, cosine similarity=0.05
evaluate lift 1970, cosine similarity=0.06
evaluate lift 1980, cosine similarity=0.02

evaluate overall 1930, cosine similarity=0.14
evaluate overall 1940, cosine similarity=0.22
evaluate overall 1950, cosine similarity=0.28
evaluate overall 1960, cosine similarity=0.34
evaluate overall 1970, cosine similarity=0.33
evaluate overall 1980, cosine similarity=0.32

evaluate paper 1930, cosine similarity=0.07
evaluate paper 1940, cosine similarity=-0.04
evaluate paper 1950, cosine similarity=0.08
evaluate paper 1960, cosine similarity=0.04
evaluate paper 1970, cosine similarity=0.06
evaluate paper 1980, cosine similarity=0.11

evaluate understand 1930, cosine similarity=0.35
evaluate understand 1940, cosine similarity=0.42
evaluate understand 1950, cosine similarity=0.41
evaluate understand 1960, cosine similarity=0.36
evaluate understand 1970, cosine similarity=0.38
evaluate understand 1980, cosine similarity=0.38

even odd 1930, cosine similarity=0.14
even odd 1940, cosine similarity=0.21
even odd 1950, cosine similarity=0.17
even odd 1960, cosine similarity=0.17
even odd 1970, cosine similarity=0.15
even odd 1980, cosine similarity=0.18

even same 1930, cosine similarity=0.07
even same 1940, cosine similarity=0.03
even same 1950, cosine similarity=0.12
even same 1960, cosine similarity=0.09
even same 1970, cosine similarity=0.11
even same 1980, cosine similarity=0.11

even fair 1930, cosine similarity=0.00
even fair 1940, cosine similarity=0.10
even fair 1950, cosine similarity=0.10
even fair 1960, cosine similarity=0.09
even fair 1970, cosine similarity=0.11
even fair 1980, cosine similarity=0.07

even tie 1930, cosine similarity=-0.05
even tie 1940, cosine similarity=0.02
even tie 1950, cosine similarity=0.02
even tie 1960, cosine similarity=-0.11
even tie 1970, cosine similarity=-0.01
even tie 1980, cosine similarity=0.00

even balanced 1930, cosine similarity=0.04
even balanced 1940, cosine similarity=0.02
even balanced 1950, cosine similarity=0.02
even balanced 1960, cosine similarity=-0.00
even balanced 1970, cosine similarity=0.00
even balanced 1980, cosine similarity=-0.01

even equal 1930, cosine similarity=-0.03
even equal 1940, cosine similarity=-0.02
even equal 1950, cosine similarity=-0.03
even equal 1960, cosine similarity=0.03
even equal 1970, cosine similarity=-0.03
even equal 1980, cosine similarity=0.02

even haircut 1930, cosine similarity=0.00
even haircut 1940, cosine similarity=0.00
even haircut 1950, cosine similarity=-0.12
even haircut 1960, cosine similarity=-0.08
even haircut 1970, cosine similarity=0.08
even haircut 1980, cosine similarity=-0.03

even steven 1930, cosine similarity=0.00
even steven 1940, cosine similarity=0.00
even steven 1950, cosine similarity=0.00
even steven 1960, cosine similarity=-0.17
even steven 1970, cosine similarity=-0.22
even steven 1980, cosine similarity=-0.19

even two 1930, cosine similarity=0.10
even two 1940, cosine similarity=0.14
even two 1950, cosine similarity=0.13
even two 1960, cosine similarity=0.12
even two 1970, cosine similarity=0.08
even two 1980, cosine similarity=0.17

evening night 1930, cosine similarity=0.60
evening night 1940, cosine similarity=0.57
evening night 1950, cosine similarity=0.63
evening night 1960, cosine similarity=0.63
evening night 1970, cosine similarity=0.66
evening night 1980, cosine similarity=0.61

evening morning 1930, cosine similarity=0.72
evening morning 1940, cosine similarity=0.71
evening morning 1950, cosine similarity=0.73
evening morning 1960, cosine similarity=0.73
evening morning 1970, cosine similarity=0.71
evening morning 1980, cosine similarity=0.68

evening dark 1930, cosine similarity=0.18
evening dark 1940, cosine similarity=0.26
evening dark 1950, cosine similarity=0.25
evening dark 1960, cosine similarity=0.26
evening dark 1970, cosine similarity=0.24
evening dark 1980, cosine similarity=0.24

evening day 1930, cosine similarity=0.52
evening day 1940, cosine similarity=0.51
evening day 1950, cosine similarity=0.47
evening day 1960, cosine similarity=0.53
evening day 1970, cosine similarity=0.42
evening day 1980, cosine similarity=0.54

evening dusk 1930, cosine similarity=0.38
evening dusk 1940, cosine similarity=0.47
evening dusk 1950, cosine similarity=0.45
evening dusk 1960, cosine similarity=0.42
evening dusk 1970, cosine similarity=0.41
evening dusk 1980, cosine similarity=0.40

evening sunset 1930, cosine similarity=0.41
evening sunset 1940, cosine similarity=0.45
evening sunset 1950, cosine similarity=0.42
evening sunset 1960, cosine similarity=0.41
evening sunset 1970, cosine similarity=0.45
evening sunset 1980, cosine similarity=0.45

evening gown 1930, cosine similarity=0.20
evening gown 1940, cosine similarity=0.27
evening gown 1950, cosine similarity=0.34
evening gown 1960, cosine similarity=0.34
evening gown 1970, cosine similarity=0.26
evening gown 1980, cosine similarity=0.29

evening late 1930, cosine similarity=0.35
evening late 1940, cosine similarity=0.33
evening late 1950, cosine similarity=0.36
evening late 1960, cosine similarity=0.37
evening late 1970, cosine similarity=0.31
evening late 1980, cosine similarity=0.34

event sport 1930, cosine similarity=-0.03
event sport 1940, cosine similarity=0.03
event sport 1950, cosine similarity=-0.04
event sport 1960, cosine similarity=0.01
event sport 1970, cosine similarity=-0.00
event sport 1980, cosine similarity=0.07

event happening 1930, cosine similarity=0.42
event happening 1940, cosine similarity=0.37
event happening 1950, cosine similarity=0.37
event happening 1960, cosine similarity=0.36
event happening 1970, cosine similarity=0.37
event happening 1980, cosine similarity=0.32

event main 1930, cosine similarity=0.01
event main 1940, cosine similarity=0.06
event main 1950, cosine similarity=0.02
event main 1960, cosine similarity=0.01
event main 1970, cosine similarity=0.03
event main 1980, cosine similarity=0.10

event concert 1930, cosine similarity=0.10
event concert 1940, cosine similarity=0.11
event concert 1950, cosine similarity=0.07
event concert 1960, cosine similarity=0.09
event concert 1970, cosine similarity=0.09
event concert 1980, cosine similarity=0.12

event party 1930, cosine similarity=0.20
event party 1940, cosine similarity=0.12
event party 1950, cosine similarity=0.10
event party 1960, cosine similarity=0.19
event party 1970, cosine similarity=0.17
event party 1980, cosine similarity=0.19

event boxing 1930, cosine similarity=-0.06
event boxing 1940, cosine similarity=-0.01
event boxing 1950, cosine similarity=-0.06
event boxing 1960, cosine similarity=-0.01
event boxing 1970, cosine similarity=-0.09
event boxing 1980, cosine similarity=-0.05

event game 1930, cosine similarity=0.03
event game 1940, cosine similarity=0.06
event game 1950, cosine similarity=0.02
event game 1960, cosine similarity=0.09
event game 1970, cosine similarity=0.04
event game 1980, cosine similarity=0.07

event occurrence 1930, cosine similarity=0.40
event occurrence 1940, cosine similarity=0.43
event occurrence 1950, cosine similarity=0.41
event occurrence 1960, cosine similarity=0.48
event occurrence 1970, cosine similarity=0.49
event occurrence 1980, cosine similarity=0.43

event time 1930, cosine similarity=0.13
event time 1940, cosine similarity=0.14
event time 1950, cosine similarity=0.11
event time 1960, cosine similarity=0.17
event time 1970, cosine similarity=0.17
event time 1980, cosine similarity=0.18

event excitement 1930, cosine similarity=0.10
event excitement 1940, cosine similarity=0.08
event excitement 1950, cosine similarity=0.12
event excitement 1960, cosine similarity=0.15
event excitement 1970, cosine similarity=0.17
event excitement 1980, cosine similarity=0.15

event place 1930, cosine similarity=0.18
event place 1940, cosine similarity=0.25
event place 1950, cosine similarity=0.19
event place 1960, cosine similarity=0.18
event place 1970, cosine similarity=0.19
event place 1980, cosine similarity=0.23

event dance 1930, cosine similarity=0.01
event dance 1940, cosine similarity=-0.01
event dance 1950, cosine similarity=-0.07
event dance 1960, cosine similarity=-0.01
event dance 1970, cosine similarity=-0.00
event dance 1980, cosine similarity=-0.01

event date 1930, cosine similarity=0.26
event date 1940, cosine similarity=0.26
event date 1950, cosine similarity=0.19
event date 1960, cosine similarity=0.22
event date 1970, cosine similarity=0.26
event date 1980, cosine similarity=0.18

event fair 1930, cosine similarity=-0.07
event fair 1940, cosine similarity=-0.08
event fair 1950, cosine similarity=-0.03
event fair 1960, cosine similarity=0.01
event fair 1970, cosine similarity=0.00
event fair 1980, cosine similarity=-0.02

event football 1930, cosine similarity=0.04
event football 1940, cosine similarity=0.07
event football 1950, cosine similarity=-0.05
event football 1960, cosine similarity=-0.00
event football 1970, cosine similarity=0.01
event football 1980, cosine similarity=0.04

event gala 1930, cosine similarity=0.02
event gala 1940, cosine similarity=0.05
event gala 1950, cosine similarity=0.10
event gala 1960, cosine similarity=-0.01
event gala 1970, cosine similarity=0.06
event gala 1980, cosine similarity=0.10

event occasion 1930, cosine similarity=0.30
event occasion 1940, cosine similarity=0.28
event occasion 1950, cosine similarity=0.25
event occasion 1960, cosine similarity=0.24
event occasion 1970, cosine similarity=0.29
event occasion 1980, cosine similarity=0.24

event olympics 1930, cosine similarity=0.00
event olympics 1940, cosine similarity=0.00
event olympics 1950, cosine similarity=0.00
event olympics 1960, cosine similarity=-0.01
event olympics 1970, cosine similarity=0.01
event olympics 1980, cosine similarity=0.14

event soccer 1930, cosine similarity=-0.07
event soccer 1940, cosine similarity=-0.05
event soccer 1950, cosine similarity=-0.06
event soccer 1960, cosine similarity=-0.07
event soccer 1970, cosine similarity=-0.01
event soccer 1980, cosine similarity=0.02

event social 1930, cosine similarity=0.00
event social 1940, cosine similarity=0.05
event social 1950, cosine similarity=-0.01
event social 1960, cosine similarity=-0.00
event social 1970, cosine similarity=0.06
event social 1980, cosine similarity=0.01

event stadium 1930, cosine similarity=-0.09
event stadium 1940, cosine similarity=-0.04
event stadium 1950, cosine similarity=-0.05
event stadium 1960, cosine similarity=-0.03
event stadium 1970, cosine similarity=-0.08
event stadium 1980, cosine similarity=-0.08

event track 1930, cosine similarity=0.05
event track 1940, cosine similarity=-0.01
event track 1950, cosine similarity=-0.00
event track 1960, cosine similarity=-0.04
event track 1970, cosine similarity=0.02
event track 1980, cosine similarity=0.07

ever never 1930, cosine similarity=0.44
ever never 1940, cosine similarity=0.54
ever never 1950, cosine similarity=0.54
ever never 1960, cosine similarity=0.52
ever never 1970, cosine similarity=0.46
ever never 1980, cosine similarity=0.57

ever always 1930, cosine similarity=0.30
ever always 1940, cosine similarity=0.28
ever always 1950, cosine similarity=0.27
ever always 1960, cosine similarity=0.32
ever always 1970, cosine similarity=0.27
ever always 1980, cosine similarity=0.32

ever for 1930, cosine similarity=0.05
ever for 1940, cosine similarity=0.10
ever for 1950, cosine similarity=0.07
ever for 1960, cosine similarity=0.03
ever for 1970, cosine similarity=0.01
ever for 1980, cosine similarity=0.11

ever lasting 1930, cosine similarity=0.22
ever lasting 1940, cosine similarity=0.15
ever lasting 1950, cosine similarity=0.15
ever lasting 1960, cosine similarity=0.20
ever lasting 1970, cosine similarity=0.18
ever lasting 1980, cosine similarity=0.12

ever forever 1930, cosine similarity=0.29
ever forever 1940, cosine similarity=0.29
ever forever 1950, cosine similarity=0.34
ever forever 1960, cosine similarity=0.33
ever forever 1970, cosine similarity=0.39
ever forever 1980, cosine similarity=0.37

ever after 1930, cosine similarity=0.05
ever after 1940, cosine similarity=0.11
ever after 1950, cosine similarity=0.10
ever after 1960, cosine similarity=0.11
ever after 1970, cosine similarity=0.11
ever after 1980, cosine similarity=0.10

ever times 1930, cosine similarity=0.14
ever times 1940, cosine similarity=0.15
ever times 1950, cosine similarity=0.14
ever times 1960, cosine similarity=0.14
ever times 1970, cosine similarity=0.14
ever times 1980, cosine similarity=0.14

ever eternal 1930, cosine similarity=0.08
ever eternal 1940, cosine similarity=0.18
ever eternal 1950, cosine similarity=0.10
ever eternal 1960, cosine similarity=0.19
ever eternal 1970, cosine similarity=0.16
ever eternal 1980, cosine similarity=0.16

ever eternity 1930, cosine similarity=0.18
ever eternity 1940, cosine similarity=0.18
ever eternity 1950, cosine similarity=0.18
ever eternity 1960, cosine similarity=0.26
ever eternity 1970, cosine similarity=0.26
ever eternity 1980, cosine similarity=0.23

ever long 1930, cosine similarity=0.12
ever long 1940, cosine similarity=0.14
ever long 1950, cosine similarity=0.10
ever long 1960, cosine similarity=0.15
ever long 1970, cosine similarity=0.22
ever long 1980, cosine similarity=0.11

ever clear 1930, cosine similarity=0.02
ever clear 1940, cosine similarity=0.02
ever clear 1950, cosine similarity=0.12
ever clear 1960, cosine similarity=0.09
ever clear 1970, cosine similarity=0.08
ever clear 1980, cosine similarity=0.04

ever ready 1930, cosine similarity=0.14
ever ready 1940, cosine similarity=0.07
ever ready 1950, cosine similarity=0.09
ever ready 1960, cosine similarity=0.13
ever ready 1970, cosine similarity=0.16
ever ready 1980, cosine similarity=0.10

ever sometime 1930, cosine similarity=0.10
ever sometime 1940, cosine similarity=0.16
ever sometime 1950, cosine similarity=0.13
ever sometime 1960, cosine similarity=0.16
ever sometime 1970, cosine similarity=0.19
ever sometime 1980, cosine similarity=0.16

ever when 1930, cosine similarity=0.24
ever when 1940, cosine similarity=0.14
ever when 1950, cosine similarity=0.18
ever when 1960, cosine similarity=0.18
ever when 1970, cosine similarity=0.15
ever when 1980, cosine similarity=0.23

everyday daily 1930, cosine similarity=0.38
everyday daily 1940, cosine similarity=0.39
everyday daily 1950, cosine similarity=0.40
everyday daily 1960, cosine similarity=0.41
everyday daily 1970, cosine similarity=0.44
everyday daily 1980, cosine similarity=0.39

everyday always 1930, cosine similarity=0.05
everyday always 1940, cosine similarity=0.13
everyday always 1950, cosine similarity=-0.02
everyday always 1960, cosine similarity=0.01
everyday always 1970, cosine similarity=0.00
everyday always 1980, cosine similarity=-0.01

everyday routine 1930, cosine similarity=0.37
everyday routine 1940, cosine similarity=0.38
everyday routine 1950, cosine similarity=0.40
everyday routine 1960, cosine similarity=0.35
everyday routine 1970, cosine similarity=0.34
everyday routine 1980, cosine similarity=0.35

everyday common place 1930, cosine similarity=0.00
everyday common place 1940, cosine similarity=0.00
everyday common place 1950, cosine similarity=0.00
everyday common place 1960, cosine similarity=0.00
everyday common place 1970, cosine similarity=0.00
everyday common place 1980, cosine similarity=0.00

everyday life 1930, cosine similarity=0.40
everyday life 1940, cosine similarity=0.35
everyday life 1950, cosine similarity=0.39
everyday life 1960, cosine similarity=0.37
everyday life 1970, cosine similarity=0.38
everyday life 1980, cosine similarity=0.34

everyday same 1930, cosine similarity=-0.03
everyday same 1940, cosine similarity=0.01
everyday same 1950, cosine similarity=0.02
everyday same 1960, cosine similarity=-0.00
everyday same 1970, cosine similarity=-0.01
everyday same 1980, cosine similarity=-0.00

everyday boring 1930, cosine similarity=0.04
everyday boring 1940, cosine similarity=0.09
everyday boring 1950, cosine similarity=0.09
everyday boring 1960, cosine similarity=-0.03
everyday boring 1970, cosine similarity=0.08
everyday boring 1980, cosine similarity=0.15

everyday class 1930, cosine similarity=0.07
everyday class 1940, cosine similarity=0.13
everyday class 1950, cosine similarity=0.10
everyday class 1960, cosine similarity=0.10
everyday class 1970, cosine similarity=0.13
everyday class 1980, cosine similarity=0.15

everyday monotonous 1930, cosine similarity=0.15
everyday monotonous 1940, cosine similarity=0.21
everyday monotonous 1950, cosine similarity=0.22
everyday monotonous 1960, cosine similarity=0.19
everyday monotonous 1970, cosine similarity=0.17
everyday monotonous 1980, cosine similarity=0.20

everyday school 1930, cosine similarity=0.11
everyday school 1940, cosine similarity=0.09
everyday school 1950, cosine similarity=0.04
everyday school 1960, cosine similarity=0.15
everyday school 1970, cosine similarity=0.06
everyday school 1980, cosine similarity=0.08

everyday today 1930, cosine similarity=0.16
everyday today 1940, cosine similarity=0.22
everyday today 1950, cosine similarity=0.19
everyday today 1960, cosine similarity=0.12
everyday today 1970, cosine similarity=0.17
everyday today 1980, cosine similarity=0.19

everyday any day 1930, cosine similarity=0.00
everyday any day 1940, cosine similarity=0.00
everyday any day 1950, cosine similarity=0.00
everyday any day 1960, cosine similarity=0.00
everyday any day 1970, cosine similarity=0.00
everyday any day 1980, cosine similarity=0.00

everyday weekly 1930, cosine similarity=-0.00
everyday weekly 1940, cosine similarity=-0.01
everyday weekly 1950, cosine similarity=0.03
everyday weekly 1960, cosine similarity=0.08
everyday weekly 1970, cosine similarity=0.05
everyday weekly 1980, cosine similarity=0.02

everyday work 1930, cosine similarity=0.05
everyday work 1940, cosine similarity=0.09
everyday work 1950, cosine similarity=0.15
everyday work 1960, cosine similarity=0.10
everyday work 1970, cosine similarity=0.07
everyday work 1980, cosine similarity=0.12

everyday all the time 1930, cosine similarity=0.00
everyday all the time 1940, cosine similarity=0.00
everyday all the time 1950, cosine similarity=0.00
everyday all the time 1960, cosine similarity=0.00
everyday all the time 1970, cosine similarity=0.00
everyday all the time 1980, cosine similarity=0.00

everyday mundane 1930, cosine similarity=0.11
everyday mundane 1940, cosine similarity=0.20
everyday mundane 1950, cosine similarity=0.20
everyday mundane 1960, cosine similarity=0.21
everyday mundane 1970, cosine similarity=0.31
everyday mundane 1980, cosine similarity=0.36

everyday never 1930, cosine similarity=0.07
everyday never 1940, cosine similarity=0.02
everyday never 1950, cosine similarity=0.07
everyday never 1960, cosine similarity=0.04
everyday never 1970, cosine similarity=0.08
everyday never 1980, cosine similarity=0.06

everyday often 1930, cosine similarity=0.10
everyday often 1940, cosine similarity=0.05
everyday often 1950, cosine similarity=0.14
everyday often 1960, cosine similarity=0.12
everyday often 1970, cosine similarity=0.08
everyday often 1980, cosine similarity=0.11

everyday ordinary 1930, cosine similarity=0.39
everyday ordinary 1940, cosine similarity=0.42
everyday ordinary 1950, cosine similarity=0.40
everyday ordinary 1960, cosine similarity=0.41
everyday ordinary 1970, cosine similarity=0.39
everyday ordinary 1980, cosine similarity=0.38

everyday repeat 1930, cosine similarity=0.03
everyday repeat 1940, cosine similarity=0.05
everyday repeat 1950, cosine similarity=0.10
everyday repeat 1960, cosine similarity=0.04
everyday repeat 1970, cosine similarity=0.08
everyday repeat 1980, cosine similarity=0.03

everyday sleep 1930, cosine similarity=-0.04
everyday sleep 1940, cosine similarity=0.02
everyday sleep 1950, cosine similarity=0.04
everyday sleep 1960, cosine similarity=0.11
everyday sleep 1970, cosine similarity=0.04
everyday sleep 1980, cosine similarity=0.09

everyday someday 1930, cosine similarity=0.00
everyday someday 1940, cosine similarity=-0.02
everyday someday 1950, cosine similarity=0.00
everyday someday 1960, cosine similarity=-0.00
everyday someday 1970, cosine similarity=-0.06
everyday someday 1980, cosine similarity=-0.03

everyday sometimes 1930, cosine similarity=0.02
everyday sometimes 1940, cosine similarity=0.02
everyday sometimes 1950, cosine similarity=-0.00
everyday sometimes 1960, cosine similarity=0.05
everyday sometimes 1970, cosine similarity=0.07
everyday sometimes 1980, cosine similarity=0.06

everyday sun 1930, cosine similarity=-0.14
everyday sun 1940, cosine similarity=-0.07
everyday sun 1950, cosine similarity=-0.04
everyday sun 1960, cosine similarity=-0.03
everyday sun 1970, cosine similarity=-0.02
everyday sun 1980, cosine similarity=-0.03

everyday time 1930, cosine similarity=-0.06
everyday time 1940, cosine similarity=-0.03
everyday time 1950, cosine similarity=0.05
everyday time 1960, cosine similarity=0.11
everyday time 1970, cosine similarity=-0.01
everyday time 1980, cosine similarity=-0.03

everyday tomorrow 1930, cosine similarity=0.00
everyday tomorrow 1940, cosine similarity=0.04
everyday tomorrow 1950, cosine similarity=0.05
everyday tomorrow 1960, cosine similarity=0.01
everyday tomorrow 1970, cosine similarity=-0.01
everyday tomorrow 1980, cosine similarity=0.01

everyday yesterday 1930, cosine similarity=0.08
everyday yesterday 1940, cosine similarity=0.03
everyday yesterday 1950, cosine similarity=0.08
everyday yesterday 1960, cosine similarity=0.03
everyday yesterday 1970, cosine similarity=0.12
everyday yesterday 1980, cosine similarity=-0.02

everything nothing 1930, cosine similarity=0.45
everything nothing 1940, cosine similarity=0.41
everything nothing 1950, cosine similarity=0.50
everything nothing 1960, cosine similarity=0.48
everything nothing 1970, cosine similarity=0.46
everything nothing 1980, cosine similarity=0.49

everything all 1930, cosine similarity=0.24
everything all 1940, cosine similarity=0.23
everything all 1950, cosine similarity=0.33
everything all 1960, cosine similarity=0.35
everything all 1970, cosine similarity=0.36
everything all 1980, cosine similarity=0.41

everything anything 1930, cosine similarity=0.46
everything anything 1940, cosine similarity=0.45
everything anything 1950, cosine similarity=0.47
everything anything 1960, cosine similarity=0.48
everything anything 1970, cosine similarity=0.54
everything anything 1980, cosine similarity=0.49

everything world 1930, cosine similarity=0.23
everything world 1940, cosine similarity=0.19
everything world 1950, cosine similarity=0.22
everything world 1960, cosine similarity=0.19
everything world 1970, cosine similarity=0.19
everything world 1980, cosine similarity=0.19

everything life 1930, cosine similarity=0.15
everything life 1940, cosine similarity=0.09
everything life 1950, cosine similarity=0.06
everything life 1960, cosine similarity=0.13
everything life 1970, cosine similarity=0.16
everything life 1980, cosine similarity=0.17

everything goes 1930, cosine similarity=0.18
everything goes 1940, cosine similarity=0.23
everything goes 1950, cosine similarity=0.22
everything goes 1960, cosine similarity=0.23
everything goes 1970, cosine similarity=0.27
everything goes 1980, cosine similarity=0.25

everything sucks 1930, cosine similarity=-0.04
everything sucks 1940, cosine similarity=0.04
everything sucks 1950, cosine similarity=-0.02
