cue target 1930, cosine similarity=0.09

compound prison 1930, cosine similarity=0.03
compound prison 1940, cosine similarity=0.01
compound prison 1950, cosine similarity=-0.01
compound prison 1960, cosine similarity=0.01
compound prison 1970, cosine similarity=0.06
compound prison 1980, cosine similarity=0.07

compound together 1930, cosine similarity=0.14
compound together 1940, cosine similarity=0.17
compound together 1950, cosine similarity=0.10
compound together 1960, cosine similarity=0.10
compound together 1970, cosine similarity=0.11
compound together 1980, cosine similarity=0.13

compound two 1930, cosine similarity=0.14
compound two 1940, cosine similarity=0.12
compound two 1950, cosine similarity=0.13
compound two 1960, cosine similarity=0.14
compound two 1970, cosine similarity=0.10
compound two 1980, cosine similarity=0.11

compound w 1930, cosine similarity=0.09
compound w 1940, cosine similarity=0.12
compound w 1950, cosine similarity=0.10
compound w 1960, cosine similarity=0.17
compound w 1970, cosine similarity=0.14
compound w 1980, cosine similarity=0.12

compound base 1930, cosine similarity=0.20
compound base 1940, cosine similarity=0.17
compound base 1950, cosine similarity=0.09
compound base 1960, cosine similarity=0.13
compound base 1970, cosine similarity=0.12
compound base 1980, cosine similarity=0.11

compound car 1930, cosine similarity=0.04
compound car 1940, cosine similarity=0.02
compound car 1950, cosine similarity=0.01
compound car 1960, cosine similarity=0.07
compound car 1970, cosine similarity=0.02
compound car 1980, cosine similarity=0.07

compound many 1930, cosine similarity=-0.10
compound many 1940, cosine similarity=-0.04
compound many 1950, cosine similarity=-0.05
compound many 1960, cosine similarity=0.00
compound many 1970, cosine similarity=-0.07
compound many 1980, cosine similarity=-0.06

compound single 1930, cosine similarity=0.26
compound single 1940, cosine similarity=0.28
compound single 1950, cosine similarity=0.21
compound single 1960, cosine similarity=0.25
compound single 1970, cosine similarity=0.24
compound single 1980, cosine similarity=0.25

compound substance 1930, cosine similarity=0.31
compound substance 1940, cosine similarity=0.36
compound substance 1950, cosine similarity=0.31
compound substance 1960, cosine similarity=0.35
compound substance 1970, cosine similarity=0.30
compound substance 1980, cosine similarity=0.28

compound dog 1930, cosine similarity=0.07
compound dog 1940, cosine similarity=0.05
compound dog 1950, cosine similarity=0.01
compound dog 1960, cosine similarity=0.13
compound dog 1970, cosine similarity=0.10
compound dog 1980, cosine similarity=0.07

compound rubbing 1930, cosine similarity=0.09
compound rubbing 1940, cosine similarity=0.07
compound rubbing 1950, cosine similarity=0.13
compound rubbing 1960, cosine similarity=0.08
compound rubbing 1970, cosine similarity=0.11
compound rubbing 1980, cosine similarity=0.13

compound sentence 1930, cosine similarity=0.25
compound sentence 1940, cosine similarity=0.24
compound sentence 1950, cosine similarity=0.28
compound sentence 1960, cosine similarity=0.28
compound sentence 1970, cosine similarity=0.29
compound sentence 1980, cosine similarity=0.28

comprehend understand 1930, cosine similarity=0.59
comprehend understand 1940, cosine similarity=0.57
comprehend understand 1950, cosine similarity=0.57
comprehend understand 1960, cosine similarity=0.63
comprehend understand 1970, cosine similarity=0.65
comprehend understand 1980, cosine similarity=0.64

comprehend learn 1930, cosine similarity=0.34
comprehend learn 1940, cosine similarity=0.29
comprehend learn 1950, cosine similarity=0.32
comprehend learn 1960, cosine similarity=0.36
comprehend learn 1970, cosine similarity=0.37
comprehend learn 1980, cosine similarity=0.42

comprehend know 1930, cosine similarity=0.30
comprehend know 1940, cosine similarity=0.31
comprehend know 1950, cosine similarity=0.31
comprehend know 1960, cosine similarity=0.35
comprehend know 1970, cosine similarity=0.29
comprehend know 1980, cosine similarity=0.35

comprehend read 1930, cosine similarity=0.20
comprehend read 1940, cosine similarity=0.19
comprehend read 1950, cosine similarity=0.21
comprehend read 1960, cosine similarity=0.27
comprehend read 1970, cosine similarity=0.25
comprehend read 1980, cosine similarity=0.32

compulsion obsession 1930, cosine similarity=0.12
compulsion obsession 1940, cosine similarity=0.10
compulsion obsession 1950, cosine similarity=0.17
compulsion obsession 1960, cosine similarity=0.21
compulsion obsession 1970, cosine similarity=0.25
compulsion obsession 1980, cosine similarity=0.19

compulsion need 1930, cosine similarity=0.23
compulsion need 1940, cosine similarity=0.16
compulsion need 1950, cosine similarity=0.19
compulsion need 1960, cosine similarity=0.24
compulsion need 1970, cosine similarity=0.19
compulsion need 1980, cosine similarity=0.13

compulsion urge 1930, cosine similarity=0.21
compulsion urge 1940, cosine similarity=0.22
compulsion urge 1950, cosine similarity=0.22
compulsion urge 1960, cosine similarity=0.34
compulsion urge 1970, cosine similarity=0.19
compulsion urge 1980, cosine similarity=0.27

compulsion impulse 1930, cosine similarity=0.19
compulsion impulse 1940, cosine similarity=0.10
compulsion impulse 1950, cosine similarity=0.26
compulsion impulse 1960, cosine similarity=0.26
compulsion impulse 1970, cosine similarity=0.23
compulsion impulse 1980, cosine similarity=0.16

compulsion desire 1930, cosine similarity=0.10
compulsion desire 1940, cosine similarity=0.14
compulsion desire 1950, cosine similarity=0.19
compulsion desire 1960, cosine similarity=0.26
compulsion desire 1970, cosine similarity=0.18
compulsion desire 1980, cosine similarity=0.25

compulsion lie 1930, cosine similarity=0.06
compulsion lie 1940, cosine similarity=0.05
compulsion lie 1950, cosine similarity=0.09
compulsion lie 1960, cosine similarity=0.05
compulsion lie 1970, cosine similarity=0.03
compulsion lie 1980, cosine similarity=0.04

compulsion spontaneous 1930, cosine similarity=0.14
compulsion spontaneous 1940, cosine similarity=0.02
compulsion spontaneous 1950, cosine similarity=0.17
compulsion spontaneous 1960, cosine similarity=0.10
compulsion spontaneous 1970, cosine similarity=0.17
compulsion spontaneous 1980, cosine similarity=0.09

compulsion act 1930, cosine similarity=0.13
compulsion act 1940, cosine similarity=0.13
compulsion act 1950, cosine similarity=0.14
compulsion act 1960, cosine similarity=0.20
compulsion act 1970, cosine similarity=0.16
compulsion act 1980, cosine similarity=0.14

compulsion addiction 1930, cosine similarity=0.10
compulsion addiction 1940, cosine similarity=0.03
compulsion addiction 1950, cosine similarity=0.02
compulsion addiction 1960, cosine similarity=0.10
compulsion addiction 1970, cosine similarity=0.11
compulsion addiction 1980, cosine similarity=0.09

compulsion do 1930, cosine similarity=0.13
compulsion do 1940, cosine similarity=0.10
compulsion do 1950, cosine similarity=0.18
compulsion do 1960, cosine similarity=0.21
compulsion do 1970, cosine similarity=0.12
compulsion do 1980, cosine similarity=0.16

compulsion drive 1930, cosine similarity=0.02
compulsion drive 1940, cosine similarity=0.05
compulsion drive 1950, cosine similarity=0.02
compulsion drive 1960, cosine similarity=0.09
compulsion drive 1970, cosine similarity=0.06
compulsion drive 1980, cosine similarity=-0.01

compulsion eat 1930, cosine similarity=0.11
compulsion eat 1940, cosine similarity=0.07
compulsion eat 1950, cosine similarity=0.12
compulsion eat 1960, cosine similarity=0.13
compulsion eat 1970, cosine similarity=0.09
compulsion eat 1980, cosine similarity=0.10

compulsion gamble 1930, cosine similarity=0.09
compulsion gamble 1940, cosine similarity=0.06
compulsion gamble 1950, cosine similarity=0.01
compulsion gamble 1960, cosine similarity=-0.02
compulsion gamble 1970, cosine similarity=0.04
compulsion gamble 1980, cosine similarity=0.03

compulsion instant 1930, cosine similarity=0.04
compulsion instant 1940, cosine similarity=0.08
compulsion instant 1950, cosine similarity=0.05
compulsion instant 1960, cosine similarity=0.02
compulsion instant 1970, cosine similarity=0.09
compulsion instant 1980, cosine similarity=0.02

compulsion action 1930, cosine similarity=0.19
compulsion action 1940, cosine similarity=0.14
compulsion action 1950, cosine similarity=0.19
compulsion action 1960, cosine similarity=0.18
compulsion action 1970, cosine similarity=0.16
compulsion action 1980, cosine similarity=0.16

compulsion buy 1930, cosine similarity=0.08
compulsion buy 1940, cosine similarity=0.10
compulsion buy 1950, cosine similarity=0.12
compulsion buy 1960, cosine similarity=0.09
compulsion buy 1970, cosine similarity=0.11
compulsion buy 1980, cosine similarity=0.17

compulsion feeling 1930, cosine similarity=0.12
compulsion feeling 1940, cosine similarity=0.17
compulsion feeling 1950, cosine similarity=0.15
compulsion feeling 1960, cosine similarity=0.21
compulsion feeling 1970, cosine similarity=0.15
compulsion feeling 1980, cosine similarity=0.13

compulsion force 1930, cosine similarity=0.20
compulsion force 1940, cosine similarity=0.24
compulsion force 1950, cosine similarity=0.19
compulsion force 1960, cosine similarity=0.16
compulsion force 1970, cosine similarity=0.12
compulsion force 1980, cosine similarity=0.15

compulsion instinct 1930, cosine similarity=0.17
compulsion instinct 1940, cosine similarity=0.20
compulsion instinct 1950, cosine similarity=0.20
compulsion instinct 1960, cosine similarity=0.23
compulsion instinct 1970, cosine similarity=0.19
compulsion instinct 1980, cosine similarity=0.20

compulsion liar 1930, cosine similarity=0.05
compulsion liar 1940, cosine similarity=0.12
compulsion liar 1950, cosine similarity=0.17
compulsion liar 1960, cosine similarity=0.07
compulsion liar 1970, cosine similarity=0.17
compulsion liar 1980, cosine similarity=0.14

compulsion quick 1930, cosine similarity=-0.02
compulsion quick 1940, cosine similarity=0.01
compulsion quick 1950, cosine similarity=-0.04
compulsion quick 1960, cosine similarity=0.02
compulsion quick 1970, cosine similarity=-0.01
compulsion quick 1980, cosine similarity=-0.05

compulsion steal 1930, cosine similarity=0.06
compulsion steal 1940, cosine similarity=0.12
compulsion steal 1950, cosine similarity=0.08
compulsion steal 1960, cosine similarity=0.10
compulsion steal 1970, cosine similarity=0.12
compulsion steal 1980, cosine similarity=0.21

compulsion tendency 1930, cosine similarity=0.09
compulsion tendency 1940, cosine similarity=0.09
compulsion tendency 1950, cosine similarity=0.12
compulsion tendency 1960, cosine similarity=0.16
compulsion tendency 1970, cosine similarity=0.12
compulsion tendency 1980, cosine similarity=0.18

compulsion whim 1930, cosine similarity=0.22
compulsion whim 1940, cosine similarity=0.17
compulsion whim 1950, cosine similarity=0.24
compulsion whim 1960, cosine similarity=0.27
compulsion whim 1970, cosine similarity=0.17
compulsion whim 1980, cosine similarity=0.18

compute calculate 1930, cosine similarity=0.68
compute calculate 1940, cosine similarity=0.70
compute calculate 1950, cosine similarity=0.75
compute calculate 1960, cosine similarity=0.77
compute calculate 1970, cosine similarity=0.79
compute calculate 1980, cosine similarity=0.78

compute add 1930, cosine similarity=0.14
compute add 1940, cosine similarity=0.11
compute add 1950, cosine similarity=0.20
compute add 1960, cosine similarity=0.21
compute add 1970, cosine similarity=0.21
compute add 1980, cosine similarity=0.19

compute computer 1930, cosine similarity=0.00
compute computer 1940, cosine similarity=0.13
compute computer 1950, cosine similarity=0.18
compute computer 1960, cosine similarity=0.28
compute computer 1970, cosine similarity=0.27
compute computer 1980, cosine similarity=0.21

compute figure 1930, cosine similarity=0.15
compute figure 1940, cosine similarity=0.12
compute figure 1950, cosine similarity=0.07
compute figure 1960, cosine similarity=0.18
compute figure 1970, cosine similarity=0.17
compute figure 1980, cosine similarity=0.13

compute math 1930, cosine similarity=0.00
compute math 1940, cosine similarity=-0.02
compute math 1950, cosine similarity=0.04
compute math 1960, cosine similarity=0.09
compute math 1970, cosine similarity=0.13
compute math 1980, cosine similarity=0.08

compute understand 1930, cosine similarity=0.09
compute understand 1940, cosine similarity=0.14
compute understand 1950, cosine similarity=0.20
compute understand 1960, cosine similarity=0.20
compute understand 1970, cosine similarity=0.16
compute understand 1980, cosine similarity=0.16

compute calculator 1930, cosine similarity=0.00
compute calculator 1940, cosine similarity=0.00
compute calculator 1950, cosine similarity=0.13
compute calculator 1960, cosine similarity=0.04
compute calculator 1970, cosine similarity=0.15
compute calculator 1980, cosine similarity=0.25

compute analyze 1930, cosine similarity=0.32
compute analyze 1940, cosine similarity=0.32
compute analyze 1950, cosine similarity=0.35
compute analyze 1960, cosine similarity=0.42
compute analyze 1970, cosine similarity=0.40
compute analyze 1980, cosine similarity=0.36

compute answer 1930, cosine similarity=0.02
compute answer 1940, cosine similarity=0.05
compute answer 1950, cosine similarity=0.13
compute answer 1960, cosine similarity=0.13
compute answer 1970, cosine similarity=0.15
compute answer 1980, cosine similarity=0.23

compute think 1930, cosine similarity=0.06
compute think 1940, cosine similarity=0.04
compute think 1950, cosine similarity=0.07
compute think 1960, cosine similarity=0.11
compute think 1970, cosine similarity=0.08
compute think 1980, cosine similarity=0.06

compute data 1930, cosine similarity=0.33
compute data 1940, cosine similarity=0.31
compute data 1950, cosine similarity=0.26
compute data 1960, cosine similarity=0.35
compute data 1970, cosine similarity=0.33
compute data 1980, cosine similarity=0.26

compute logic 1930, cosine similarity=0.02
compute logic 1940, cosine similarity=-0.02
compute logic 1950, cosine similarity=-0.01
compute logic 1960, cosine similarity=0.06
compute logic 1970, cosine similarity=0.01
compute logic 1980, cosine similarity=0.11

compute tally 1930, cosine similarity=0.11
compute tally 1940, cosine similarity=0.09
compute tally 1950, cosine similarity=0.02
compute tally 1960, cosine similarity=0.09
compute tally 1970, cosine similarity=0.05
compute tally 1980, cosine similarity=0.15

compute type 1930, cosine similarity=0.09
compute type 1940, cosine similarity=0.06
compute type 1950, cosine similarity=0.08
compute type 1960, cosine similarity=0.13
compute type 1970, cosine similarity=0.09
compute type 1980, cosine similarity=0.08

computer program 1930, cosine similarity=0.00
computer program 1940, cosine similarity=0.18
computer program 1950, cosine similarity=0.28
computer program 1960, cosine similarity=0.41
computer program 1970, cosine similarity=0.46
computer program 1980, cosine similarity=0.44

computer disc 1930, cosine similarity=0.00
computer disc 1940, cosine similarity=0.05
computer disc 1950, cosine similarity=0.06
computer disc 1960, cosine similarity=0.13
computer disc 1970, cosine similarity=0.07
computer disc 1980, cosine similarity=0.17

computer keyboard 1930, cosine similarity=0.00
computer keyboard 1940, cosine similarity=0.09
computer keyboard 1950, cosine similarity=0.13
computer keyboard 1960, cosine similarity=0.24
computer keyboard 1970, cosine similarity=0.28
computer keyboard 1980, cosine similarity=0.35

computer machine 1930, cosine similarity=0.00
computer machine 1940, cosine similarity=0.20
computer machine 1950, cosine similarity=0.40
computer machine 1960, cosine similarity=0.41
computer machine 1970, cosine similarity=0.40
computer machine 1980, cosine similarity=0.38

computer whiz 1930, cosine similarity=0.00
computer whiz 1940, cosine similarity=0.00
computer whiz 1950, cosine similarity=0.00
computer whiz 1960, cosine similarity=0.00
computer whiz 1970, cosine similarity=-0.04
computer whiz 1980, cosine similarity=-0.00

computer printer 1930, cosine similarity=0.00
computer printer 1940, cosine similarity=0.04
computer printer 1950, cosine similarity=0.17
computer printer 1960, cosine similarity=0.23
computer printer 1970, cosine similarity=0.22
computer printer 1980, cosine similarity=0.31

computer software 1930, cosine similarity=0.00
computer software 1940, cosine similarity=0.00
computer software 1950, cosine similarity=0.00
computer software 1960, cosine similarity=0.34
computer software 1970, cosine similarity=0.52
computer software 1980, cosine similarity=0.55

computer technology 1930, cosine similarity=0.00
computer technology 1940, cosine similarity=0.25
computer technology 1950, cosine similarity=0.14
computer technology 1960, cosine similarity=0.28
computer technology 1970, cosine similarity=0.32
computer technology 1980, cosine similarity=0.30

computer chips 1930, cosine similarity=0.00
computer chips 1940, cosine similarity=-0.01
computer chips 1950, cosine similarity=0.04
computer chips 1960, cosine similarity=0.09
computer chips 1970, cosine similarity=0.11
computer chips 1980, cosine similarity=0.14

computer i.b.m. 1930, cosine similarity=0.00
computer i.b.m. 1940, cosine similarity=0.00
computer i.b.m. 1950, cosine similarity=0.00
computer i.b.m. 1960, cosine similarity=0.00
computer i.b.m. 1970, cosine similarity=0.00
computer i.b.m. 1980, cosine similarity=0.00

computer screen 1930, cosine similarity=0.00
computer screen 1940, cosine similarity=-0.01
computer screen 1950, cosine similarity=0.12
computer screen 1960, cosine similarity=0.14
computer screen 1970, cosine similarity=0.16
computer screen 1980, cosine similarity=0.22

computer electronics 1930, cosine similarity=0.00
computer electronics 1940, cosine similarity=0.23
computer electronics 1950, cosine similarity=0.19
computer electronics 1960, cosine similarity=0.30
computer electronics 1970, cosine similarity=0.38
computer electronics 1980, cosine similarity=0.36

computer game 1930, cosine similarity=0.00
computer game 1940, cosine similarity=-0.01
computer game 1950, cosine similarity=0.06
computer game 1960, cosine similarity=0.12
computer game 1970, cosine similarity=0.08
computer game 1980, cosine similarity=0.09

computer printout 1930, cosine similarity=0.00
computer printout 1940, cosine similarity=0.00
computer printout 1950, cosine similarity=0.00
computer printout 1960, cosine similarity=0.00
computer printout 1970, cosine similarity=0.39
computer printout 1980, cosine similarity=0.32

computer terminal 1930, cosine similarity=0.00
computer terminal 1940, cosine similarity=0.17
computer terminal 1950, cosine similarity=0.17
computer terminal 1960, cosine similarity=0.16
computer terminal 1970, cosine similarity=0.26
computer terminal 1980, cosine similarity=0.25

computer apple 1930, cosine similarity=0.00
computer apple 1940, cosine similarity=-0.08
computer apple 1950, cosine similarity=-0.07
computer apple 1960, cosine similarity=-0.12
computer apple 1970, cosine similarity=-0.03
computer apple 1980, cosine similarity=0.26

computer brain 1930, cosine similarity=0.00
computer brain 1940, cosine similarity=0.01
computer brain 1950, cosine similarity=0.13
computer brain 1960, cosine similarity=0.24
computer brain 1970, cosine similarity=0.18
computer brain 1980, cosine similarity=0.17

computer calculator 1930, cosine similarity=0.00
computer calculator 1940, cosine similarity=0.00
computer calculator 1950, cosine similarity=0.35
computer calculator 1960, cosine similarity=0.32
computer calculator 1970, cosine similarity=0.36
computer calculator 1980, cosine similarity=0.38

computer data 1930, cosine similarity=0.00
computer data 1940, cosine similarity=0.20
computer data 1950, cosine similarity=0.28
computer data 1960, cosine similarity=0.38
computer data 1970, cosine similarity=0.41
computer data 1980, cosine similarity=0.38

computer electric 1930, cosine similarity=0.00
computer electric 1940, cosine similarity=0.22
computer electric 1950, cosine similarity=0.20
computer electric 1960, cosine similarity=0.22
computer electric 1970, cosine similarity=0.14
computer electric 1980, cosine similarity=0.13

computer fast 1930, cosine similarity=0.00
computer fast 1940, cosine similarity=-0.02
computer fast 1950, cosine similarity=0.04
computer fast 1960, cosine similarity=0.04
computer fast 1970, cosine similarity=0.06
computer fast 1980, cosine similarity=0.04

computer function 1930, cosine similarity=0.00
computer function 1940, cosine similarity=0.15
computer function 1950, cosine similarity=0.24
computer function 1960, cosine similarity=0.16
computer function 1970, cosine similarity=0.08
computer function 1980, cosine similarity=0.09

computer graphics 1930, cosine similarity=0.00
computer graphics 1940, cosine similarity=0.00
computer graphics 1950, cosine similarity=0.00
computer graphics 1960, cosine similarity=0.24
computer graphics 1970, cosine similarity=0.30
computer graphics 1980, cosine similarity=0.46

computer key 1930, cosine similarity=0.00
computer key 1940, cosine similarity=0.10
computer key 1950, cosine similarity=0.07
computer key 1960, cosine similarity=0.12
computer key 1970, cosine similarity=0.13
computer key 1980, cosine similarity=0.08

computer literacy 1930, cosine similarity=0.00
computer literacy 1940, cosine similarity=0.03
computer literacy 1950, cosine similarity=0.04
computer literacy 1960, cosine similarity=0.05
computer literacy 1970, cosine similarity=0.06
computer literacy 1980, cosine similarity=0.12

computer modern 1930, cosine similarity=0.00
computer modern 1940, cosine similarity=0.15
computer modern 1950, cosine similarity=0.12
computer modern 1960, cosine similarity=0.13
computer modern 1970, cosine similarity=0.14
computer modern 1980, cosine similarity=0.12

computer monitor 1930, cosine similarity=0.00
computer monitor 1940, cosine similarity=-0.04
computer monitor 1950, cosine similarity=0.04
computer monitor 1960, cosine similarity=0.16
computer monitor 1970, cosine similarity=0.26
computer monitor 1980, cosine similarity=0.31

computer operator 1930, cosine similarity=0.00
computer operator 1940, cosine similarity=0.09
computer operator 1950, cosine similarity=0.32
computer operator 1960, cosine similarity=0.36
computer operator 1970, cosine similarity=0.29
computer operator 1980, cosine similarity=0.26

computer personal 1930, cosine similarity=0.00
computer personal 1940, cosine similarity=0.02
computer personal 1950, cosine similarity=-0.09
computer personal 1960, cosine similarity=-0.08
computer personal 1970, cosine similarity=0.00
computer personal 1980, cosine similarity=0.19

computer science 1930, cosine similarity=0.00
computer science 1940, cosine similarity=0.16
computer science 1950, cosine similarity=0.10
computer science 1960, cosine similarity=0.23
computer science 1970, cosine similarity=0.28
computer science 1980, cosine similarity=0.35

computer type 1930, cosine similarity=0.00
computer type 1940, cosine similarity=0.13
computer type 1950, cosine similarity=0.25
computer type 1960, cosine similarity=0.15
computer type 1970, cosine similarity=0.17
computer type 1980, cosine similarity=0.17

computer typewriter 1930, cosine similarity=0.00
computer typewriter 1940, cosine similarity=0.13
computer typewriter 1950, cosine similarity=0.26
computer typewriter 1960, cosine similarity=0.22
computer typewriter 1970, cosine similarity=0.29
computer typewriter 1980, cosine similarity=0.26

computer words 1930, cosine similarity=0.00
computer words 1940, cosine similarity=-0.03
computer words 1950, cosine similarity=-0.00
computer words 1960, cosine similarity=0.03
computer words 1970, cosine similarity=0.01
computer words 1980, cosine similarity=-0.05

con artist 1930, cosine similarity=-0.08
con artist 1940, cosine similarity=-0.08
con artist 1950, cosine similarity=-0.07
con artist 1960, cosine similarity=-0.06
con artist 1970, cosine similarity=-0.05
con artist 1980, cosine similarity=0.05

con pro 1930, cosine similarity=0.35
con pro 1940, cosine similarity=0.38
con pro 1950, cosine similarity=0.35
con pro 1960, cosine similarity=0.32
con pro 1970, cosine similarity=0.31
con pro 1980, cosine similarity=0.32

con man 1930, cosine similarity=-0.17
con man 1940, cosine similarity=-0.07
con man 1950, cosine similarity=-0.07
con man 1960, cosine similarity=-0.08
con man 1970, cosine similarity=-0.08
con man 1980, cosine similarity=-0.11

con against 1930, cosine similarity=-0.02
con against 1940, cosine similarity=-0.01
con against 1950, cosine similarity=0.01
con against 1960, cosine similarity=0.02
con against 1970, cosine similarity=0.09
con against 1980, cosine similarity=0.03

con fake 1930, cosine similarity=0.10
con fake 1940, cosine similarity=0.01
con fake 1950, cosine similarity=0.06
con fake 1960, cosine similarity=0.04
con fake 1970, cosine similarity=-0.03
con fake 1980, cosine similarity=0.14

con jail 1930, cosine similarity=0.04
con jail 1940, cosine similarity=-0.02
con jail 1950, cosine similarity=0.04
con jail 1960, cosine similarity=0.06
con jail 1970, cosine similarity=0.12
con jail 1980, cosine similarity=0.04

con thief 1930, cosine similarity=-0.00
con thief 1940, cosine similarity=0.13
con thief 1950, cosine similarity=0.10
con thief 1960, cosine similarity=0.03
con thief 1970, cosine similarity=-0.03
con thief 1980, cosine similarity=0.10

con with 1930, cosine similarity=-0.01
con with 1940, cosine similarity=0.08
con with 1950, cosine similarity=0.10
con with 1960, cosine similarity=-0.04
con with 1970, cosine similarity=-0.01
con with 1980, cosine similarity=0.08

con cheat 1930, cosine similarity=0.05
con cheat 1940, cosine similarity=0.10
con cheat 1950, cosine similarity=0.10
con cheat 1960, cosine similarity=0.14
con cheat 1970, cosine similarity=0.12
con cheat 1980, cosine similarity=0.14

con convict 1930, cosine similarity=0.03
con convict 1940, cosine similarity=0.13
con convict 1950, cosine similarity=0.08
con convict 1960, cosine similarity=0.05
con convict 1970, cosine similarity=0.08
con convict 1980, cosine similarity=0.11

con crook 1930, cosine similarity=0.01
con crook 1940, cosine similarity=0.02
con crook 1950, cosine similarity=0.11
con crook 1960, cosine similarity=-0.02
con crook 1970, cosine similarity=0.05
con crook 1980, cosine similarity=0.09

con job 1930, cosine similarity=-0.05
con job 1940, cosine similarity=-0.06
con job 1950, cosine similarity=-0.16
con job 1960, cosine similarity=-0.06
con job 1970, cosine similarity=-0.04
con job 1980, cosine similarity=-0.03

con prison 1930, cosine similarity=0.02
con prison 1940, cosine similarity=-0.02
con prison 1950, cosine similarity=-0.02
con prison 1960, cosine similarity=0.00
con prison 1970, cosine similarity=0.03
con prison 1980, cosine similarity=-0.00

con prisoner 1930, cosine similarity=0.00
con prisoner 1940, cosine similarity=0.04
con prisoner 1950, cosine similarity=0.06
con prisoner 1960, cosine similarity=0.10
con prisoner 1970, cosine similarity=0.11
con prisoner 1980, cosine similarity=0.11

con trick 1930, cosine similarity=-0.07
con trick 1940, cosine similarity=-0.05
con trick 1950, cosine similarity=-0.02
con trick 1960, cosine similarity=0.07
con trick 1970, cosine similarity=0.03
con trick 1980, cosine similarity=-0.05

conceit stuck up 1930, cosine similarity=0.00
conceit stuck up 1940, cosine similarity=0.00
conceit stuck up 1950, cosine similarity=0.00
conceit stuck up 1960, cosine similarity=0.00
conceit stuck up 1970, cosine similarity=0.00
conceit stuck up 1980, cosine similarity=0.00

conceit snob 1930, cosine similarity=0.08
conceit snob 1940, cosine similarity=0.11
conceit snob 1950, cosine similarity=0.24
conceit snob 1960, cosine similarity=0.27
conceit snob 1970, cosine similarity=0.10
conceit snob 1980, cosine similarity=0.06

conceit arrogant 1930, cosine similarity=0.31
conceit arrogant 1940, cosine similarity=0.34
conceit arrogant 1950, cosine similarity=0.38
conceit arrogant 1960, cosine similarity=0.39
conceit arrogant 1970, cosine similarity=0.38
conceit arrogant 1980, cosine similarity=0.26

conceit vain 1930, cosine similarity=0.32
conceit vain 1940, cosine similarity=0.30
conceit vain 1950, cosine similarity=0.28
conceit vain 1960, cosine similarity=0.28
conceit vain 1970, cosine similarity=0.29
conceit vain 1980, cosine similarity=0.30

conceit deceive 1930, cosine similarity=0.24
conceit deceive 1940, cosine similarity=0.29
conceit deceive 1950, cosine similarity=0.25
conceit deceive 1960, cosine similarity=0.24
conceit deceive 1970, cosine similarity=0.37
conceit deceive 1980, cosine similarity=0.18

conceit bitch 1930, cosine similarity=0.11
conceit bitch 1940, cosine similarity=0.11
conceit bitch 1950, cosine similarity=0.10
conceit bitch 1960, cosine similarity=0.12
conceit bitch 1970, cosine similarity=0.06
conceit bitch 1980, cosine similarity=0.11

conceit obnoxious 1930, cosine similarity=0.10
conceit obnoxious 1940, cosine similarity=0.15
conceit obnoxious 1950, cosine similarity=0.17
conceit obnoxious 1960, cosine similarity=0.13
conceit obnoxious 1970, cosine similarity=0.27
conceit obnoxious 1980, cosine similarity=0.10

conceit people 1930, cosine similarity=0.02
conceit people 1940, cosine similarity=0.07
conceit people 1950, cosine similarity=0.03
conceit people 1960, cosine similarity=0.06
conceit people 1970, cosine similarity=0.06
conceit people 1980, cosine similarity=-0.02

conceit self-centered 1930, cosine similarity=0.00
conceit self-centered 1940, cosine similarity=0.00
conceit self-centered 1950, cosine similarity=0.00
conceit self-centered 1960, cosine similarity=0.00
conceit self-centered 1970, cosine similarity=0.00
conceit self-centered 1980, cosine similarity=0.00

conceit selfish 1930, cosine similarity=0.30
conceit selfish 1940, cosine similarity=0.30
conceit selfish 1950, cosine similarity=0.42
conceit selfish 1960, cosine similarity=0.34
conceit selfish 1970, cosine similarity=0.32
conceit selfish 1980, cosine similarity=0.39

conceit assured 1930, cosine similarity=0.09
conceit assured 1940, cosine similarity=0.03
conceit assured 1950, cosine similarity=0.10
conceit assured 1960, cosine similarity=0.09
conceit assured 1970, cosine similarity=0.17
conceit assured 1980, cosine similarity=0.05

conceit attitude 1930, cosine similarity=0.01
conceit attitude 1940, cosine similarity=0.04
conceit attitude 1950, cosine similarity=0.08
conceit attitude 1960, cosine similarity=0.03
conceit attitude 1970, cosine similarity=0.05
conceit attitude 1980, cosine similarity=0.09

conceit brag 1930, cosine similarity=0.13
conceit brag 1940, cosine similarity=0.28
conceit brag 1950, cosine similarity=0.23
conceit brag 1960, cosine similarity=0.22
conceit brag 1970, cosine similarity=0.18
conceit brag 1980, cosine similarity=0.09

conceit convinced 1930, cosine similarity=0.08
conceit convinced 1940, cosine similarity=0.05
conceit convinced 1950, cosine similarity=0.03
conceit convinced 1960, cosine similarity=0.08
conceit convinced 1970, cosine similarity=0.05
conceit convinced 1980, cosine similarity=0.08

conceit deceit 1930, cosine similarity=0.32
conceit deceit 1940, cosine similarity=0.25
conceit deceit 1950, cosine similarity=0.34
conceit deceit 1960, cosine similarity=0.31
conceit deceit 1970, cosine similarity=0.37
conceit deceit 1980, cosine similarity=0.26

conceit greed 1930, cosine similarity=0.34
