a b 1930, cosine similarity=0.16
behavior strange 1950, cosine similarity=0.06
behavior strange 1960, cosine similarity=0.09
behavior strange 1970, cosine similarity=0.08
behavior strange 1980, cosine similarity=0.06

behavior happy 1930, cosine similarity=0.03
behavior happy 1940, cosine similarity=-0.10
behavior happy 1950, cosine similarity=-0.02
behavior happy 1960, cosine similarity=-0.06
behavior happy 1970, cosine similarity=-0.05
behavior happy 1980, cosine similarity=-0.02

behavior problem 1930, cosine similarity=0.19
behavior problem 1940, cosine similarity=0.16
behavior problem 1950, cosine similarity=0.19
behavior problem 1960, cosine similarity=0.18
behavior problem 1970, cosine similarity=0.11
behavior problem 1980, cosine similarity=0.10

behavior social 1930, cosine similarity=0.32
behavior social 1940, cosine similarity=0.35
behavior social 1950, cosine similarity=0.31
behavior social 1960, cosine similarity=0.34
behavior social 1970, cosine similarity=0.31
behavior social 1980, cosine similarity=0.28

behavior abnormal 1930, cosine similarity=0.40
behavior abnormal 1940, cosine similarity=0.36
behavior abnormal 1950, cosine similarity=0.35
behavior abnormal 1960, cosine similarity=0.31
behavior abnormal 1970, cosine similarity=0.35
behavior abnormal 1980, cosine similarity=0.27

behavior character 1930, cosine similarity=0.21
behavior character 1940, cosine similarity=0.21
behavior character 1950, cosine similarity=0.27
behavior character 1960, cosine similarity=0.20
behavior character 1970, cosine similarity=0.16
behavior character 1980, cosine similarity=0.17

behavior child 1930, cosine similarity=0.30
behavior child 1940, cosine similarity=0.27
behavior child 1950, cosine similarity=0.30
behavior child 1960, cosine similarity=0.30
behavior child 1970, cosine similarity=0.35
behavior child 1980, cosine similarity=0.25

behavior discipline 1930, cosine similarity=0.11
behavior discipline 1940, cosine similarity=0.17
behavior discipline 1950, cosine similarity=0.10
behavior discipline 1960, cosine similarity=0.11
behavior discipline 1970, cosine similarity=0.12
behavior discipline 1980, cosine similarity=0.11

behavior etiquette 1930, cosine similarity=0.10
behavior etiquette 1940, cosine similarity=0.06
behavior etiquette 1950, cosine similarity=0.15
behavior etiquette 1960, cosine similarity=0.15
behavior etiquette 1970, cosine similarity=0.14
behavior etiquette 1980, cosine similarity=0.06

behavior irregular 1930, cosine similarity=0.12
behavior irregular 1940, cosine similarity=0.06
behavior irregular 1950, cosine similarity=0.03
behavior irregular 1960, cosine similarity=0.04
behavior irregular 1970, cosine similarity=0.06
behavior irregular 1980, cosine similarity=0.09

behavior kid 1930, cosine similarity=0.09
behavior kid 1940, cosine similarity=-0.07
behavior kid 1950, cosine similarity=-0.01
behavior kid 1960, cosine similarity=0.00
behavior kid 1970, cosine similarity=0.05
behavior kid 1980, cosine similarity=-0.04

behavior modification 1930, cosine similarity=0.22
behavior modification 1940, cosine similarity=0.25
behavior modification 1950, cosine similarity=0.22
behavior modification 1960, cosine similarity=0.25
behavior modification 1970, cosine similarity=0.37
behavior modification 1980, cosine similarity=0.35

behavior mood 1930, cosine similarity=0.03
behavior mood 1940, cosine similarity=0.07
behavior mood 1950, cosine similarity=0.11
behavior mood 1960, cosine similarity=0.10
behavior mood 1970, cosine similarity=0.16
behavior mood 1980, cosine similarity=0.16

behavior pattern 1930, cosine similarity=0.32
behavior pattern 1940, cosine similarity=0.37
behavior pattern 1950, cosine similarity=0.38
behavior pattern 1960, cosine similarity=0.41
behavior pattern 1970, cosine similarity=0.29
behavior pattern 1980, cosine similarity=0.34

behavior people 1930, cosine similarity=0.09
behavior people 1940, cosine similarity=0.01
behavior people 1950, cosine similarity=0.10
behavior people 1960, cosine similarity=0.06
behavior people 1970, cosine similarity=0.07
behavior people 1980, cosine similarity=0.07

behavior weird 1930, cosine similarity=0.07
behavior weird 1940, cosine similarity=0.11
behavior weird 1950, cosine similarity=0.02
behavior weird 1960, cosine similarity=0.01
behavior weird 1970, cosine similarity=0.08
behavior weird 1980, cosine similarity=0.01

behind front 1930, cosine similarity=0.47
behind front 1940, cosine similarity=0.46
behind front 1950, cosine similarity=0.47
behind front 1960, cosine similarity=0.46
behind front 1970, cosine similarity=0.42
behind front 1980, cosine similarity=0.44

behind back 1930, cosine similarity=0.45
behind back 1940, cosine similarity=0.41
behind back 1950, cosine similarity=0.36
behind back 1960, cosine similarity=0.38
behind back 1970, cosine similarity=0.38
behind back 1980, cosine similarity=0.42

behind ahead 1930, cosine similarity=0.37
behind ahead 1940, cosine similarity=0.34
behind ahead 1950, cosine similarity=0.34
behind ahead 1960, cosine similarity=0.36
behind ahead 1970, cosine similarity=0.37
behind ahead 1980, cosine similarity=0.34

behind below 1930, cosine similarity=0.21
behind below 1940, cosine similarity=0.18
behind below 1950, cosine similarity=0.20
behind below 1960, cosine similarity=0.19
behind below 1970, cosine similarity=0.18
behind below 1980, cosine similarity=0.16

behind butt 1930, cosine similarity=0.11
behind butt 1940, cosine similarity=0.06
behind butt 1950, cosine similarity=0.09
behind butt 1960, cosine similarity=0.11
behind butt 1970, cosine similarity=0.01
behind butt 1980, cosine similarity=0.08

behind follow 1930, cosine similarity=0.07
behind follow 1940, cosine similarity=0.11
behind follow 1950, cosine similarity=0.13
behind follow 1960, cosine similarity=0.10
behind follow 1970, cosine similarity=0.06
behind follow 1980, cosine similarity=0.09

behind in back 1930, cosine similarity=0.00
behind in back 1940, cosine similarity=0.00
behind in back 1950, cosine similarity=0.00
behind in back 1960, cosine similarity=0.00
behind in back 1970, cosine similarity=0.00
behind in back 1980, cosine similarity=0.00

behind after 1930, cosine similarity=0.11
behind after 1940, cosine similarity=0.08
behind after 1950, cosine similarity=0.03
behind after 1960, cosine similarity=0.07
behind after 1970, cosine similarity=0.02
behind after 1980, cosine similarity=0.07

behind before 1930, cosine similarity=0.22
behind before 1940, cosine similarity=0.20
behind before 1950, cosine similarity=0.18
behind before 1960, cosine similarity=0.18
behind before 1970, cosine similarity=0.18
behind before 1980, cosine similarity=0.16

behind beneath 1930, cosine similarity=0.31
behind beneath 1940, cosine similarity=0.36
behind beneath 1950, cosine similarity=0.35
behind beneath 1960, cosine similarity=0.34
behind beneath 1970, cosine similarity=0.31
behind beneath 1980, cosine similarity=0.30

behind ass 1930, cosine similarity=0.02
behind ass 1940, cosine similarity=0.09
behind ass 1950, cosine similarity=0.02
behind ass 1960, cosine similarity=0.03
behind ass 1970, cosine similarity=-0.01
behind ass 1980, cosine similarity=0.10

behind bars 1930, cosine similarity=0.19
behind bars 1940, cosine similarity=0.19
behind bars 1950, cosine similarity=0.23
behind bars 1960, cosine similarity=0.19
behind bars 1970, cosine similarity=0.25
behind bars 1980, cosine similarity=0.21

behind beside 1930, cosine similarity=0.27
behind beside 1940, cosine similarity=0.32
behind beside 1950, cosine similarity=0.32
behind beside 1960, cosine similarity=0.26
behind beside 1970, cosine similarity=0.28
behind beside 1980, cosine similarity=0.31

behind late 1930, cosine similarity=-0.04
behind late 1940, cosine similarity=-0.03
behind late 1950, cosine similarity=-0.06
behind late 1960, cosine similarity=-0.03
behind late 1970, cosine similarity=-0.03
behind late 1980, cosine similarity=0.00

behind rear 1930, cosine similarity=0.40
behind rear 1940, cosine similarity=0.32
behind rear 1950, cosine similarity=0.37
behind rear 1960, cosine similarity=0.38
behind rear 1970, cosine similarity=0.38
behind rear 1980, cosine similarity=0.31

behind under 1930, cosine similarity=0.03
behind under 1940, cosine similarity=0.07
behind under 1950, cosine similarity=0.04
behind under 1960, cosine similarity=0.02
behind under 1970, cosine similarity=0.10
behind under 1980, cosine similarity=0.02

being human 1930, cosine similarity=0.15
being human 1940, cosine similarity=0.23
being human 1950, cosine similarity=0.11
being human 1960, cosine similarity=0.22
being human 1970, cosine similarity=0.27
being human 1980, cosine similarity=0.23

being person 1930, cosine similarity=0.27
being person 1940, cosine similarity=0.25
being person 1950, cosine similarity=0.24
being person 1960, cosine similarity=0.27
being person 1970, cosine similarity=0.29
being person 1980, cosine similarity=0.27

being exist 1930, cosine similarity=0.12
being exist 1940, cosine similarity=0.10
being exist 1950, cosine similarity=0.03
being exist 1960, cosine similarity=0.09
being exist 1970, cosine similarity=0.14
being exist 1980, cosine similarity=0.16

being here 1930, cosine similarity=0.01
being here 1940, cosine similarity=0.09
being here 1950, cosine similarity=0.06
being here 1960, cosine similarity=0.17
being here 1970, cosine similarity=0.22
being here 1980, cosine similarity=0.23

being alive 1930, cosine similarity=0.25
being alive 1940, cosine similarity=0.23
being alive 1950, cosine similarity=0.20
being alive 1960, cosine similarity=0.24
being alive 1970, cosine similarity=0.23
being alive 1980, cosine similarity=0.25

being am 1930, cosine similarity=0.15
being am 1940, cosine similarity=0.17
being am 1950, cosine similarity=0.17
being am 1960, cosine similarity=0.19
being am 1970, cosine similarity=0.19
being am 1980, cosine similarity=0.18

being living 1930, cosine similarity=0.13
being living 1940, cosine similarity=0.12
being living 1950, cosine similarity=0.18
being living 1960, cosine similarity=0.18
being living 1970, cosine similarity=0.15
being living 1980, cosine similarity=0.19

being there 1930, cosine similarity=0.05
being there 1940, cosine similarity=0.02
being there 1950, cosine similarity=0.09
being there 1960, cosine similarity=0.11
being there 1970, cosine similarity=0.14
being there 1980, cosine similarity=0.13

being alien 1930, cosine similarity=0.10
being alien 1940, cosine similarity=0.04
being alien 1950, cosine similarity=0.11
being alien 1960, cosine similarity=0.10
being alien 1970, cosine similarity=0.16
being alien 1980, cosine similarity=0.15

being life 1930, cosine similarity=0.04
being life 1940, cosine similarity=0.05
being life 1950, cosine similarity=-0.04
being life 1960, cosine similarity=0.12
being life 1970, cosine similarity=0.17
being life 1980, cosine similarity=0.23

being body 1930, cosine similarity=0.21
being body 1940, cosine similarity=0.15
being body 1950, cosine similarity=0.07
being body 1960, cosine similarity=0.17
being body 1970, cosine similarity=0.11
being body 1980, cosine similarity=0.17

being supreme 1930, cosine similarity=0.09
being supreme 1940, cosine similarity=-0.04
being supreme 1950, cosine similarity=0.03
being supreme 1960, cosine similarity=0.06
being supreme 1970, cosine similarity=0.10
being supreme 1980, cosine similarity=0.06

being will 1930, cosine similarity=0.09
being will 1940, cosine similarity=0.12
being will 1950, cosine similarity=0.13
being will 1960, cosine similarity=0.15
being will 1970, cosine similarity=0.17
being will 1980, cosine similarity=0.16

belief religion 1930, cosine similarity=0.32
belief religion 1940, cosine similarity=0.37
belief religion 1950, cosine similarity=0.37
belief religion 1960, cosine similarity=0.31
belief religion 1970, cosine similarity=0.33
belief religion 1980, cosine similarity=0.35

belief faith 1930, cosine similarity=0.47
belief faith 1940, cosine similarity=0.55
belief faith 1950, cosine similarity=0.49
belief faith 1960, cosine similarity=0.51
belief faith 1970, cosine similarity=0.50
belief faith 1980, cosine similarity=0.50

belief disbelief 1930, cosine similarity=0.40
belief disbelief 1940, cosine similarity=0.29
belief disbelief 1950, cosine similarity=0.35
belief disbelief 1960, cosine similarity=0.29
belief disbelief 1970, cosine similarity=0.31
belief disbelief 1980, cosine similarity=0.26

belief moral 1930, cosine similarity=0.27
belief moral 1940, cosine similarity=0.29
belief moral 1950, cosine similarity=0.29
belief moral 1960, cosine similarity=0.32
belief moral 1970, cosine similarity=0.28
belief moral 1980, cosine similarity=0.33

belief god 1930, cosine similarity=0.32
belief god 1940, cosine similarity=0.33
belief god 1950, cosine similarity=0.34
belief god 1960, cosine similarity=0.35
belief god 1970, cosine similarity=0.37
belief god 1980, cosine similarity=0.33

belief feeling 1930, cosine similarity=0.33
belief feeling 1940, cosine similarity=0.31
belief feeling 1950, cosine similarity=0.28
belief feeling 1960, cosine similarity=0.31
belief feeling 1970, cosine similarity=0.34
belief feeling 1980, cosine similarity=0.33

belief trust 1930, cosine similarity=0.09
belief trust 1940, cosine similarity=0.03
belief trust 1950, cosine similarity=0.09
belief trust 1960, cosine similarity=0.09
belief trust 1970, cosine similarity=0.09
belief trust 1980, cosine similarity=0.14

belief lie 1930, cosine similarity=0.08
belief lie 1940, cosine similarity=0.06
belief lie 1950, cosine similarity=0.04
belief lie 1960, cosine similarity=0.04
belief lie 1970, cosine similarity=0.04
belief lie 1980, cosine similarity=0.12

belief betrayal 1930, cosine similarity=0.14
belief betrayal 1940, cosine similarity=0.24
belief betrayal 1950, cosine similarity=0.14
belief betrayal 1960, cosine similarity=0.15
belief betrayal 1970, cosine similarity=0.22
belief betrayal 1980, cosine similarity=0.17

belief confidence 1930, cosine similarity=0.26
belief confidence 1940, cosine similarity=0.32
belief confidence 1950, cosine similarity=0.24
belief confidence 1960, cosine similarity=0.23
belief confidence 1970, cosine similarity=0.29
belief confidence 1980, cosine similarity=0.26

belief custom 1930, cosine similarity=0.15
belief custom 1940, cosine similarity=0.18
belief custom 1950, cosine similarity=0.17
belief custom 1960, cosine similarity=0.24
belief custom 1970, cosine similarity=0.22
belief custom 1980, cosine similarity=0.20

belief ideal 1930, cosine similarity=0.16
belief ideal 1940, cosine similarity=0.21
belief ideal 1950, cosine similarity=0.19
belief ideal 1960, cosine similarity=0.21
belief ideal 1970, cosine similarity=0.19
belief ideal 1980, cosine similarity=0.29

belief know 1930, cosine similarity=0.07
belief know 1940, cosine similarity=0.07
belief know 1950, cosine similarity=0.11
belief know 1960, cosine similarity=0.13
belief know 1970, cosine similarity=0.18
belief know 1980, cosine similarity=0.10

belief none 1930, cosine similarity=0.02
belief none 1940, cosine similarity=0.02
belief none 1950, cosine similarity=0.06
belief none 1960, cosine similarity=0.04
belief none 1970, cosine similarity=0.07
belief none 1980, cosine similarity=-0.02

belief real 1930, cosine similarity=0.16
belief real 1940, cosine similarity=0.07
belief real 1950, cosine similarity=0.17
belief real 1960, cosine similarity=0.18
belief real 1970, cosine similarity=0.09
belief real 1980, cosine similarity=0.14

belief thought 1930, cosine similarity=0.20
belief thought 1940, cosine similarity=0.14
belief thought 1950, cosine similarity=0.18
belief thought 1960, cosine similarity=0.20
belief thought 1970, cosine similarity=0.23
belief thought 1980, cosine similarity=0.22

belief true 1930, cosine similarity=0.24
belief true 1940, cosine similarity=0.38
belief true 1950, cosine similarity=0.34
belief true 1960, cosine similarity=0.29
belief true 1970, cosine similarity=0.33
belief true 1980, cosine similarity=0.33

belief truth 1930, cosine similarity=0.32
belief truth 1940, cosine similarity=0.38
belief truth 1950, cosine similarity=0.34
belief truth 1960, cosine similarity=0.29
belief truth 1970, cosine similarity=0.33
belief truth 1980, cosine similarity=0.38

belief understand 1930, cosine similarity=0.07
belief understand 1940, cosine similarity=0.13
belief understand 1950, cosine similarity=0.12
belief understand 1960, cosine similarity=0.16
belief understand 1970, cosine similarity=0.14
belief understand 1980, cosine similarity=0.15

belief value 1930, cosine similarity=0.07
belief value 1940, cosine similarity=0.11
belief value 1950, cosine similarity=0.11
belief value 1960, cosine similarity=0.10
belief value 1970, cosine similarity=0.12
belief value 1980, cosine similarity=0.18

believe faith 1930, cosine similarity=0.29
believe faith 1940, cosine similarity=0.34
believe faith 1950, cosine similarity=0.27
believe faith 1960, cosine similarity=0.37
believe faith 1970, cosine similarity=0.33
believe faith 1980, cosine similarity=0.29

believe truth 1930, cosine similarity=0.33
believe truth 1940, cosine similarity=0.37
believe truth 1950, cosine similarity=0.31
believe truth 1960, cosine similarity=0.33
believe truth 1970, cosine similarity=0.35
believe truth 1980, cosine similarity=0.29

believe trust 1930, cosine similarity=0.20
believe trust 1940, cosine similarity=0.12
believe trust 1950, cosine similarity=0.13
believe trust 1960, cosine similarity=0.18
believe trust 1970, cosine similarity=0.19
believe trust 1980, cosine similarity=0.21

believe accept 1930, cosine similarity=0.39
believe accept 1940, cosine similarity=0.38
believe accept 1950, cosine similarity=0.38
believe accept 1960, cosine similarity=0.41
believe accept 1970, cosine similarity=0.43
believe accept 1980, cosine similarity=0.38

believe disbelieve 1930, cosine similarity=0.34
believe disbelieve 1940, cosine similarity=0.30
believe disbelieve 1950, cosine similarity=0.34
believe disbelieve 1960, cosine similarity=0.36
believe disbelieve 1970, cosine similarity=0.27
believe disbelieve 1980, cosine similarity=0.31

believe know 1930, cosine similarity=0.39
believe know 1940, cosine similarity=0.42
believe know 1950, cosine similarity=0.40
believe know 1960, cosine similarity=0.45
believe know 1970, cosine similarity=0.48
believe know 1980, cosine similarity=0.47

believe ghost 1930, cosine similarity=0.21
believe ghost 1940, cosine similarity=0.19
believe ghost 1950, cosine similarity=0.20
believe ghost 1960, cosine similarity=0.19
believe ghost 1970, cosine similarity=0.18
believe ghost 1980, cosine similarity=0.11

believe understand 1930, cosine similarity=0.41
believe understand 1940, cosine similarity=0.44
believe understand 1950, cosine similarity=0.45
believe understand 1960, cosine similarity=0.44
believe understand 1970, cosine similarity=0.47
believe understand 1980, cosine similarity=0.45

believe church 1930, cosine similarity=0.10
believe church 1940, cosine similarity=0.05
believe church 1950, cosine similarity=0.12
believe church 1960, cosine similarity=0.18
believe church 1970, cosine similarity=0.09
believe church 1980, cosine similarity=0.13

believe god 1930, cosine similarity=0.35
believe god 1940, cosine similarity=0.32
believe god 1950, cosine similarity=0.30
believe god 1960, cosine similarity=0.39
believe god 1970, cosine similarity=0.33
believe god 1980, cosine similarity=0.37

believe in 1930, cosine similarity=-0.03
believe in 1940, cosine similarity=-0.09
believe in 1950, cosine similarity=-0.05
believe in 1960, cosine similarity=0.11
believe in 1970, cosine similarity=-0.01
believe in 1980, cosine similarity=0.10

believe lie 1930, cosine similarity=0.14
believe lie 1940, cosine similarity=0.07
believe lie 1950, cosine similarity=0.11
believe lie 1960, cosine similarity=0.15
believe lie 1970, cosine similarity=0.15
believe lie 1980, cosine similarity=0.22

believe agree 1930, cosine similarity=0.36
believe agree 1940, cosine similarity=0.30
believe agree 1950, cosine similarity=0.42
believe agree 1960, cosine similarity=0.35
believe agree 1970, cosine similarity=0.42
believe agree 1980, cosine similarity=0.36

believe credible 1930, cosine similarity=0.28
believe credible 1940, cosine similarity=0.20
believe credible 1950, cosine similarity=0.17
believe credible 1960, cosine similarity=0.26
believe credible 1970, cosine similarity=0.18
believe credible 1980, cosine similarity=0.14

believe doubt 1930, cosine similarity=0.36
believe doubt 1940, cosine similarity=0.36
believe doubt 1950, cosine similarity=0.35
believe doubt 1960, cosine similarity=0.40
believe doubt 1970, cosine similarity=0.38
believe doubt 1980, cosine similarity=0.36

believe feel 1930, cosine similarity=0.34
believe feel 1940, cosine similarity=0.34
believe feel 1950, cosine similarity=0.35
believe feel 1960, cosine similarity=0.38
believe feel 1970, cosine similarity=0.36
believe feel 1980, cosine similarity=0.34

believe gullible 1930, cosine similarity=0.00
believe gullible 1940, cosine similarity=0.00
believe gullible 1950, cosine similarity=0.00
believe gullible 1960, cosine similarity=0.00
believe gullible 1970, cosine similarity=0.04
believe gullible 1980, cosine similarity=0.08

believe honest 1930, cosine similarity=0.19
believe honest 1940, cosine similarity=0.20
believe honest 1950, cosine similarity=0.27
believe honest 1960, cosine similarity=0.22
believe honest 1970, cosine similarity=0.34
believe honest 1980, cosine similarity=0.28

believe jesus 1930, cosine similarity=0.27
believe jesus 1940, cosine similarity=0.27
believe jesus 1950, cosine similarity=0.25
believe jesus 1960, cosine similarity=0.36
believe jesus 1970, cosine similarity=0.33
believe jesus 1980, cosine similarity=0.32

believe love 1930, cosine similarity=0.25
believe love 1940, cosine similarity=0.18
believe love 1950, cosine similarity=0.26
believe love 1960, cosine similarity=0.26
believe love 1970, cosine similarity=0.25
believe love 1980, cosine similarity=0.22

believe religion 1930, cosine similarity=0.18
believe religion 1940, cosine similarity=0.18
believe religion 1950, cosine similarity=0.22
believe religion 1960, cosine similarity=0.25
believe religion 1970, cosine similarity=0.16
believe religion 1980, cosine similarity=0.22

believe think 1930, cosine similarity=0.53
believe think 1940, cosine similarity=0.50
believe think 1950, cosine similarity=0.51
believe think 1960, cosine similarity=0.53
believe think 1970, cosine similarity=0.57
believe think 1980, cosine similarity=0.56

believe yes 1930, cosine similarity=0.33
believe yes 1940, cosine similarity=0.32
believe yes 1950, cosine similarity=0.37
believe yes 1960, cosine similarity=0.29
believe yes 1970, cosine similarity=0.38
believe yes 1980, cosine similarity=0.35

bell ring 1930, cosine similarity=0.40
bell ring 1940, cosine similarity=0.39
bell ring 1950, cosine similarity=0.33
bell ring 1960, cosine similarity=0.35
bell ring 1970, cosine similarity=0.25
bell ring 1980, cosine similarity=0.30

bell tower 1930, cosine similarity=0.25
bell tower 1940, cosine similarity=0.26
bell tower 1950, cosine similarity=0.26
bell tower 1960, cosine similarity=0.25
bell tower 1970, cosine similarity=0.26
bell tower 1980, cosine similarity=0.25

bell liberty 1930, cosine similarity=0.04
bell liberty 1940, cosine similarity=-0.01
bell liberty 1950, cosine similarity=0.03
bell liberty 1960, cosine similarity=0.04
bell liberty 1970, cosine similarity=0.07
bell liberty 1980, cosine similarity=0.12

bell church 1930, cosine similarity=0.13
bell church 1940, cosine similarity=0.12
bell church 1950, cosine similarity=0.14
bell church 1960, cosine similarity=0.11
bell church 1970, cosine similarity=0.12
bell church 1980, cosine similarity=0.09

bell school 1930, cosine similarity=0.08
bell school 1940, cosine similarity=0.13
bell school 1950, cosine similarity=0.11
bell school 1960, cosine similarity=0.08
bell school 1970, cosine similarity=0.06
bell school 1980, cosine similarity=0.07

bell tolls 1930, cosine similarity=0.13
bell tolls 1940, cosine similarity=0.26
bell tolls 1950, cosine similarity=0.30
bell tolls 1960, cosine similarity=0.25
bell tolls 1970, cosine similarity=0.28
bell tolls 1980, cosine similarity=0.26

bell noise 1930, cosine similarity=0.27
bell noise 1940, cosine similarity=0.17
bell noise 1950, cosine similarity=0.18
bell noise 1960, cosine similarity=0.19
bell noise 1970, cosine similarity=0.12
bell noise 1980, cosine similarity=0.14

bell sound 1930, cosine similarity=0.28
bell sound 1940, cosine similarity=0.26
bell sound 1950, cosine similarity=0.25
bell sound 1960, cosine similarity=0.23
bell sound 1970, cosine similarity=0.27
bell sound 1980, cosine similarity=0.22

bell alarm 1930, cosine similarity=0.24
bell alarm 1940, cosine similarity=0.24
bell alarm 1950, cosine similarity=0.22
bell alarm 1960, cosine similarity=0.19
bell alarm 1970, cosine similarity=0.21
bell alarm 1980, cosine similarity=0.21

bell gold 1930, cosine similarity=0.03
bell gold 1940, cosine similarity=0.06
bell gold 1950, cosine similarity=0.10
bell gold 1960, cosine similarity=0.07
bell gold 1970, cosine similarity=0.05
bell gold 1980, cosine similarity=0.09

bell leave 1930, cosine similarity=-0.01
bell leave 1940, cosine similarity=0.07
bell leave 1950, cosine similarity=0.01
bell leave 1960, cosine similarity=-0.04
bell leave 1970, cosine similarity=-0.01
bell leave 1980, cosine similarity=-0.08

belly stomach 1930, cosine similarity=0.43
belly stomach 1940, cosine similarity=0.36
belly stomach 1950, cosine similarity=0.41
belly stomach 1960, cosine similarity=0.34
belly stomach 1970, cosine similarity=0.40
belly stomach 1980, cosine similarity=0.41

belly button 1930, cosine similarity=0.18
belly button 1940, cosine similarity=0.16
belly button 1950, cosine similarity=0.15
belly button 1960, cosine similarity=0.21
belly button 1970, cosine similarity=0.20
belly button 1980, cosine similarity=0.16

belly ache 1930, cosine similarity=0.34
belly ache 1940, cosine similarity=0.36
belly ache 1950, cosine similarity=0.37
belly ache 1960, cosine similarity=0.31
belly ache 1970, cosine similarity=0.31
belly ache 1980, cosine similarity=0.33

belly dancer 1930, cosine similarity=0.14
belly dancer 1940, cosine similarity=0.17
belly dancer 1950, cosine similarity=0.20
belly dancer 1960, cosine similarity=0.17
belly dancer 1970, cosine similarity=0.10
belly dancer 1980, cosine similarity=0.21

belly fat 1930, cosine similarity=0.26
belly fat 1940, cosine similarity=0.25
belly fat 1950, cosine similarity=0.20
belly fat 1960, cosine similarity=0.23
belly fat 1970, cosine similarity=0.22
belly fat 1980, cosine similarity=0.24

belly beer 1930, cosine similarity=0.07
belly beer 1940, cosine similarity=0.17
belly beer 1950, cosine similarity=0.04
belly beer 1960, cosine similarity=0.12
belly beer 1970, cosine similarity=0.10
belly beer 1980, cosine similarity=0.12

belly food 1930, cosine similarity=0.12
belly food 1940, cosine similarity=0.12
belly food 1950, cosine similarity=0.16
belly food 1960, cosine similarity=0.08
belly food 1970, cosine similarity=0.16
belly food 1980, cosine similarity=0.12

belly gut 1930, cosine similarity=0.23
belly gut 1940, cosine similarity=0.19
belly gut 1950, cosine similarity=0.19
belly gut 1960, cosine similarity=0.26
belly gut 1970, cosine similarity=0.26
belly gut 1980, cosine similarity=0.24

belly scratch 1930, cosine similarity=0.25
belly scratch 1940, cosine similarity=0.20
belly scratch 1950, cosine similarity=0.20
belly scratch 1960, cosine similarity=0.20
belly scratch 1970, cosine similarity=0.20
belly scratch 1980, cosine similarity=0.15

belly tight 1930, cosine similarity=0.23
belly tight 1940, cosine similarity=0.20
belly tight 1950, cosine similarity=0.19
belly tight 1960, cosine similarity=0.21
belly tight 1970, cosine similarity=0.16
belly tight 1980, cosine similarity=0.19

belly tummy 1930, cosine similarity=0.00
belly tummy 1940, cosine similarity=0.00
belly tummy 1950, cosine similarity=0.00
belly tummy 1960, cosine similarity=0.00
belly tummy 1970, cosine similarity=0.00
belly tummy 1980, cosine similarity=0.00

belly up 1930, cosine similarity=0.08
belly up 1940, cosine similarity=0.10
belly up 1950, cosine similarity=0.09
belly up 1960, cosine similarity=0.14
belly up 1970, cosine similarity=0.16
belly up 1980, cosine similarity=0.12

belong group 1930, cosine similarity=0.35
belong group 1940, cosine similarity=0.34
belong group 1950, cosine similarity=0.33
belong group 1960, cosine similarity=0.29
belong group 1970, cosine similarity=0.31
belong group 1980, cosine similarity=0.31

belong mine 1930, cosine similarity=0.03
belong mine 1940, cosine similarity=0.03
belong mine 1950, cosine similarity=0.06
belong mine 1960, cosine similarity=0.07
belong mine 1970, cosine similarity=0.11
belong mine 1980, cosine similarity=0.01

belong together 1930, cosine similarity=0.09
belong together 1940, cosine similarity=0.16
belong together 1950, cosine similarity=0.14
belong together 1960, cosine similarity=0.09
belong together 1970, cosine similarity=0.14
belong together 1980, cosine similarity=0.23

belong own 1930, cosine similarity=0.06
belong own 1940, cosine similarity=0.07
belong own 1950, cosine similarity=0.05
belong own 1960, cosine similarity=0.05
belong own 1970, cosine similarity=0.12
belong own 1980, cosine similarity=0.11

belong fit in 1930, cosine similarity=0.00
belong fit in 1940, cosine similarity=0.00
belong fit in 1950, cosine similarity=0.00
belong fit in 1960, cosine similarity=0.00
belong fit in 1970, cosine similarity=0.00
belong fit in 1980, cosine similarity=0.00

belong accepted 1930, cosine similarity=0.03
belong accepted 1940, cosine similarity=0.07
belong accepted 1950, cosine similarity=0.08
belong accepted 1960, cosine similarity=0.06
belong accepted 1970, cosine similarity=0.08
belong accepted 1980, cosine similarity=0.11

belong friends 1930, cosine similarity=0.06
belong friends 1940, cosine similarity=0.01
belong friends 1950, cosine similarity=0.05
belong friends 1960, cosine similarity=0.02
belong friends 1970, cosine similarity=0.13
belong friends 1980, cosine similarity=0.12

belong with 1930, cosine similarity=-0.11
belong with 1940, cosine similarity=-0.09
belong with 1950, cosine similarity=-0.05
belong with 1960, cosine similarity=-0.02
belong with 1970, cosine similarity=-0.07
belong with 1980, cosine similarity=-0.03

belong me 1930, cosine similarity=0.02
belong me 1940, cosine similarity=0.12
belong me 1950, cosine similarity=0.09
belong me 1960, cosine similarity=0.04
belong me 1970, cosine similarity=0.08
belong me 1980, cosine similarity=0.12

belong club 1930, cosine similarity=0.12
belong club 1940, cosine similarity=0.17
belong club 1950, cosine similarity=0.19
belong club 1960, cosine similarity=0.18
belong club 1970, cosine similarity=0.20
belong club 1980, cosine similarity=0.15

belong join 1930, cosine similarity=0.05
belong join 1940, cosine similarity=0.11
belong join 1950, cosine similarity=0.08
belong join 1960, cosine similarity=0.10
belong join 1970, cosine similarity=0.11
belong join 1980, cosine similarity=0.17

