tab soda 1930, cosine similarity=0.00
typewriter type 1950, cosine similarity=0.08
typewriter type 1960, cosine similarity=-0.01
typewriter type 1970, cosine similarity=0.10
typewriter type 1980, cosine similarity=0.09

typewriter word processor 1930, cosine similarity=0.00
typewriter word processor 1940, cosine similarity=0.00
typewriter word processor 1950, cosine similarity=0.00
typewriter word processor 1960, cosine similarity=0.00
typewriter word processor 1970, cosine similarity=0.00
typewriter word processor 1980, cosine similarity=0.00

typewriter key 1930, cosine similarity=0.14
typewriter key 1940, cosine similarity=0.17
typewriter key 1950, cosine similarity=0.15
typewriter key 1960, cosine similarity=0.08
typewriter key 1970, cosine similarity=0.14
typewriter key 1980, cosine similarity=0.18

typewriter ink 1930, cosine similarity=0.33
typewriter ink 1940, cosine similarity=0.30
typewriter ink 1950, cosine similarity=0.27
typewriter ink 1960, cosine similarity=0.28
typewriter ink 1970, cosine similarity=0.28
typewriter ink 1980, cosine similarity=0.30

typewriter report 1930, cosine similarity=0.01
typewriter report 1940, cosine similarity=0.03
typewriter report 1950, cosine similarity=0.06
typewriter report 1960, cosine similarity=0.05
typewriter report 1970, cosine similarity=-0.00
typewriter report 1980, cosine similarity=0.10

typewriter secretary 1930, cosine similarity=0.11
typewriter secretary 1940, cosine similarity=0.14
typewriter secretary 1950, cosine similarity=0.08
typewriter secretary 1960, cosine similarity=0.08
typewriter secretary 1970, cosine similarity=0.04
typewriter secretary 1980, cosine similarity=-0.01

typewriter write 1930, cosine similarity=0.32
typewriter write 1940, cosine similarity=0.30
typewriter write 1950, cosine similarity=0.29
typewriter write 1960, cosine similarity=0.24
typewriter write 1970, cosine similarity=0.27
typewriter write 1980, cosine similarity=0.22

typewriter book 1930, cosine similarity=0.18
typewriter book 1940, cosine similarity=0.17
typewriter book 1950, cosine similarity=0.19
typewriter book 1960, cosine similarity=0.12
typewriter book 1970, cosine similarity=0.07
typewriter book 1980, cosine similarity=0.14

typewriter homework 1930, cosine similarity=0.00
typewriter homework 1940, cosine similarity=0.03
typewriter homework 1950, cosine similarity=0.16
typewriter homework 1960, cosine similarity=0.13
typewriter homework 1970, cosine similarity=0.06
typewriter homework 1980, cosine similarity=0.05

typewriter printer 1930, cosine similarity=0.18
typewriter printer 1940, cosine similarity=0.18
typewriter printer 1950, cosine similarity=0.17
typewriter printer 1960, cosine similarity=0.24
typewriter printer 1970, cosine similarity=0.17
typewriter printer 1980, cosine similarity=0.25

typewriter story 1930, cosine similarity=0.01
typewriter story 1940, cosine similarity=0.07
typewriter story 1950, cosine similarity=0.12
typewriter story 1960, cosine similarity=0.03
typewriter story 1970, cosine similarity=0.03
typewriter story 1980, cosine similarity=0.06

typewriter typist 1930, cosine similarity=0.00
typewriter typist 1940, cosine similarity=0.00
typewriter typist 1950, cosine similarity=0.13
typewriter typist 1960, cosine similarity=0.10
typewriter typist 1970, cosine similarity=0.01
typewriter typist 1980, cosine similarity=0.10

typhoon hurricane 1930, cosine similarity=0.00
typhoon hurricane 1940, cosine similarity=0.00
typhoon hurricane 1950, cosine similarity=0.27
typhoon hurricane 1960, cosine similarity=0.35
typhoon hurricane 1970, cosine similarity=0.49
typhoon hurricane 1980, cosine similarity=0.38

typhoon lagoon 1930, cosine similarity=0.00
typhoon lagoon 1940, cosine similarity=0.00
typhoon lagoon 1950, cosine similarity=0.30
typhoon lagoon 1960, cosine similarity=0.19
typhoon lagoon 1970, cosine similarity=0.16
typhoon lagoon 1980, cosine similarity=0.21

typhoon storm 1930, cosine similarity=0.00
typhoon storm 1940, cosine similarity=0.00
typhoon storm 1950, cosine similarity=0.22
typhoon storm 1960, cosine similarity=0.32
typhoon storm 1970, cosine similarity=0.31
typhoon storm 1980, cosine similarity=0.30

typhoon water 1930, cosine similarity=0.00
typhoon water 1940, cosine similarity=0.00
typhoon water 1950, cosine similarity=0.03
typhoon water 1960, cosine similarity=0.13
typhoon water 1970, cosine similarity=0.14
typhoon water 1980, cosine similarity=0.18

typhoon tornado 1930, cosine similarity=0.00
typhoon tornado 1940, cosine similarity=0.00
typhoon tornado 1950, cosine similarity=0.20
typhoon tornado 1960, cosine similarity=0.28
typhoon tornado 1970, cosine similarity=0.32
typhoon tornado 1980, cosine similarity=0.25

typhoon wind 1930, cosine similarity=0.00
typhoon wind 1940, cosine similarity=0.00
typhoon wind 1950, cosine similarity=0.06
typhoon wind 1960, cosine similarity=0.21
typhoon wind 1970, cosine similarity=0.22
typhoon wind 1980, cosine similarity=0.26

typhoon wave 1930, cosine similarity=0.00
typhoon wave 1940, cosine similarity=0.00
typhoon wave 1950, cosine similarity=0.02
typhoon wave 1960, cosine similarity=0.08
typhoon wave 1970, cosine similarity=0.12
typhoon wave 1980, cosine similarity=0.07

typhoon rain 1930, cosine similarity=0.00
typhoon rain 1940, cosine similarity=0.00
typhoon rain 1950, cosine similarity=0.02
typhoon rain 1960, cosine similarity=0.19
typhoon rain 1970, cosine similarity=0.19
typhoon rain 1980, cosine similarity=0.22

typhoon flood 1930, cosine similarity=0.00
typhoon flood 1940, cosine similarity=0.00
typhoon flood 1950, cosine similarity=0.13
typhoon flood 1960, cosine similarity=0.23
typhoon flood 1970, cosine similarity=0.29
typhoon flood 1980, cosine similarity=0.27

typhoon island 1930, cosine similarity=0.00
typhoon island 1940, cosine similarity=0.00
typhoon island 1950, cosine similarity=0.20
typhoon island 1960, cosine similarity=0.12
typhoon island 1970, cosine similarity=0.29
typhoon island 1980, cosine similarity=0.17

typhoon money 1930, cosine similarity=0.00
typhoon money 1940, cosine similarity=0.00
typhoon money 1950, cosine similarity=-0.09
typhoon money 1960, cosine similarity=-0.13
typhoon money 1970, cosine similarity=0.00
typhoon money 1980, cosine similarity=-0.07

typhoon monsoon 1930, cosine similarity=0.00
typhoon monsoon 1940, cosine similarity=0.00
typhoon monsoon 1950, cosine similarity=0.11
typhoon monsoon 1960, cosine similarity=0.12
typhoon monsoon 1970, cosine similarity=0.17
typhoon monsoon 1980, cosine similarity=0.14

typhoon rich 1930, cosine similarity=0.00
typhoon rich 1940, cosine similarity=0.00
typhoon rich 1950, cosine similarity=0.03
typhoon rich 1960, cosine similarity=-0.01
typhoon rich 1970, cosine similarity=-0.03
typhoon rich 1980, cosine similarity=-0.04

typist secretary 1930, cosine similarity=0.00
typist secretary 1940, cosine similarity=0.00
typist secretary 1950, cosine similarity=0.23
typist secretary 1960, cosine similarity=0.15
typist secretary 1970, cosine similarity=0.12
typist secretary 1980, cosine similarity=0.12

typist typewriter 1930, cosine similarity=0.00
typist typewriter 1940, cosine similarity=0.00
typist typewriter 1950, cosine similarity=0.13
typist typewriter 1960, cosine similarity=0.10
typist typewriter 1970, cosine similarity=0.01
typist typewriter 1980, cosine similarity=0.10

typist fast 1930, cosine similarity=0.00
typist fast 1940, cosine similarity=0.00
typist fast 1950, cosine similarity=-0.01
typist fast 1960, cosine similarity=-0.02
typist fast 1970, cosine similarity=0.00
typist fast 1980, cosine similarity=0.07

typist letters 1930, cosine similarity=0.00
typist letters 1940, cosine similarity=0.00
typist letters 1950, cosine similarity=0.05
typist letters 1960, cosine similarity=-0.01
typist letters 1970, cosine similarity=-0.00
typist letters 1980, cosine similarity=0.08

typist paper 1930, cosine similarity=0.00
typist paper 1940, cosine similarity=0.00
typist paper 1950, cosine similarity=0.05
typist paper 1960, cosine similarity=0.03
typist paper 1970, cosine similarity=0.05
typist paper 1980, cosine similarity=0.08

typist boring 1930, cosine similarity=0.00
typist boring 1940, cosine similarity=0.00
typist boring 1950, cosine similarity=-0.01
typist boring 1960, cosine similarity=-0.01
typist boring 1970, cosine similarity=0.08
typist boring 1980, cosine similarity=-0.01

typist fingers 1930, cosine similarity=0.00
typist fingers 1940, cosine similarity=0.00
typist fingers 1950, cosine similarity=-0.00
typist fingers 1960, cosine similarity=0.09
typist fingers 1970, cosine similarity=0.02
typist fingers 1980, cosine similarity=-0.00

typist keys 1930, cosine similarity=0.00
typist keys 1940, cosine similarity=0.00
typist keys 1950, cosine similarity=0.11
typist keys 1960, cosine similarity=0.00
typist keys 1970, cosine similarity=0.07
typist keys 1980, cosine similarity=-0.03

typist office 1930, cosine similarity=0.00
typist office 1940, cosine similarity=0.00
typist office 1950, cosine similarity=0.16
typist office 1960, cosine similarity=0.20
typist office 1970, cosine similarity=0.09
typist office 1980, cosine similarity=0.08

typist receptionist 1930, cosine similarity=0.00
typist receptionist 1940, cosine similarity=0.00
typist receptionist 1950, cosine similarity=0.00
typist receptionist 1960, cosine similarity=0.29
typist receptionist 1970, cosine similarity=0.18
typist receptionist 1980, cosine similarity=0.16

typist clerk 1930, cosine similarity=0.00
typist clerk 1940, cosine similarity=0.00
typist clerk 1950, cosine similarity=0.36
typist clerk 1960, cosine similarity=0.33
typist clerk 1970, cosine similarity=0.30
typist clerk 1980, cosine similarity=0.28

typist computer 1930, cosine similarity=0.00
typist computer 1940, cosine similarity=0.00
typist computer 1950, cosine similarity=0.12
typist computer 1960, cosine similarity=0.13
typist computer 1970, cosine similarity=0.00
typist computer 1980, cosine similarity=0.10

typist type 1930, cosine similarity=0.00
typist type 1940, cosine similarity=0.00
typist type 1950, cosine similarity=0.04
typist type 1960, cosine similarity=0.07
typist type 1970, cosine similarity=-0.00
typist type 1980, cosine similarity=0.02

typist words 1930, cosine similarity=0.00
typist words 1940, cosine similarity=0.00
typist words 1950, cosine similarity=-0.00
typist words 1960, cosine similarity=-0.06
typist words 1970, cosine similarity=0.00
typist words 1980, cosine similarity=0.07

typist writer 1930, cosine similarity=0.00
typist writer 1940, cosine similarity=0.00
typist writer 1950, cosine similarity=0.00
typist writer 1960, cosine similarity=0.04
typist writer 1970, cosine similarity=0.08
typist writer 1980, cosine similarity=0.10

ugly pretty 1930, cosine similarity=0.35
ugly pretty 1940, cosine similarity=0.39
ugly pretty 1950, cosine similarity=0.37
ugly pretty 1960, cosine similarity=0.34
ugly pretty 1970, cosine similarity=0.37
ugly pretty 1980, cosine similarity=0.39

ugly duckling 1930, cosine similarity=0.00
ugly duckling 1940, cosine similarity=0.00
ugly duckling 1950, cosine similarity=0.00
ugly duckling 1960, cosine similarity=0.00
ugly duckling 1970, cosine similarity=0.41
ugly duckling 1980, cosine similarity=0.42

ugly gross 1930, cosine similarity=0.08
ugly gross 1940, cosine similarity=0.06
ugly gross 1950, cosine similarity=0.10
ugly gross 1960, cosine similarity=0.05
ugly gross 1970, cosine similarity=0.02
ugly gross 1980, cosine similarity=0.03

ugly cute 1930, cosine similarity=0.09
ugly cute 1940, cosine similarity=0.19
ugly cute 1950, cosine similarity=0.18
ugly cute 1960, cosine similarity=0.11
ugly cute 1970, cosine similarity=0.30
ugly cute 1980, cosine similarity=0.24

ugly unattractive 1930, cosine similarity=0.22
ugly unattractive 1940, cosine similarity=0.00
ugly unattractive 1950, cosine similarity=0.11
ugly unattractive 1960, cosine similarity=0.10
ugly unattractive 1970, cosine similarity=0.13
ugly unattractive 1980, cosine similarity=0.19

ugly beautiful 1930, cosine similarity=0.29
ugly beautiful 1940, cosine similarity=0.37
ugly beautiful 1950, cosine similarity=0.40
ugly beautiful 1960, cosine similarity=0.43
ugly beautiful 1970, cosine similarity=0.39
ugly beautiful 1980, cosine similarity=0.39

ugly face 1930, cosine similarity=0.24
ugly face 1940, cosine similarity=0.20
ugly face 1950, cosine similarity=0.27
ugly face 1960, cosine similarity=0.24
ugly face 1970, cosine similarity=0.24
ugly face 1980, cosine similarity=0.27

ugly fat 1930, cosine similarity=0.19
ugly fat 1940, cosine similarity=0.17
ugly fat 1950, cosine similarity=0.21
ugly fat 1960, cosine similarity=0.17
ugly fat 1970, cosine similarity=0.24
ugly fat 1980, cosine similarity=0.27

ugly scary 1930, cosine similarity=0.00
ugly scary 1940, cosine similarity=0.00
ugly scary 1950, cosine similarity=0.00
ugly scary 1960, cosine similarity=0.00
ugly scary 1970, cosine similarity=0.14
ugly scary 1980, cosine similarity=0.17

ugly dog 1930, cosine similarity=0.19
ugly dog 1940, cosine similarity=0.21
ugly dog 1950, cosine similarity=0.22
ugly dog 1960, cosine similarity=0.19
ugly dog 1970, cosine similarity=0.26
ugly dog 1980, cosine similarity=0.31

ugly girl 1930, cosine similarity=0.24
ugly girl 1940, cosine similarity=0.23
ugly girl 1950, cosine similarity=0.24
ugly girl 1960, cosine similarity=0.24
ugly girl 1970, cosine similarity=0.28
ugly girl 1980, cosine similarity=0.30

ugly horrendous 1930, cosine similarity=0.00
ugly horrendous 1940, cosine similarity=0.00
ugly horrendous 1950, cosine similarity=0.00
ugly horrendous 1960, cosine similarity=0.00
ugly horrendous 1970, cosine similarity=0.00
ugly horrendous 1980, cosine similarity=0.00

ugly horrid 1930, cosine similarity=0.34
ugly horrid 1940, cosine similarity=0.29
ugly horrid 1950, cosine similarity=0.30
ugly horrid 1960, cosine similarity=0.33
ugly horrid 1970, cosine similarity=0.27
ugly horrid 1980, cosine similarity=0.36

ugly plain 1930, cosine similarity=0.13
ugly plain 1940, cosine similarity=0.17
ugly plain 1950, cosine similarity=0.14
ugly plain 1960, cosine similarity=0.19
ugly plain 1970, cosine similarity=0.25
ugly plain 1980, cosine similarity=0.22

ulcer pain 1930, cosine similarity=0.28
ulcer pain 1940, cosine similarity=0.29
ulcer pain 1950, cosine similarity=0.26
ulcer pain 1960, cosine similarity=0.30
ulcer pain 1970, cosine similarity=0.33
ulcer pain 1980, cosine similarity=0.27

ulcer stomach 1930, cosine similarity=0.41
ulcer stomach 1940, cosine similarity=0.42
ulcer stomach 1950, cosine similarity=0.43
ulcer stomach 1960, cosine similarity=0.46
ulcer stomach 1970, cosine similarity=0.41
ulcer stomach 1980, cosine similarity=0.41

ulcer stress 1930, cosine similarity=-0.01
ulcer stress 1940, cosine similarity=0.06
ulcer stress 1950, cosine similarity=0.04
ulcer stress 1960, cosine similarity=0.03
ulcer stress 1970, cosine similarity=0.09
ulcer stress 1980, cosine similarity=0.10

ulcer sore 1930, cosine similarity=0.33
ulcer sore 1940, cosine similarity=0.29
ulcer sore 1950, cosine similarity=0.32
ulcer sore 1960, cosine similarity=0.29
ulcer sore 1970, cosine similarity=0.32
ulcer sore 1980, cosine similarity=0.37

ulcer worry 1930, cosine similarity=0.02
ulcer worry 1940, cosine similarity=-0.06
ulcer worry 1950, cosine similarity=-0.00
ulcer worry 1960, cosine similarity=0.01
ulcer worry 1970, cosine similarity=-0.10
ulcer worry 1980, cosine similarity=-0.07

ulcer hurt 1930, cosine similarity=0.10
ulcer hurt 1940, cosine similarity=0.03
ulcer hurt 1950, cosine similarity=0.01
ulcer hurt 1960, cosine similarity=0.06
ulcer hurt 1970, cosine similarity=0.05
ulcer hurt 1980, cosine similarity=0.01

ulcer anxiety 1930, cosine similarity=0.05
ulcer anxiety 1940, cosine similarity=0.09
ulcer anxiety 1950, cosine similarity=0.07
ulcer anxiety 1960, cosine similarity=0.08
ulcer anxiety 1970, cosine similarity=0.05
ulcer anxiety 1980, cosine similarity=0.06

ulcer attack 1930, cosine similarity=0.15
ulcer attack 1940, cosine similarity=0.07
ulcer attack 1950, cosine similarity=0.09
ulcer attack 1960, cosine similarity=0.22
ulcer attack 1970, cosine similarity=0.13
ulcer attack 1980, cosine similarity=0.19

ulcer blood 1930, cosine similarity=0.13
ulcer blood 1940, cosine similarity=0.16
ulcer blood 1950, cosine similarity=0.13
ulcer blood 1960, cosine similarity=0.17
ulcer blood 1970, cosine similarity=0.17
ulcer blood 1980, cosine similarity=0.18

ulcer cancer 1930, cosine similarity=0.53
ulcer cancer 1940, cosine similarity=0.44
ulcer cancer 1950, cosine similarity=0.37
ulcer cancer 1960, cosine similarity=0.43
ulcer cancer 1970, cosine similarity=0.35
ulcer cancer 1980, cosine similarity=0.40

ulcer heartburn 1930, cosine similarity=0.00
ulcer heartburn 1940, cosine similarity=0.00
ulcer heartburn 1950, cosine similarity=0.00
ulcer heartburn 1960, cosine similarity=0.00
ulcer heartburn 1970, cosine similarity=0.44
ulcer heartburn 1980, cosine similarity=0.32

ulcer milk 1930, cosine similarity=0.09
ulcer milk 1940, cosine similarity=0.06
ulcer milk 1950, cosine similarity=0.11
ulcer milk 1960, cosine similarity=0.11
ulcer milk 1970, cosine similarity=0.13
ulcer milk 1980, cosine similarity=0.09

ulcer mouth 1930, cosine similarity=0.18
ulcer mouth 1940, cosine similarity=0.22
ulcer mouth 1950, cosine similarity=0.26
ulcer mouth 1960, cosine similarity=0.18
ulcer mouth 1970, cosine similarity=0.15
ulcer mouth 1980, cosine similarity=0.18

ulcer sick 1930, cosine similarity=0.17
ulcer sick 1940, cosine similarity=0.16
ulcer sick 1950, cosine similarity=0.17
ulcer sick 1960, cosine similarity=0.22
ulcer sick 1970, cosine similarity=0.17
ulcer sick 1980, cosine similarity=0.18

umbrella rain 1930, cosine similarity=0.21
umbrella rain 1940, cosine similarity=0.29
umbrella rain 1950, cosine similarity=0.24
umbrella rain 1960, cosine similarity=0.27
umbrella rain 1970, cosine similarity=0.28
umbrella rain 1980, cosine similarity=0.23

umbrella cover 1930, cosine similarity=0.27
umbrella cover 1940, cosine similarity=0.22
umbrella cover 1950, cosine similarity=0.18
umbrella cover 1960, cosine similarity=0.12
umbrella cover 1970, cosine similarity=0.29
umbrella cover 1980, cosine similarity=0.21

umbrella dry 1930, cosine similarity=0.16
umbrella dry 1940, cosine similarity=0.12
umbrella dry 1950, cosine similarity=0.14
umbrella dry 1960, cosine similarity=0.17
umbrella dry 1970, cosine similarity=0.08
umbrella dry 1980, cosine similarity=0.04

umbrella protection 1930, cosine similarity=0.12
umbrella protection 1940, cosine similarity=0.10
umbrella protection 1950, cosine similarity=0.10
umbrella protection 1960, cosine similarity=0.14
umbrella protection 1970, cosine similarity=0.27
umbrella protection 1980, cosine similarity=0.19

umbrella shelter 1930, cosine similarity=0.23
umbrella shelter 1940, cosine similarity=0.23
umbrella shelter 1950, cosine similarity=0.19
umbrella shelter 1960, cosine similarity=0.22
umbrella shelter 1970, cosine similarity=0.26
umbrella shelter 1980, cosine similarity=0.24

umbrella wet 1930, cosine similarity=0.21
umbrella wet 1940, cosine similarity=0.20
umbrella wet 1950, cosine similarity=0.24
umbrella wet 1960, cosine similarity=0.17
umbrella wet 1970, cosine similarity=0.11
umbrella wet 1980, cosine similarity=0.09

umbrella black 1930, cosine similarity=0.21
umbrella black 1940, cosine similarity=0.16
umbrella black 1950, cosine similarity=0.24
umbrella black 1960, cosine similarity=0.13
umbrella black 1970, cosine similarity=0.16
umbrella black 1980, cosine similarity=0.14

umbrella shade 1930, cosine similarity=0.13
umbrella shade 1940, cosine similarity=0.18
umbrella shade 1950, cosine similarity=0.23
umbrella shade 1960, cosine similarity=0.21
umbrella shade 1970, cosine similarity=0.26
umbrella shade 1980, cosine similarity=0.19

umpire baseball 1930, cosine similarity=0.26
umpire baseball 1940, cosine similarity=0.27
umpire baseball 1950, cosine similarity=0.25
umpire baseball 1960, cosine similarity=0.29
umpire baseball 1970, cosine similarity=0.18
umpire baseball 1980, cosine similarity=0.22

umpire out 1930, cosine similarity=-0.10
umpire out 1940, cosine similarity=0.03
umpire out 1950, cosine similarity=-0.00
umpire out 1960, cosine similarity=0.02
umpire out 1970, cosine similarity=0.08
umpire out 1980, cosine similarity=-0.05

umpire referee 1930, cosine similarity=0.41
umpire referee 1940, cosine similarity=0.42
umpire referee 1950, cosine similarity=0.40
umpire referee 1960, cosine similarity=0.39
umpire referee 1970, cosine similarity=0.36
umpire referee 1980, cosine similarity=0.36

umpire game 1930, cosine similarity=0.21
umpire game 1940, cosine similarity=0.22
umpire game 1950, cosine similarity=0.23
umpire game 1960, cosine similarity=0.18
umpire game 1970, cosine similarity=0.15
umpire game 1980, cosine similarity=0.28

umpire empire 1930, cosine similarity=0.03
umpire empire 1940, cosine similarity=-0.00
umpire empire 1950, cosine similarity=-0.08
umpire empire 1960, cosine similarity=-0.12
umpire empire 1970, cosine similarity=-0.06
umpire empire 1980, cosine similarity=0.00

umpire sports 1930, cosine similarity=0.01
umpire sports 1940, cosine similarity=0.05
umpire sports 1950, cosine similarity=0.07
umpire sports 1960, cosine similarity=0.08
umpire sports 1970, cosine similarity=-0.03
umpire sports 1980, cosine similarity=0.06

umpire strike 1930, cosine similarity=0.12
umpire strike 1940, cosine similarity=0.17
umpire strike 1950, cosine similarity=0.19
umpire strike 1960, cosine similarity=0.13
umpire strike 1970, cosine similarity=0.22
umpire strike 1980, cosine similarity=0.15

umpire strikes back 1930, cosine similarity=0.00
umpire strikes back 1940, cosine similarity=0.00
umpire strikes back 1950, cosine similarity=0.00
umpire strikes back 1960, cosine similarity=0.00
umpire strikes back 1970, cosine similarity=0.00
umpire strikes back 1980, cosine similarity=0.00

umpire argument 1930, cosine similarity=0.06
umpire argument 1940, cosine similarity=0.03
umpire argument 1950, cosine similarity=0.09
umpire argument 1960, cosine similarity=0.08
umpire argument 1970, cosine similarity=0.08
umpire argument 1980, cosine similarity=0.11

umpire decision 1930, cosine similarity=0.29
umpire decision 1940, cosine similarity=0.32
umpire decision 1950, cosine similarity=0.35
umpire decision 1960, cosine similarity=0.29
umpire decision 1970, cosine similarity=0.19
umpire decision 1980, cosine similarity=0.27

umpire loud 1930, cosine similarity=0.01
umpire loud 1940, cosine similarity=0.05
umpire loud 1950, cosine similarity=0.03
umpire loud 1960, cosine similarity=0.00
umpire loud 1970, cosine similarity=0.04
umpire loud 1980, cosine similarity=-0.02

umpire softball 1930, cosine similarity=0.00
umpire softball 1940, cosine similarity=0.00
umpire softball 1950, cosine similarity=0.00
umpire softball 1960, cosine similarity=0.21
umpire softball 1970, cosine similarity=0.07
umpire softball 1980, cosine similarity=0.04

umpire star wars 1930, cosine similarity=0.00
umpire star wars 1940, cosine similarity=0.00
umpire star wars 1950, cosine similarity=0.00
umpire star wars 1960, cosine similarity=0.00
umpire star wars 1970, cosine similarity=0.00
umpire star wars 1980, cosine similarity=0.00

unaware aware 1930, cosine similarity=0.54
unaware aware 1940, cosine similarity=0.62
unaware aware 1950, cosine similarity=0.59
unaware aware 1960, cosine similarity=0.66
unaware aware 1970, cosine similarity=0.63
unaware aware 1980, cosine similarity=0.64

unaware oblivious 1930, cosine similarity=0.43
unaware oblivious 1940, cosine similarity=0.41
unaware oblivious 1950, cosine similarity=0.37
unaware oblivious 1960, cosine similarity=0.40
unaware oblivious 1970, cosine similarity=0.43
unaware oblivious 1980, cosine similarity=0.43

unaware unknown 1930, cosine similarity=0.26
unaware unknown 1940, cosine similarity=0.24
unaware unknown 1950, cosine similarity=0.27
unaware unknown 1960, cosine similarity=0.28
unaware unknown 1970, cosine similarity=0.26
unaware unknown 1980, cosine similarity=0.30

unaware clueless 1930, cosine similarity=0.00
unaware clueless 1940, cosine similarity=0.00
unaware clueless 1950, cosine similarity=0.00
unaware clueless 1960, cosine similarity=0.00
unaware clueless 1970, cosine similarity=0.00
unaware clueless 1980, cosine similarity=0.00

unaware don't know 1930, cosine similarity=0.00
unaware don't know 1940, cosine similarity=0.00
unaware don't know 1950, cosine similarity=0.00
unaware don't know 1960, cosine similarity=0.00
unaware don't know 1970, cosine similarity=0.00
unaware don't know 1980, cosine similarity=0.00

unaware dumb 1930, cosine similarity=0.03
unaware dumb 1940, cosine similarity=0.06
unaware dumb 1950, cosine similarity=0.17
unaware dumb 1960, cosine similarity=0.15
unaware dumb 1970, cosine similarity=0.12
unaware dumb 1980, cosine similarity=0.10

unaware naive 1930, cosine similarity=0.09
unaware naive 1940, cosine similarity=0.14
unaware naive 1950, cosine similarity=0.18
unaware naive 1960, cosine similarity=0.28
unaware naive 1970, cosine similarity=0.27
unaware naive 1980, cosine similarity=0.18

unaware blind 1930, cosine similarity=0.14
unaware blind 1940, cosine similarity=0.14
unaware blind 1950, cosine similarity=0.27
unaware blind 1960, cosine similarity=0.18
unaware blind 1970, cosine similarity=0.17
unaware blind 1980, cosine similarity=0.13

unaware ignorant 1930, cosine similarity=0.43
unaware ignorant 1940, cosine similarity=0.44
unaware ignorant 1950, cosine similarity=0.41
unaware ignorant 1960, cosine similarity=0.44
unaware ignorant 1970, cosine similarity=0.48
unaware ignorant 1980, cosine similarity=0.46

unaware lost 1930, cosine similarity=0.15
unaware lost 1940, cosine similarity=0.13
unaware lost 1950, cosine similarity=0.14
unaware lost 1960, cosine similarity=0.18
unaware lost 1970, cosine similarity=0.16
unaware lost 1980, cosine similarity=0.16

unaware of 1930, cosine similarity=0.09
unaware of 1940, cosine similarity=0.11
unaware of 1950, cosine similarity=0.07
unaware of 1960, cosine similarity=0.05
unaware of 1970, cosine similarity=0.05
unaware of 1980, cosine similarity=0.04

unaware unconscious 1930, cosine similarity=0.42
unaware unconscious 1940, cosine similarity=0.32
unaware unconscious 1950, cosine similarity=0.32
unaware unconscious 1960, cosine similarity=0.36
unaware unconscious 1970, cosine similarity=0.28
unaware unconscious 1980, cosine similarity=0.31

unaware unnoticed 1930, cosine similarity=0.27
unaware unnoticed 1940, cosine similarity=0.13
unaware unnoticed 1950, cosine similarity=0.29
unaware unnoticed 1960, cosine similarity=0.25
unaware unnoticed 1970, cosine similarity=0.23
unaware unnoticed 1980, cosine similarity=0.23

unaware know 1930, cosine similarity=0.18
unaware know 1940, cosine similarity=0.24
unaware know 1950, cosine similarity=0.29
unaware know 1960, cosine similarity=0.27
unaware know 1970, cosine similarity=0.25
unaware know 1980, cosine similarity=0.31

unaware stupid 1930, cosine similarity=0.21
unaware stupid 1940, cosine similarity=0.16
unaware stupid 1950, cosine similarity=0.24
unaware stupid 1960, cosine similarity=0.26
unaware stupid 1970, cosine similarity=0.18
unaware stupid 1980, cosine similarity=0.18

unaware blank 1930, cosine similarity=-0.02
unaware blank 1940, cosine similarity=-0.06
unaware blank 1950, cosine similarity=0.02
unaware blank 1960, cosine similarity=-0.02
unaware blank 1970, cosine similarity=0.04
unaware blank 1980, cosine similarity=0.04

unaware danger 1930, cosine similarity=0.33
unaware danger 1940, cosine similarity=0.34
unaware danger 1950, cosine similarity=0.31
unaware danger 1960, cosine similarity=0.41
unaware danger 1970, cosine similarity=0.35
unaware danger 1980, cosine similarity=0.35

unaware not noticeable 1930, cosine similarity=0.00
unaware not noticeable 1940, cosine similarity=0.00
unaware not noticeable 1950, cosine similarity=0.00
unaware not noticeable 1960, cosine similarity=0.00
unaware not noticeable 1970, cosine similarity=0.00
unaware not noticeable 1980, cosine similarity=0.00

uncle aunt 1930, cosine similarity=0.62
uncle aunt 1940, cosine similarity=0.63
uncle aunt 1950, cosine similarity=0.64
uncle aunt 1960, cosine similarity=0.66
uncle aunt 1970, cosine similarity=0.65
uncle aunt 1980, cosine similarity=0.62

uncle relative 1930, cosine similarity=0.03
uncle relative 1940, cosine similarity=-0.01
uncle relative 1950, cosine similarity=-0.01
uncle relative 1960, cosine similarity=-0.01
uncle relative 1970, cosine similarity=-0.02
uncle relative 1980, cosine similarity=0.01

uncle man 1930, cosine similarity=0.12
uncle man 1940, cosine similarity=0.18
uncle man 1950, cosine similarity=0.17
uncle man 1960, cosine similarity=0.13
uncle man 1970, cosine similarity=0.14
uncle man 1980, cosine similarity=0.21

uncle father 1930, cosine similarity=0.61
uncle father 1940, cosine similarity=0.53
uncle father 1950, cosine similarity=0.61
uncle father 1960, cosine similarity=0.59
uncle father 1970, cosine similarity=0.56
uncle father 1980, cosine similarity=0.56

uncle cousin 1930, cosine similarity=0.61
uncle cousin 1940, cosine similarity=0.56
uncle cousin 1950, cosine similarity=0.54
uncle cousin 1960, cosine similarity=0.55
uncle cousin 1970, cosine similarity=0.52
uncle cousin 1980, cosine similarity=0.55

