cue target 1930, cosine similarity=0.09
price cost 1980, cosine similarity=0.47

price expensive 1930, cosine similarity=0.21
price expensive 1940, cosine similarity=0.21
price expensive 1950, cosine similarity=0.26
price expensive 1960, cosine similarity=0.19
price expensive 1970, cosine similarity=0.21
price expensive 1980, cosine similarity=0.23

price amount 1930, cosine similarity=0.32
price amount 1940, cosine similarity=0.22
price amount 1950, cosine similarity=0.26
price amount 1960, cosine similarity=0.31
price amount 1970, cosine similarity=0.26
price amount 1980, cosine similarity=0.29

price tag 1930, cosine similarity=-0.02
price tag 1940, cosine similarity=0.10
price tag 1950, cosine similarity=0.17
price tag 1960, cosine similarity=0.16
price tag 1970, cosine similarity=0.19
price tag 1980, cosine similarity=0.23

price high 1930, cosine similarity=0.21
price high 1940, cosine similarity=0.18
price high 1950, cosine similarity=0.17
price high 1960, cosine similarity=0.13
price high 1970, cosine similarity=0.17
price high 1980, cosine similarity=0.13

price pay 1930, cosine similarity=0.34
price pay 1940, cosine similarity=0.38
price pay 1950, cosine similarity=0.36
price pay 1960, cosine similarity=0.36
price pay 1970, cosine similarity=0.37
price pay 1980, cosine similarity=0.40

price inflation 1930, cosine similarity=0.28
price inflation 1940, cosine similarity=0.28
price inflation 1950, cosine similarity=0.25
price inflation 1960, cosine similarity=0.34
price inflation 1970, cosine similarity=0.35
price inflation 1980, cosine similarity=0.37

price right 1930, cosine similarity=0.00
price right 1940, cosine similarity=0.00
price right 1950, cosine similarity=0.02
price right 1960, cosine similarity=0.03
price right 1970, cosine similarity=0.03
price right 1980, cosine similarity=0.05

price sale 1930, cosine similarity=0.32
price sale 1940, cosine similarity=0.32
price sale 1950, cosine similarity=0.33
price sale 1960, cosine similarity=0.39
price sale 1970, cosine similarity=0.38
price sale 1980, cosine similarity=0.35

price cheap 1930, cosine similarity=0.28
price cheap 1940, cosine similarity=0.29
price cheap 1950, cosine similarity=0.33
price cheap 1960, cosine similarity=0.30
price cheap 1970, cosine similarity=0.23
price cheap 1980, cosine similarity=0.24

price value 1930, cosine similarity=0.35
price value 1940, cosine similarity=0.31
price value 1950, cosine similarity=0.34
price value 1960, cosine similarity=0.45
price value 1970, cosine similarity=0.39
price value 1980, cosine similarity=0.41

priceless expensive 1930, cosine similarity=0.03
priceless expensive 1940, cosine similarity=0.02
priceless expensive 1950, cosine similarity=0.01
priceless expensive 1960, cosine similarity=0.08
priceless expensive 1970, cosine similarity=0.02
priceless expensive 1980, cosine similarity=0.02

priceless valuable 1930, cosine similarity=0.27
priceless valuable 1940, cosine similarity=0.17
priceless valuable 1950, cosine similarity=0.20
priceless valuable 1960, cosine similarity=0.19
priceless valuable 1970, cosine similarity=0.17
priceless valuable 1980, cosine similarity=0.15

priceless diamond 1930, cosine similarity=0.07
priceless diamond 1940, cosine similarity=0.16
priceless diamond 1950, cosine similarity=0.09
priceless diamond 1960, cosine similarity=0.10
priceless diamond 1970, cosine similarity=-0.01
priceless diamond 1980, cosine similarity=0.13

priceless jewel 1930, cosine similarity=0.23
priceless jewel 1940, cosine similarity=0.22
priceless jewel 1950, cosine similarity=0.20
priceless jewel 1960, cosine similarity=0.16
priceless jewel 1970, cosine similarity=0.15
priceless jewel 1980, cosine similarity=0.23

priceless antique 1930, cosine similarity=0.20
priceless antique 1940, cosine similarity=0.26
priceless antique 1950, cosine similarity=0.15
priceless antique 1960, cosine similarity=0.14
priceless antique 1970, cosine similarity=0.22
priceless antique 1980, cosine similarity=0.22

priceless gem 1930, cosine similarity=0.19
priceless gem 1940, cosine similarity=0.13
priceless gem 1950, cosine similarity=0.13
priceless gem 1960, cosine similarity=0.16
priceless gem 1970, cosine similarity=0.19
priceless gem 1980, cosine similarity=0.10

priceless painting 1930, cosine similarity=0.05
priceless painting 1940, cosine similarity=0.08
priceless painting 1950, cosine similarity=0.16
priceless painting 1960, cosine similarity=0.09
priceless painting 1970, cosine similarity=0.16
priceless painting 1980, cosine similarity=0.14

priceless gold 1930, cosine similarity=0.09
priceless gold 1940, cosine similarity=0.18
priceless gold 1950, cosine similarity=0.11
priceless gold 1960, cosine similarity=0.10
priceless gold 1970, cosine similarity=0.11
priceless gold 1980, cosine similarity=0.13

priceless invaluable 1930, cosine similarity=0.20
priceless invaluable 1940, cosine similarity=0.11
priceless invaluable 1950, cosine similarity=0.17
priceless invaluable 1960, cosine similarity=0.10
priceless invaluable 1970, cosine similarity=0.17
priceless invaluable 1980, cosine similarity=0.14

priceless life 1930, cosine similarity=0.12
priceless life 1940, cosine similarity=0.09
priceless life 1950, cosine similarity=0.05
priceless life 1960, cosine similarity=0.08
priceless life 1970, cosine similarity=0.15
priceless life 1980, cosine similarity=0.05

priceless love 1930, cosine similarity=0.19
priceless love 1940, cosine similarity=0.14
priceless love 1950, cosine similarity=0.22
priceless love 1960, cosine similarity=0.18
priceless love 1970, cosine similarity=0.09
priceless love 1980, cosine similarity=0.16

priceless money 1930, cosine similarity=0.08
priceless money 1940, cosine similarity=0.06
priceless money 1950, cosine similarity=0.05
priceless money 1960, cosine similarity=0.03
priceless money 1970, cosine similarity=0.04
priceless money 1980, cosine similarity=0.07

priceless object 1930, cosine similarity=0.07
priceless object 1940, cosine similarity=-0.01
priceless object 1950, cosine similarity=0.05
priceless object 1960, cosine similarity=0.05
priceless object 1970, cosine similarity=-0.00
priceless object 1980, cosine similarity=0.10

priceless precious 1930, cosine similarity=0.29
priceless precious 1940, cosine similarity=0.29
priceless precious 1950, cosine similarity=0.27
priceless precious 1960, cosine similarity=0.28
priceless precious 1970, cosine similarity=0.21
priceless precious 1980, cosine similarity=0.25

priceless vase 1930, cosine similarity=0.12
priceless vase 1940, cosine similarity=0.10
priceless vase 1950, cosine similarity=0.10
priceless vase 1960, cosine similarity=0.01
priceless vase 1970, cosine similarity=0.17
priceless vase 1980, cosine similarity=0.00

priceless cheap 1930, cosine similarity=0.11
priceless cheap 1940, cosine similarity=0.12
priceless cheap 1950, cosine similarity=0.12
priceless cheap 1960, cosine similarity=0.15
priceless cheap 1970, cosine similarity=0.06
priceless cheap 1980, cosine similarity=0.05

priceless costly 1930, cosine similarity=0.15
priceless costly 1940, cosine similarity=0.12
priceless costly 1950, cosine similarity=0.15
priceless costly 1960, cosine similarity=0.14
priceless costly 1970, cosine similarity=0.08
priceless costly 1980, cosine similarity=0.08

priceless free 1930, cosine similarity=0.03
priceless free 1940, cosine similarity=0.03
priceless free 1950, cosine similarity=0.02
priceless free 1960, cosine similarity=0.10
priceless free 1970, cosine similarity=0.04
priceless free 1980, cosine similarity=0.00

priceless worthy 1930, cosine similarity=0.14
priceless worthy 1940, cosine similarity=0.15
priceless worthy 1950, cosine similarity=0.11
priceless worthy 1960, cosine similarity=0.05
priceless worthy 1970, cosine similarity=0.10
priceless worthy 1980, cosine similarity=0.09

prick needle 1930, cosine similarity=0.29
prick needle 1940, cosine similarity=0.26
prick needle 1950, cosine similarity=0.29
prick needle 1960, cosine similarity=0.25
prick needle 1970, cosine similarity=0.27
prick needle 1980, cosine similarity=0.28

prick blood 1930, cosine similarity=0.11
prick blood 1940, cosine similarity=0.09
prick blood 1950, cosine similarity=0.09
prick blood 1960, cosine similarity=0.11
prick blood 1970, cosine similarity=0.08
prick blood 1980, cosine similarity=0.08

prick hurt 1930, cosine similarity=0.12
prick hurt 1940, cosine similarity=0.19
prick hurt 1950, cosine similarity=0.11
prick hurt 1960, cosine similarity=0.10
prick hurt 1970, cosine similarity=0.27
prick hurt 1980, cosine similarity=0.10

prick thorn 1930, cosine similarity=0.21
prick thorn 1940, cosine similarity=0.21
prick thorn 1950, cosine similarity=0.31
prick thorn 1960, cosine similarity=0.29
prick thorn 1970, cosine similarity=0.28
prick thorn 1980, cosine similarity=0.25

prick ouch 1930, cosine similarity=0.00
prick ouch 1940, cosine similarity=0.00
prick ouch 1950, cosine similarity=0.00
prick ouch 1960, cosine similarity=0.00
prick ouch 1970, cosine similarity=0.00
prick ouch 1980, cosine similarity=0.00

prick finger 1930, cosine similarity=0.25
prick finger 1940, cosine similarity=0.31
prick finger 1950, cosine similarity=0.27
prick finger 1960, cosine similarity=0.26
prick finger 1970, cosine similarity=0.36
prick finger 1980, cosine similarity=0.30

prick pin 1930, cosine similarity=0.31
prick pin 1940, cosine similarity=0.32
prick pin 1950, cosine similarity=0.30
prick pin 1960, cosine similarity=0.24
prick pin 1970, cosine similarity=0.31
prick pin 1980, cosine similarity=0.27

prick jerk 1930, cosine similarity=0.16
prick jerk 1940, cosine similarity=0.23
prick jerk 1950, cosine similarity=0.27
prick jerk 1960, cosine similarity=0.11
prick jerk 1970, cosine similarity=0.26
prick jerk 1980, cosine similarity=0.18

prick penis 1930, cosine similarity=0.14
prick penis 1940, cosine similarity=0.15
prick penis 1950, cosine similarity=0.20
prick penis 1960, cosine similarity=0.13
prick penis 1970, cosine similarity=0.19
prick penis 1980, cosine similarity=0.25

prick poke 1930, cosine similarity=0.20
prick poke 1940, cosine similarity=0.22
prick poke 1950, cosine similarity=0.15
prick poke 1960, cosine similarity=0.22
prick poke 1970, cosine similarity=0.29
prick poke 1980, cosine similarity=0.25

prick cut 1930, cosine similarity=0.13
prick cut 1940, cosine similarity=0.16
prick cut 1950, cosine similarity=0.11
prick cut 1960, cosine similarity=0.13
prick cut 1970, cosine similarity=0.22
prick cut 1980, cosine similarity=0.24

prick sting 1930, cosine similarity=0.27
prick sting 1940, cosine similarity=0.37
prick sting 1950, cosine similarity=0.35
prick sting 1960, cosine similarity=0.27
prick sting 1970, cosine similarity=0.30
prick sting 1980, cosine similarity=0.32

prick bleed 1930, cosine similarity=0.28
prick bleed 1940, cosine similarity=0.25
prick bleed 1950, cosine similarity=0.22
prick bleed 1960, cosine similarity=0.24
prick bleed 1970, cosine similarity=0.24
prick bleed 1980, cosine similarity=0.15

prick pain 1930, cosine similarity=0.11
prick pain 1940, cosine similarity=0.19
prick pain 1950, cosine similarity=0.17
prick pain 1960, cosine similarity=0.21
prick pain 1970, cosine similarity=0.19
prick pain 1980, cosine similarity=0.08

prick stick 1930, cosine similarity=0.19
prick stick 1940, cosine similarity=0.29
prick stick 1950, cosine similarity=0.22
prick stick 1960, cosine similarity=0.21
prick stick 1970, cosine similarity=0.31
prick stick 1980, cosine similarity=0.23

prick boy 1930, cosine similarity=0.07
prick boy 1940, cosine similarity=0.09
prick boy 1950, cosine similarity=0.09
prick boy 1960, cosine similarity=0.11
prick boy 1970, cosine similarity=0.10
prick boy 1980, cosine similarity=0.11

prick guy 1930, cosine similarity=-0.02
prick guy 1940, cosine similarity=0.01
prick guy 1950, cosine similarity=0.03
prick guy 1960, cosine similarity=0.12
prick guy 1970, cosine similarity=0.09
prick guy 1980, cosine similarity=0.03

prick pinch 1930, cosine similarity=0.17
prick pinch 1940, cosine similarity=0.20
prick pinch 1950, cosine similarity=0.14
prick pinch 1960, cosine similarity=0.18
prick pinch 1970, cosine similarity=0.32
prick pinch 1980, cosine similarity=0.22

prick shot 1930, cosine similarity=0.18
prick shot 1940, cosine similarity=0.19
prick shot 1950, cosine similarity=0.10
prick shot 1960, cosine similarity=0.09
prick shot 1970, cosine similarity=0.19
prick shot 1980, cosine similarity=0.22

prickly cactus 1930, cosine similarity=0.36
prickly cactus 1940, cosine similarity=0.39
prickly cactus 1950, cosine similarity=0.42
prickly cactus 1960, cosine similarity=0.40
prickly cactus 1970, cosine similarity=0.41
prickly cactus 1980, cosine similarity=0.41

prickly pear 1930, cosine similarity=0.43
prickly pear 1940, cosine similarity=0.39
prickly pear 1950, cosine similarity=0.42
prickly pear 1960, cosine similarity=0.42
prickly pear 1970, cosine similarity=0.43
prickly pear 1980, cosine similarity=0.40

prickly porcupine 1930, cosine similarity=0.22
prickly porcupine 1940, cosine similarity=0.27
prickly porcupine 1950, cosine similarity=0.26
prickly porcupine 1960, cosine similarity=0.16
prickly porcupine 1970, cosine similarity=0.22
prickly porcupine 1980, cosine similarity=0.27

prickly heat 1930, cosine similarity=0.08
prickly heat 1940, cosine similarity=0.01
prickly heat 1950, cosine similarity=-0.01
prickly heat 1960, cosine similarity=0.17
prickly heat 1970, cosine similarity=0.08
prickly heat 1980, cosine similarity=0.12

prickly thorn 1930, cosine similarity=0.32
prickly thorn 1940, cosine similarity=0.22
prickly thorn 1950, cosine similarity=0.28
prickly thorn 1960, cosine similarity=0.24
prickly thorn 1970, cosine similarity=0.10
prickly thorn 1980, cosine similarity=0.23

prickly smooth 1930, cosine similarity=0.14
prickly smooth 1940, cosine similarity=0.02
prickly smooth 1950, cosine similarity=0.17
prickly smooth 1960, cosine similarity=0.15
prickly smooth 1970, cosine similarity=0.07
prickly smooth 1980, cosine similarity=0.07

prickly pain 1930, cosine similarity=0.02
prickly pain 1940, cosine similarity=0.09
prickly pain 1950, cosine similarity=-0.03
prickly pain 1960, cosine similarity=0.05
prickly pain 1970, cosine similarity=-0.11
prickly pain 1980, cosine similarity=-0.04

prickly legs 1930, cosine similarity=0.11
prickly legs 1940, cosine similarity=0.18
prickly legs 1950, cosine similarity=0.15
prickly legs 1960, cosine similarity=0.12
prickly legs 1970, cosine similarity=0.11
prickly legs 1980, cosine similarity=0.14

prickly rose 1930, cosine similarity=0.23
prickly rose 1940, cosine similarity=0.19
prickly rose 1950, cosine similarity=0.18
prickly rose 1960, cosine similarity=0.16
prickly rose 1970, cosine similarity=0.10
prickly rose 1980, cosine similarity=0.16

prickly sticky 1930, cosine similarity=0.17
prickly sticky 1940, cosine similarity=0.16
prickly sticky 1950, cosine similarity=0.31
prickly sticky 1960, cosine similarity=0.37
prickly sticky 1970, cosine similarity=0.15
prickly sticky 1980, cosine similarity=0.22

prickly pin 1930, cosine similarity=0.05
prickly pin 1940, cosine similarity=0.05
prickly pin 1950, cosine similarity=0.03
prickly pin 1960, cosine similarity=0.10
prickly pin 1970, cosine similarity=0.03
prickly pin 1980, cosine similarity=0.00

prickly sharp 1930, cosine similarity=0.05
prickly sharp 1940, cosine similarity=0.12
prickly sharp 1950, cosine similarity=0.01
prickly sharp 1960, cosine similarity=0.10
prickly sharp 1970, cosine similarity=-0.10
prickly sharp 1980, cosine similarity=0.04

prickly hair 1930, cosine similarity=0.16
prickly hair 1940, cosine similarity=0.17
prickly hair 1950, cosine similarity=0.24
prickly hair 1960, cosine similarity=0.15
prickly hair 1970, cosine similarity=0.13
prickly hair 1980, cosine similarity=0.15

prickly ouch 1930, cosine similarity=0.00
prickly ouch 1940, cosine similarity=0.00
prickly ouch 1950, cosine similarity=0.00
prickly ouch 1960, cosine similarity=0.00
prickly ouch 1970, cosine similarity=0.00
prickly ouch 1980, cosine similarity=0.00

prickly bush 1930, cosine similarity=0.22
prickly bush 1940, cosine similarity=0.23
prickly bush 1950, cosine similarity=0.21
prickly bush 1960, cosine similarity=0.24
prickly bush 1970, cosine similarity=0.17
prickly bush 1980, cosine similarity=0.25

prickly needle 1930, cosine similarity=0.10
prickly needle 1940, cosine similarity=0.10
prickly needle 1950, cosine similarity=0.07
prickly needle 1960, cosine similarity=0.04
prickly needle 1970, cosine similarity=-0.04
prickly needle 1980, cosine similarity=0.03

prickly soft 1930, cosine similarity=0.20
prickly soft 1940, cosine similarity=0.22
prickly soft 1950, cosine similarity=0.23
prickly soft 1960, cosine similarity=0.17
prickly soft 1970, cosine similarity=0.19
prickly soft 1980, cosine similarity=0.23

prickly spiny 1930, cosine similarity=0.00
prickly spiny 1940, cosine similarity=0.00
prickly spiny 1950, cosine similarity=0.00
prickly spiny 1960, cosine similarity=0.32
prickly spiny 1970, cosine similarity=0.38
prickly spiny 1980, cosine similarity=0.29

pride honor 1930, cosine similarity=0.29
pride honor 1940, cosine similarity=0.23
pride honor 1950, cosine similarity=0.31
pride honor 1960, cosine similarity=0.25
pride honor 1970, cosine similarity=0.26
pride honor 1980, cosine similarity=0.35

pride prejudice 1930, cosine similarity=0.33
pride prejudice 1940, cosine similarity=0.32
pride prejudice 1950, cosine similarity=0.35
pride prejudice 1960, cosine similarity=0.31
pride prejudice 1970, cosine similarity=0.32
pride prejudice 1980, cosine similarity=0.37

pride joy 1930, cosine similarity=0.40
pride joy 1940, cosine similarity=0.40
pride joy 1950, cosine similarity=0.41
pride joy 1960, cosine similarity=0.35
pride joy 1970, cosine similarity=0.39
pride joy 1980, cosine similarity=0.41

pride proud 1930, cosine similarity=0.48
pride proud 1940, cosine similarity=0.46
pride proud 1950, cosine similarity=0.42
pride proud 1960, cosine similarity=0.42
pride proud 1970, cosine similarity=0.53
pride proud 1980, cosine similarity=0.45

pride ego 1930, cosine similarity=0.10
pride ego 1940, cosine similarity=0.14
pride ego 1950, cosine similarity=0.12
pride ego 1960, cosine similarity=0.13
pride ego 1970, cosine similarity=0.22
pride ego 1980, cosine similarity=0.10

pride america 1930, cosine similarity=-0.07
pride america 1940, cosine similarity=-0.06
pride america 1950, cosine similarity=-0.04
pride america 1960, cosine similarity=-0.00
pride america 1970, cosine similarity=-0.09
pride america 1980, cosine similarity=0.00

pride country 1930, cosine similarity=0.12
pride country 1940, cosine similarity=0.04
pride country 1950, cosine similarity=0.10
pride country 1960, cosine similarity=0.13
pride country 1970, cosine similarity=0.08
pride country 1980, cosine similarity=0.13

pride happy 1930, cosine similarity=0.08
pride happy 1940, cosine similarity=0.07
pride happy 1950, cosine similarity=0.06
pride happy 1960, cosine similarity=0.04
pride happy 1970, cosine similarity=0.07
pride happy 1980, cosine similarity=0.08

pride lion 1930, cosine similarity=0.05
pride lion 1940, cosine similarity=0.12
pride lion 1950, cosine similarity=0.16
pride lion 1960, cosine similarity=0.15
pride lion 1970, cosine similarity=0.17
pride lion 1980, cosine similarity=0.11

pride self-esteem 1930, cosine similarity=0.00
pride self-esteem 1940, cosine similarity=0.00
pride self-esteem 1950, cosine similarity=0.00
pride self-esteem 1960, cosine similarity=0.00
pride self-esteem 1970, cosine similarity=0.00
pride self-esteem 1980, cosine similarity=0.00

pride confidence 1930, cosine similarity=0.28
pride confidence 1940, cosine similarity=0.35
pride confidence 1950, cosine similarity=0.38
pride confidence 1960, cosine similarity=0.32
pride confidence 1970, cosine similarity=0.34
pride confidence 1980, cosine similarity=0.32

pride flag 1930, cosine similarity=0.13
pride flag 1940, cosine similarity=0.13
pride flag 1950, cosine similarity=0.07
pride flag 1960, cosine similarity=0.12
pride flag 1970, cosine similarity=0.13
pride flag 1980, cosine similarity=0.10

pride love 1930, cosine similarity=0.30
pride love 1940, cosine similarity=0.37
pride love 1950, cosine similarity=0.34
pride love 1960, cosine similarity=0.33
pride love 1970, cosine similarity=0.29
pride love 1980, cosine similarity=0.32

pride respect 1930, cosine similarity=0.14
pride respect 1940, cosine similarity=0.13
pride respect 1950, cosine similarity=0.19
pride respect 1960, cosine similarity=0.14
pride respect 1970, cosine similarity=0.21
pride respect 1980, cosine similarity=0.18

pride win 1930, cosine similarity=0.13
pride win 1940, cosine similarity=0.13
pride win 1950, cosine similarity=0.08
pride win 1960, cosine similarity=0.12
pride win 1970, cosine similarity=0.12
pride win 1980, cosine similarity=0.12

pride glory 1930, cosine similarity=0.36
pride glory 1940, cosine similarity=0.32
pride glory 1950, cosine similarity=0.36
pride glory 1960, cosine similarity=0.36
pride glory 1970, cosine similarity=0.32
pride glory 1980, cosine similarity=0.34

pride hurt 1930, cosine similarity=0.24
pride hurt 1940, cosine similarity=0.26
pride hurt 1950, cosine similarity=0.29
pride hurt 1960, cosine similarity=0.30
pride hurt 1970, cosine similarity=0.27
pride hurt 1980, cosine similarity=0.31

pride integrity 1930, cosine similarity=0.14
pride integrity 1940, cosine similarity=0.11
pride integrity 1950, cosine similarity=0.13
pride integrity 1960, cosine similarity=0.15
pride integrity 1970, cosine similarity=0.14
pride integrity 1980, cosine similarity=0.16

pride loyal 1930, cosine similarity=0.03
pride loyal 1940, cosine similarity=0.06
pride loyal 1950, cosine similarity=0.01
pride loyal 1960, cosine similarity=0.04
pride loyal 1970, cosine similarity=0.05
pride loyal 1980, cosine similarity=0.04

pride school 1930, cosine similarity=-0.03
pride school 1940, cosine similarity=-0.08
pride school 1950, cosine similarity=-0.00
pride school 1960, cosine similarity=-0.02
pride school 1970, cosine similarity=0.00
pride school 1980, cosine similarity=-0.01

pride shame 1930, cosine similarity=0.43
pride shame 1940, cosine similarity=0.36
pride shame 1950, cosine similarity=0.43
pride shame 1960, cosine similarity=0.46
pride shame 1970, cosine similarity=0.45
pride shame 1980, cosine similarity=0.50

priest church 1930, cosine similarity=0.35
priest church 1940, cosine similarity=0.38
priest church 1950, cosine similarity=0.36
priest church 1960, cosine similarity=0.32
priest church 1970, cosine similarity=0.35
priest church 1980, cosine similarity=0.44

priest religion 1930, cosine similarity=0.18
priest religion 1940, cosine similarity=0.08
priest religion 1950, cosine similarity=0.20
priest religion 1960, cosine similarity=0.19
priest religion 1970, cosine similarity=0.13
priest religion 1980, cosine similarity=0.14

priest nun 1930, cosine similarity=0.40
priest nun 1940, cosine similarity=0.43
priest nun 1950, cosine similarity=0.39
priest nun 1960, cosine similarity=0.38
priest nun 1970, cosine similarity=0.46
priest nun 1980, cosine similarity=0.43

priest collar 1930, cosine similarity=0.09
priest collar 1940, cosine similarity=0.12
priest collar 1950, cosine similarity=0.08
priest collar 1960, cosine similarity=0.10
priest collar 1970, cosine similarity=0.03
priest collar 1980, cosine similarity=0.12

priest black 1930, cosine similarity=0.11
priest black 1940, cosine similarity=0.07
priest black 1950, cosine similarity=0.03
priest black 1960, cosine similarity=0.09
priest black 1970, cosine similarity=0.08
priest black 1980, cosine similarity=0.10

priest father 1930, cosine similarity=0.34
priest father 1940, cosine similarity=0.35
priest father 1950, cosine similarity=0.36
priest father 1960, cosine similarity=0.39
priest father 1970, cosine similarity=0.38
priest father 1980, cosine similarity=0.38

priest holy 1930, cosine similarity=0.38
priest holy 1940, cosine similarity=0.40
priest holy 1950, cosine similarity=0.35
priest holy 1960, cosine similarity=0.33
priest holy 1970, cosine similarity=0.36
priest holy 1980, cosine similarity=0.31

priest catholic 1930, cosine similarity=0.28
priest catholic 1940, cosine similarity=0.31
priest catholic 1950, cosine similarity=0.30
priest catholic 1960, cosine similarity=0.33
priest catholic 1970, cosine similarity=0.34
priest catholic 1980, cosine similarity=0.36

priest god 1930, cosine similarity=0.28
priest god 1940, cosine similarity=0.25
priest god 1950, cosine similarity=0.32
priest god 1960, cosine similarity=0.37
priest god 1970, cosine similarity=0.26
priest god 1980, cosine similarity=0.29

priest minister 1930, cosine similarity=0.33
priest minister 1940, cosine similarity=0.28
priest minister 1950, cosine similarity=0.27
priest minister 1960, cosine similarity=0.28
priest minister 1970, cosine similarity=0.26
priest minister 1980, cosine similarity=0.29

priest rabbi 1930, cosine similarity=0.40
priest rabbi 1940, cosine similarity=0.42
priest rabbi 1950, cosine similarity=0.44
priest rabbi 1960, cosine similarity=0.43
priest rabbi 1970, cosine similarity=0.48
priest rabbi 1980, cosine similarity=0.39

priest cross 1930, cosine similarity=0.19
priest cross 1940, cosine similarity=0.12
priest cross 1950, cosine similarity=0.07
priest cross 1960, cosine similarity=0.06
priest cross 1970, cosine similarity=0.06
priest cross 1980, cosine similarity=0.12

priest bible 1930, cosine similarity=0.14
priest bible 1940, cosine similarity=0.18
priest bible 1950, cosine similarity=0.08
priest bible 1960, cosine similarity=0.20
priest bible 1970, cosine similarity=0.20
priest bible 1980, cosine similarity=0.20

prim proper 1930, cosine similarity=0.00
prim proper 1940, cosine similarity=0.00
prim proper 1950, cosine similarity=0.00
prim proper 1960, cosine similarity=0.10
prim proper 1970, cosine similarity=0.12
prim proper 1980, cosine similarity=0.25

prim good 1930, cosine similarity=0.00
prim good 1940, cosine similarity=0.00
prim good 1950, cosine similarity=0.00
prim good 1960, cosine similarity=0.15
prim good 1970, cosine similarity=0.06
prim good 1980, cosine similarity=0.08

prim pose 1930, cosine similarity=0.00
prim pose 1940, cosine similarity=0.00
prim pose 1950, cosine similarity=0.00
prim pose 1960, cosine similarity=0.07
prim pose 1970, cosine similarity=-0.08
prim pose 1980, cosine similarity=0.00

prim primary 1930, cosine similarity=0.00
prim primary 1940, cosine similarity=0.00
prim primary 1950, cosine similarity=0.00
prim primary 1960, cosine similarity=-0.07
prim primary 1970, cosine similarity=-0.02
prim primary 1980, cosine similarity=-0.10

prim ready 1930, cosine similarity=0.00
prim ready 1940, cosine similarity=0.00
prim ready 1950, cosine similarity=0.00
prim ready 1960, cosine similarity=-0.07
prim ready 1970, cosine similarity=0.00
prim ready 1980, cosine similarity=-0.04

prim second 1930, cosine similarity=0.00
prim second 1940, cosine similarity=0.00
prim second 1950, cosine similarity=0.00
prim second 1960, cosine similarity=-0.10
prim second 1970, cosine similarity=-0.03
prim second 1980, cosine similarity=-0.06

prim straight 1930, cosine similarity=0.00
prim straight 1940, cosine similarity=0.00
prim straight 1950, cosine similarity=0.00
prim straight 1960, cosine similarity=0.08
prim straight 1970, cosine similarity=0.09
prim straight 1980, cosine similarity=0.16

prim time 1930, cosine similarity=0.00
prim time 1940, cosine similarity=0.00
prim time 1950, cosine similarity=0.00
prim time 1960, cosine similarity=0.01
prim time 1970, cosine similarity=-0.03
prim time 1980, cosine similarity=-0.10

primate monkey 1930, cosine similarity=0.19
primate monkey 1940, cosine similarity=-0.01
primate monkey 1950, cosine similarity=0.15
primate monkey 1960, cosine similarity=0.16
primate monkey 1970, cosine similarity=0.29
primate monkey 1980, cosine similarity=0.39

primate ape 1930, cosine similarity=0.13
primate ape 1940, cosine similarity=0.03
primate ape 1950, cosine similarity=0.10
primate ape 1960, cosine similarity=0.10
primate ape 1970, cosine similarity=0.23
primate ape 1980, cosine similarity=0.20

primate animal 1930, cosine similarity=0.10
primate animal 1940, cosine similarity=0.01
primate animal 1950, cosine similarity=0.03
primate animal 1960, cosine similarity=0.09
primate animal 1970, cosine similarity=0.13
primate animal 1980, cosine similarity=0.22

primate cave man 1930, cosine similarity=0.00
primate cave man 1940, cosine similarity=0.00
primate cave man 1950, cosine similarity=0.00
primate cave man 1960, cosine similarity=0.00
primate cave man 1970, cosine similarity=0.00
primate cave man 1980, cosine similarity=0.00

primate first 1930, cosine similarity=-0.05
primate first 1940, cosine similarity=0.02
primate first 1950, cosine similarity=-0.04
primate first 1960, cosine similarity=-0.02
primate first 1970, cosine similarity=-0.04
primate first 1980, cosine similarity=-0.01

primate gorilla 1930, cosine similarity=0.02
primate gorilla 1940, cosine similarity=0.09
primate gorilla 1950, cosine similarity=0.12
primate gorilla 1960, cosine similarity=0.05
primate gorilla 1970, cosine similarity=0.19
primate gorilla 1980, cosine similarity=0.20

primate chimpanzee 1930, cosine similarity=0.04
primate chimpanzee 1940, cosine similarity=0.01
primate chimpanzee 1950, cosine similarity=0.15
primate chimpanzee 1960, cosine similarity=0.23
primate chimpanzee 1970, cosine similarity=0.12
primate chimpanzee 1980, cosine similarity=0.21

primate inmate 1930, cosine similarity=0.17
primate inmate 1940, cosine similarity=0.07
primate inmate 1950, cosine similarity=-0.02
primate inmate 1960, cosine similarity=0.04
primate inmate 1970, cosine similarity=0.10
primate inmate 1980, cosine similarity=0.06

primate man 1930, cosine similarity=0.03
primate man 1940, cosine similarity=-0.04
primate man 1950, cosine similarity=-0.01
primate man 1960, cosine similarity=0.06
primate man 1970, cosine similarity=-0.01
primate man 1980, cosine similarity=0.01

primate candidate 1930, cosine similarity=-0.00
primate candidate 1940, cosine similarity=0.01
primate candidate 1950, cosine similarity=-0.05
primate candidate 1960, cosine similarity=0.03
primate candidate 1970, cosine similarity=-0.04
primate candidate 1980, cosine similarity=0.01

primate human 1930, cosine similarity=0.12
