gag choke 1930, cosine similarity=0.18
hostage crisis 1950, cosine similarity=-0.11
hostage crisis 1960, cosine similarity=-0.08
hostage crisis 1970, cosine similarity=0.01
hostage crisis 1980, cosine similarity=0.27

hostage gun 1930, cosine similarity=0.02
hostage gun 1940, cosine similarity=0.02
hostage gun 1950, cosine similarity=0.09
hostage gun 1960, cosine similarity=0.01
hostage gun 1970, cosine similarity=0.12
hostage gun 1980, cosine similarity=0.12

hostage ransom 1930, cosine similarity=0.26
hostage ransom 1940, cosine similarity=0.17
hostage ransom 1950, cosine similarity=0.20
hostage ransom 1960, cosine similarity=0.23
hostage ransom 1970, cosine similarity=0.31
hostage ransom 1980, cosine similarity=0.21

hostage held 1930, cosine similarity=0.29
hostage held 1940, cosine similarity=0.24
hostage held 1950, cosine similarity=0.26
hostage held 1960, cosine similarity=0.19
hostage held 1970, cosine similarity=0.25
hostage held 1980, cosine similarity=0.22

hostage kidnap 1930, cosine similarity=0.00
hostage kidnap 1940, cosine similarity=0.00
hostage kidnap 1950, cosine similarity=0.00
hostage kidnap 1960, cosine similarity=0.17
hostage kidnap 1970, cosine similarity=0.23
hostage kidnap 1980, cosine similarity=0.24

hostage people 1930, cosine similarity=0.05
hostage people 1940, cosine similarity=0.02
hostage people 1950, cosine similarity=0.05
hostage people 1960, cosine similarity=0.05
hostage people 1970, cosine similarity=0.04
hostage people 1980, cosine similarity=0.11

hostage takeover 1930, cosine similarity=0.00
hostage takeover 1940, cosine similarity=0.00
hostage takeover 1950, cosine similarity=0.00
hostage takeover 1960, cosine similarity=-0.01
hostage takeover 1970, cosine similarity=0.11
hostage takeover 1980, cosine similarity=0.19

hostage victim 1930, cosine similarity=0.09
hostage victim 1940, cosine similarity=0.12
hostage victim 1950, cosine similarity=0.11
hostage victim 1960, cosine similarity=0.14
hostage victim 1970, cosine similarity=0.10
hostage victim 1980, cosine similarity=0.19

hostage bad 1930, cosine similarity=0.06
hostage bad 1940, cosine similarity=0.04
hostage bad 1950, cosine similarity=0.03
hostage bad 1960, cosine similarity=0.10
hostage bad 1970, cosine similarity=0.04
hostage bad 1980, cosine similarity=0.04

hostage keep 1930, cosine similarity=0.08
hostage keep 1940, cosine similarity=0.05
hostage keep 1950, cosine similarity=0.10
hostage keep 1960, cosine similarity=0.10
hostage keep 1970, cosine similarity=0.04
hostage keep 1980, cosine similarity=0.09

hostage lebanon 1930, cosine similarity=0.01
hostage lebanon 1940, cosine similarity=0.05
hostage lebanon 1950, cosine similarity=0.06
hostage lebanon 1960, cosine similarity=0.09
hostage lebanon 1970, cosine similarity=0.08
hostage lebanon 1980, cosine similarity=0.31

hostage middle east 1930, cosine similarity=0.00
hostage middle east 1940, cosine similarity=0.00
hostage middle east 1950, cosine similarity=0.00
hostage middle east 1960, cosine similarity=0.00
hostage middle east 1970, cosine similarity=0.00
hostage middle east 1980, cosine similarity=0.00

hostage slave 1930, cosine similarity=0.12
hostage slave 1940, cosine similarity=0.12
hostage slave 1950, cosine similarity=0.07
hostage slave 1960, cosine similarity=0.04
hostage slave 1970, cosine similarity=0.10
hostage slave 1980, cosine similarity=0.08

hostage taken 1930, cosine similarity=0.16
hostage taken 1940, cosine similarity=-0.00
hostage taken 1950, cosine similarity=0.07
hostage taken 1960, cosine similarity=0.02
hostage taken 1970, cosine similarity=0.10
hostage taken 1980, cosine similarity=0.20

hostage war 1930, cosine similarity=-0.02
hostage war 1940, cosine similarity=0.03
hostage war 1950, cosine similarity=0.02
hostage war 1960, cosine similarity=-0.04
hostage war 1970, cosine similarity=0.01
hostage war 1980, cosine similarity=0.19

hostage woman 1930, cosine similarity=0.06
hostage woman 1940, cosine similarity=0.16
hostage woman 1950, cosine similarity=0.09
hostage woman 1960, cosine similarity=0.01
hostage woman 1970, cosine similarity=0.02
hostage woman 1980, cosine similarity=0.04

hostess restaurant 1930, cosine similarity=0.26
hostess restaurant 1940, cosine similarity=0.25
hostess restaurant 1950, cosine similarity=0.19
hostess restaurant 1960, cosine similarity=0.19
hostess restaurant 1970, cosine similarity=0.23
hostess restaurant 1980, cosine similarity=0.21

hostess host 1930, cosine similarity=0.35
hostess host 1940, cosine similarity=0.38
hostess host 1950, cosine similarity=0.32
hostess host 1960, cosine similarity=0.34
hostess host 1970, cosine similarity=0.32
hostess host 1980, cosine similarity=0.32

hostess waitress 1930, cosine similarity=0.19
hostess waitress 1940, cosine similarity=0.16
hostess waitress 1950, cosine similarity=0.12
hostess waitress 1960, cosine similarity=0.13
hostess waitress 1970, cosine similarity=0.12
hostess waitress 1980, cosine similarity=0.27

hostess party 1930, cosine similarity=0.10
hostess party 1940, cosine similarity=0.15
hostess party 1950, cosine similarity=0.15
hostess party 1960, cosine similarity=0.03
hostess party 1970, cosine similarity=0.08
hostess party 1980, cosine similarity=0.08

hostess cupcake 1930, cosine similarity=0.00
hostess cupcake 1940, cosine similarity=0.00
hostess cupcake 1950, cosine similarity=0.00
hostess cupcake 1960, cosine similarity=0.00
hostess cupcake 1970, cosine similarity=0.00
hostess cupcake 1980, cosine similarity=0.00

hostess greet 1930, cosine similarity=0.27
hostess greet 1940, cosine similarity=0.33
hostess greet 1950, cosine similarity=0.21
hostess greet 1960, cosine similarity=0.32
hostess greet 1970, cosine similarity=0.16
hostess greet 1980, cosine similarity=0.29

hostess server 1930, cosine similarity=0.00
hostess server 1940, cosine similarity=0.00
hostess server 1950, cosine similarity=0.05
hostess server 1960, cosine similarity=0.05
hostess server 1970, cosine similarity=0.06
hostess server 1980, cosine similarity=-0.01

hostess waiter 1930, cosine similarity=0.27
hostess waiter 1940, cosine similarity=0.39
hostess waiter 1950, cosine similarity=0.21
hostess waiter 1960, cosine similarity=0.29
hostess waiter 1970, cosine similarity=0.18
hostess waiter 1980, cosine similarity=0.28

hostess woman 1930, cosine similarity=0.15
hostess woman 1940, cosine similarity=0.24
hostess woman 1950, cosine similarity=0.23
hostess woman 1960, cosine similarity=0.21
hostess woman 1970, cosine similarity=0.17
hostess woman 1980, cosine similarity=0.17

hostess cake 1930, cosine similarity=0.14
hostess cake 1940, cosine similarity=0.18
hostess cake 1950, cosine similarity=0.10
hostess cake 1960, cosine similarity=0.12
hostess cake 1970, cosine similarity=0.20
hostess cake 1980, cosine similarity=0.08

hostess female 1930, cosine similarity=0.04
hostess female 1940, cosine similarity=-0.03
hostess female 1950, cosine similarity=0.03
hostess female 1960, cosine similarity=0.19
hostess female 1970, cosine similarity=0.01
hostess female 1980, cosine similarity=0.00

hostess job 1930, cosine similarity=0.03
hostess job 1940, cosine similarity=0.10
hostess job 1950, cosine similarity=0.05
hostess job 1960, cosine similarity=0.11
hostess job 1970, cosine similarity=0.13
hostess job 1980, cosine similarity=0.11

hostess lady 1930, cosine similarity=0.29
hostess lady 1940, cosine similarity=0.30
hostess lady 1950, cosine similarity=0.34
hostess lady 1960, cosine similarity=0.31
hostess lady 1970, cosine similarity=0.22
hostess lady 1980, cosine similarity=0.26

hostess nice 1930, cosine similarity=0.18
hostess nice 1940, cosine similarity=0.25
hostess nice 1950, cosine similarity=0.19
hostess nice 1960, cosine similarity=0.13
hostess nice 1970, cosine similarity=0.08
hostess nice 1980, cosine similarity=0.11

hostess plane 1930, cosine similarity=0.00
hostess plane 1940, cosine similarity=-0.04
hostess plane 1950, cosine similarity=0.00
hostess plane 1960, cosine similarity=-0.03
hostess plane 1970, cosine similarity=-0.07
hostess plane 1980, cosine similarity=0.00

hostess serve 1930, cosine similarity=0.01
hostess serve 1940, cosine similarity=0.12
hostess serve 1950, cosine similarity=0.10
hostess serve 1960, cosine similarity=0.07
hostess serve 1970, cosine similarity=0.18
hostess serve 1980, cosine similarity=0.19

hostess twinkles 1930, cosine similarity=0.00
hostess twinkles 1940, cosine similarity=0.00
hostess twinkles 1950, cosine similarity=0.00
hostess twinkles 1960, cosine similarity=0.00
hostess twinkles 1970, cosine similarity=0.00
hostess twinkles 1980, cosine similarity=0.00

hostility anger 1930, cosine similarity=0.29
hostility anger 1940, cosine similarity=0.33
hostility anger 1950, cosine similarity=0.46
hostility anger 1960, cosine similarity=0.43
hostility anger 1970, cosine similarity=0.48
hostility anger 1980, cosine similarity=0.47

hostility mean 1930, cosine similarity=0.03
hostility mean 1940, cosine similarity=-0.01
hostility mean 1950, cosine similarity=-0.03
hostility mean 1960, cosine similarity=0.05
hostility mean 1970, cosine similarity=0.02
hostility mean 1980, cosine similarity=0.04

hostility hate 1930, cosine similarity=0.25
hostility hate 1940, cosine similarity=0.32
hostility hate 1950, cosine similarity=0.26
hostility hate 1960, cosine similarity=0.30
hostility hate 1970, cosine similarity=0.38
hostility hate 1980, cosine similarity=0.24

hostility violent 1930, cosine similarity=0.26
hostility violent 1940, cosine similarity=0.26
hostility violent 1950, cosine similarity=0.23
hostility violent 1960, cosine similarity=0.24
hostility violent 1970, cosine similarity=0.26
hostility violent 1980, cosine similarity=0.30

hostility mad 1930, cosine similarity=-0.09
hostility mad 1940, cosine similarity=-0.01
hostility mad 1950, cosine similarity=-0.00
hostility mad 1960, cosine similarity=0.02
hostility mad 1970, cosine similarity=0.01
hostility mad 1980, cosine similarity=0.08

hostility mood 1930, cosine similarity=0.14
hostility mood 1940, cosine similarity=0.11
hostility mood 1950, cosine similarity=0.14
hostility mood 1960, cosine similarity=0.19
hostility mood 1970, cosine similarity=0.18
hostility mood 1980, cosine similarity=0.22

hostility rage 1930, cosine similarity=0.23
hostility rage 1940, cosine similarity=0.21
hostility rage 1950, cosine similarity=0.29
hostility rage 1960, cosine similarity=0.32
hostility rage 1970, cosine similarity=0.35
hostility rage 1980, cosine similarity=0.34

hostility rude 1930, cosine similarity=0.08
hostility rude 1940, cosine similarity=0.06
hostility rude 1950, cosine similarity=0.06
hostility rude 1960, cosine similarity=0.05
hostility rude 1970, cosine similarity=0.05
hostility rude 1980, cosine similarity=0.03

hostility aggression 1930, cosine similarity=0.26
hostility aggression 1940, cosine similarity=0.34
hostility aggression 1950, cosine similarity=0.37
hostility aggression 1960, cosine similarity=0.35
hostility aggression 1970, cosine similarity=0.40
hostility aggression 1980, cosine similarity=0.39

hostility cold 1930, cosine similarity=0.04
hostility cold 1940, cosine similarity=-0.07
hostility cold 1950, cosine similarity=0.03
hostility cold 1960, cosine similarity=0.07
hostility cold 1970, cosine similarity=0.07
hostility cold 1980, cosine similarity=0.05

hostility crazy 1930, cosine similarity=-0.07
hostility crazy 1940, cosine similarity=-0.04
hostility crazy 1950, cosine similarity=-0.04
hostility crazy 1960, cosine similarity=-0.14
hostility crazy 1970, cosine similarity=-0.06
hostility crazy 1980, cosine similarity=0.05

hostility cruel 1930, cosine similarity=0.17
hostility cruel 1940, cosine similarity=0.15
hostility cruel 1950, cosine similarity=0.14
hostility cruel 1960, cosine similarity=0.11
hostility cruel 1970, cosine similarity=0.13
hostility cruel 1980, cosine similarity=0.14

hostility fight 1930, cosine similarity=0.12
hostility fight 1940, cosine similarity=0.11
hostility fight 1950, cosine similarity=0.09
hostility fight 1960, cosine similarity=0.08
hostility fight 1970, cosine similarity=0.14
hostility fight 1980, cosine similarity=0.17

hostility nice 1930, cosine similarity=-0.18
hostility nice 1940, cosine similarity=-0.14
hostility nice 1950, cosine similarity=-0.11
hostility nice 1960, cosine similarity=-0.21
hostility nice 1970, cosine similarity=-0.11
hostility nice 1980, cosine similarity=-0.07

hostility terror 1930, cosine similarity=0.23
hostility terror 1940, cosine similarity=0.20
hostility terror 1950, cosine similarity=0.27
hostility terror 1960, cosine similarity=0.24
hostility terror 1970, cosine similarity=0.27
hostility terror 1980, cosine similarity=0.31

hot cold 1930, cosine similarity=0.60
hot cold 1940, cosine similarity=0.60
hot cold 1950, cosine similarity=0.58
hot cold 1960, cosine similarity=0.58
hot cold 1970, cosine similarity=0.58
hot cold 1980, cosine similarity=0.54

hot tub 1930, cosine similarity=0.30
hot tub 1940, cosine similarity=0.32
hot tub 1950, cosine similarity=0.33
hot tub 1960, cosine similarity=0.33
hot tub 1970, cosine similarity=0.38
hot tub 1980, cosine similarity=0.36

hot warm 1930, cosine similarity=0.57
hot warm 1940, cosine similarity=0.56
hot warm 1950, cosine similarity=0.57
hot warm 1960, cosine similarity=0.57
hot warm 1970, cosine similarity=0.57
hot warm 1980, cosine similarity=0.55

hot burn 1930, cosine similarity=0.28
hot burn 1940, cosine similarity=0.29
hot burn 1950, cosine similarity=0.27
hot burn 1960, cosine similarity=0.29
hot burn 1970, cosine similarity=0.25
hot burn 1980, cosine similarity=0.26

hot steam 1930, cosine similarity=0.34
hot steam 1940, cosine similarity=0.32
hot steam 1950, cosine similarity=0.30
hot steam 1960, cosine similarity=0.31
hot steam 1970, cosine similarity=0.31
hot steam 1980, cosine similarity=0.35

hot sweat 1930, cosine similarity=0.28
hot sweat 1940, cosine similarity=0.18
hot sweat 1950, cosine similarity=0.23
hot sweat 1960, cosine similarity=0.24
hot sweat 1970, cosine similarity=0.25
hot sweat 1980, cosine similarity=0.22

hot dog 1930, cosine similarity=0.14
hot dog 1940, cosine similarity=0.16
hot dog 1950, cosine similarity=0.17
hot dog 1960, cosine similarity=0.19
hot dog 1970, cosine similarity=0.27
hot dog 1980, cosine similarity=0.23

hot heat 1930, cosine similarity=0.45
hot heat 1940, cosine similarity=0.42
hot heat 1950, cosine similarity=0.42
hot heat 1960, cosine similarity=0.44
hot heat 1970, cosine similarity=0.47
hot heat 1980, cosine similarity=0.41

hot dogs bun 1930, cosine similarity=0.00
hot dogs bun 1940, cosine similarity=0.00
hot dogs bun 1950, cosine similarity=0.00
hot dogs bun 1960, cosine similarity=0.00
hot dogs bun 1970, cosine similarity=0.00
hot dogs bun 1980, cosine similarity=0.00

hot dogs food 1930, cosine similarity=0.00
hot dogs food 1940, cosine similarity=0.00
hot dogs food 1950, cosine similarity=0.00
hot dogs food 1960, cosine similarity=0.00
hot dogs food 1970, cosine similarity=0.00
hot dogs food 1980, cosine similarity=0.00

hot dogs hamburger 1930, cosine similarity=0.00
hot dogs hamburger 1940, cosine similarity=0.00
hot dogs hamburger 1950, cosine similarity=0.00
hot dogs hamburger 1960, cosine similarity=0.00
hot dogs hamburger 1970, cosine similarity=0.00
hot dogs hamburger 1980, cosine similarity=0.00

hot dogs ketchup 1930, cosine similarity=0.00
hot dogs ketchup 1940, cosine similarity=0.00
hot dogs ketchup 1950, cosine similarity=0.00
hot dogs ketchup 1960, cosine similarity=0.00
hot dogs ketchup 1970, cosine similarity=0.00
hot dogs ketchup 1980, cosine similarity=0.00

hot dogs mustard 1930, cosine similarity=0.00
hot dogs mustard 1940, cosine similarity=0.00
hot dogs mustard 1950, cosine similarity=0.00
hot dogs mustard 1960, cosine similarity=0.00
hot dogs mustard 1970, cosine similarity=0.00
hot dogs mustard 1980, cosine similarity=0.00

hot dogs baseball 1930, cosine similarity=0.00
hot dogs baseball 1940, cosine similarity=0.00
hot dogs baseball 1950, cosine similarity=0.00
hot dogs baseball 1960, cosine similarity=0.00
hot dogs baseball 1970, cosine similarity=0.00
hot dogs baseball 1980, cosine similarity=0.00

hot dogs weiners 1930, cosine similarity=0.00
hot dogs weiners 1940, cosine similarity=0.00
hot dogs weiners 1950, cosine similarity=0.00
hot dogs weiners 1960, cosine similarity=0.00
hot dogs weiners 1970, cosine similarity=0.00
hot dogs weiners 1980, cosine similarity=0.00

hot dogs picnic 1930, cosine similarity=0.00
hot dogs picnic 1940, cosine similarity=0.00
hot dogs picnic 1950, cosine similarity=0.00
hot dogs picnic 1960, cosine similarity=0.00
hot dogs picnic 1970, cosine similarity=0.00
hot dogs picnic 1980, cosine similarity=0.00

hot dogs chili 1930, cosine similarity=0.00
hot dogs chili 1940, cosine similarity=0.00
hot dogs chili 1950, cosine similarity=0.00
hot dogs chili 1960, cosine similarity=0.00
hot dogs chili 1970, cosine similarity=0.00
hot dogs chili 1980, cosine similarity=0.00

hot dogs fair 1930, cosine similarity=0.00
hot dogs fair 1940, cosine similarity=0.00
hot dogs fair 1950, cosine similarity=0.00
hot dogs fair 1960, cosine similarity=0.00
hot dogs fair 1970, cosine similarity=0.00
hot dogs fair 1980, cosine similarity=0.00

hot dogs gross 1930, cosine similarity=0.00
hot dogs gross 1940, cosine similarity=0.00
hot dogs gross 1950, cosine similarity=0.00
hot dogs gross 1960, cosine similarity=0.00
hot dogs gross 1970, cosine similarity=0.00
hot dogs gross 1980, cosine similarity=0.00

hot dogs long 1930, cosine similarity=0.00
hot dogs long 1940, cosine similarity=0.00
hot dogs long 1950, cosine similarity=0.00
hot dogs long 1960, cosine similarity=0.00
hot dogs long 1970, cosine similarity=0.00
hot dogs long 1980, cosine similarity=0.00

hot dogs sauerkraut 1930, cosine similarity=0.00
hot dogs sauerkraut 1940, cosine similarity=0.00
hot dogs sauerkraut 1950, cosine similarity=0.00
hot dogs sauerkraut 1960, cosine similarity=0.00
hot dogs sauerkraut 1970, cosine similarity=0.00
hot dogs sauerkraut 1980, cosine similarity=0.00

hot dogs sausage 1930, cosine similarity=0.00
hot dogs sausage 1940, cosine similarity=0.00
hot dogs sausage 1950, cosine similarity=0.00
hot dogs sausage 1960, cosine similarity=0.00
hot dogs sausage 1970, cosine similarity=0.00
hot dogs sausage 1980, cosine similarity=0.00

hotel motel 1930, cosine similarity=0.00
hotel motel 1940, cosine similarity=0.00
hotel motel 1950, cosine similarity=0.00
hotel motel 1960, cosine similarity=0.41
hotel motel 1970, cosine similarity=0.52
hotel motel 1980, cosine similarity=0.52

hotel room 1930, cosine similarity=0.45
hotel room 1940, cosine similarity=0.43
hotel room 1950, cosine similarity=0.42
hotel room 1960, cosine similarity=0.38
hotel room 1970, cosine similarity=0.42
hotel room 1980, cosine similarity=0.42

hotel vacation 1930, cosine similarity=0.11
hotel vacation 1940, cosine similarity=0.16
hotel vacation 1950, cosine similarity=0.12
hotel vacation 1960, cosine similarity=0.25
hotel vacation 1970, cosine similarity=0.24
hotel vacation 1980, cosine similarity=0.30

hotel bed 1930, cosine similarity=0.18
hotel bed 1940, cosine similarity=0.25
hotel bed 1950, cosine similarity=0.28
hotel bed 1960, cosine similarity=0.25
hotel bed 1970, cosine similarity=0.24
hotel bed 1980, cosine similarity=0.21

hotel sleep 1930, cosine similarity=0.14
hotel sleep 1940, cosine similarity=0.17
hotel sleep 1950, cosine similarity=0.15
hotel sleep 1960, cosine similarity=0.15
hotel sleep 1970, cosine similarity=0.18
hotel sleep 1980, cosine similarity=0.15

hotel california 1930, cosine similarity=0.17
hotel california 1940, cosine similarity=0.12
hotel california 1950, cosine similarity=0.12
hotel california 1960, cosine similarity=0.12
hotel california 1970, cosine similarity=0.14
hotel california 1980, cosine similarity=0.15

hotel sex 1930, cosine similarity=-0.14
hotel sex 1940, cosine similarity=-0.14
hotel sex 1950, cosine similarity=-0.09
hotel sex 1960, cosine similarity=-0.10
hotel sex 1970, cosine similarity=-0.03
hotel sex 1980, cosine similarity=-0.09

hotel inn 1930, cosine similarity=0.45
hotel inn 1940, cosine similarity=0.45
hotel inn 1950, cosine similarity=0.44
hotel inn 1960, cosine similarity=0.49
hotel inn 1970, cosine similarity=0.51
hotel inn 1980, cosine similarity=0.47

hotel travel 1930, cosine similarity=0.08
hotel travel 1940, cosine similarity=0.11
hotel travel 1950, cosine similarity=0.16
hotel travel 1960, cosine similarity=0.15
hotel travel 1970, cosine similarity=0.21
hotel travel 1980, cosine similarity=0.21

hotel accommodation 1930, cosine similarity=0.16
hotel accommodation 1940, cosine similarity=0.14
hotel accommodation 1950, cosine similarity=0.17
hotel accommodation 1960, cosine similarity=0.17
hotel accommodation 1970, cosine similarity=0.20
hotel accommodation 1980, cosine similarity=0.23

hotel apartment 1930, cosine similarity=0.55
hotel apartment 1940, cosine similarity=0.56
hotel apartment 1950, cosine similarity=0.53
hotel apartment 1960, cosine similarity=0.56
hotel apartment 1970, cosine similarity=0.56
hotel apartment 1980, cosine similarity=0.56

hotel house 1930, cosine similarity=0.37
hotel house 1940, cosine similarity=0.42
hotel house 1950, cosine similarity=0.36
hotel house 1960, cosine similarity=0.34
hotel house 1970, cosine similarity=0.37
hotel house 1980, cosine similarity=0.37

hotel luxury 1930, cosine similarity=0.12
hotel luxury 1940, cosine similarity=0.17
hotel luxury 1950, cosine similarity=0.17
hotel luxury 1960, cosine similarity=0.21
hotel luxury 1970, cosine similarity=0.21
hotel luxury 1980, cosine similarity=0.23

hotel management 1930, cosine similarity=0.11
hotel management 1940, cosine similarity=0.08
hotel management 1950, cosine similarity=-0.00
hotel management 1960, cosine similarity=-0.03
hotel management 1970, cosine similarity=0.00
hotel management 1980, cosine similarity=0.04

hotel party 1930, cosine similarity=0.17
hotel party 1940, cosine similarity=0.08
hotel party 1950, cosine similarity=0.07
hotel party 1960, cosine similarity=0.02
hotel party 1970, cosine similarity=0.08
hotel party 1980, cosine similarity=0.05

hotel stay 1930, cosine similarity=0.33
hotel stay 1940, cosine similarity=0.30
hotel stay 1950, cosine similarity=0.26
hotel stay 1960, cosine similarity=0.32
hotel stay 1970, cosine similarity=0.33
hotel stay 1980, cosine similarity=0.32

hotter colder 1930, cosine similarity=0.62
hotter colder 1940, cosine similarity=0.60
hotter colder 1950, cosine similarity=0.59
hotter colder 1960, cosine similarity=0.53
hotter colder 1970, cosine similarity=0.51
hotter colder 1980, cosine similarity=0.50

hotter cold 1930, cosine similarity=0.33
hotter cold 1940, cosine similarity=0.30
hotter cold 1950, cosine similarity=0.33
hotter cold 1960, cosine similarity=0.26
hotter cold 1970, cosine similarity=0.33
hotter cold 1980, cosine similarity=0.17

hotter warmer 1930, cosine similarity=0.54
hotter warmer 1940, cosine similarity=0.50
hotter warmer 1950, cosine similarity=0.46
hotter warmer 1960, cosine similarity=0.43
hotter warmer 1970, cosine similarity=0.45
hotter warmer 1980, cosine similarity=0.39

hotter burn 1930, cosine similarity=0.24
hotter burn 1940, cosine similarity=0.27
hotter burn 1950, cosine similarity=0.18
hotter burn 1960, cosine similarity=0.21
hotter burn 1970, cosine similarity=0.21
hotter burn 1980, cosine similarity=0.23

hotter hot 1930, cosine similarity=0.36
hotter hot 1940, cosine similarity=0.40
hotter hot 1950, cosine similarity=0.39
hotter hot 1960, cosine similarity=0.35
hotter hot 1970, cosine similarity=0.42
hotter hot 1980, cosine similarity=0.30

hotter sweat 1930, cosine similarity=0.09
hotter sweat 1940, cosine similarity=0.03
hotter sweat 1950, cosine similarity=0.05
hotter sweat 1960, cosine similarity=0.06
hotter sweat 1970, cosine similarity=0.12
hotter sweat 1980, cosine similarity=0.10

hotter heat 1930, cosine similarity=0.33
hotter heat 1940, cosine similarity=0.31
hotter heat 1950, cosine similarity=0.29
hotter heat 1960, cosine similarity=0.33
hotter heat 1970, cosine similarity=0.32
hotter heat 1980, cosine similarity=0.26

hotter sun 1930, cosine similarity=0.36
hotter sun 1940, cosine similarity=0.31
hotter sun 1950, cosine similarity=0.34
hotter sun 1960, cosine similarity=0.30
hotter sun 1970, cosine similarity=0.26
hotter sun 1980, cosine similarity=0.31

hotter summer 1930, cosine similarity=0.26
hotter summer 1940, cosine similarity=0.22
hotter summer 1950, cosine similarity=0.23
hotter summer 1960, cosine similarity=0.21
hotter summer 1970, cosine similarity=0.19
hotter summer 1980, cosine similarity=0.18

hotter warm 1930, cosine similarity=0.30
hotter warm 1940, cosine similarity=0.31
hotter warm 1950, cosine similarity=0.35
hotter warm 1960, cosine similarity=0.34
hotter warm 1970, cosine similarity=0.32
hotter warm 1980, cosine similarity=0.26

hotter florida 1930, cosine similarity=0.05
hotter florida 1940, cosine similarity=-0.01
hotter florida 1950, cosine similarity=0.10
hotter florida 1960, cosine similarity=0.00
hotter florida 1970, cosine similarity=0.01
hotter florida 1980, cosine similarity=0.11

hotter hell 1930, cosine similarity=0.14
hotter hell 1940, cosine similarity=0.16
hotter hell 1950, cosine similarity=0.14
hotter hell 1960, cosine similarity=0.21
hotter hell 1970, cosine similarity=0.16
hotter hell 1980, cosine similarity=0.18

hotter steamy 1930, cosine similarity=0.00
hotter steamy 1940, cosine similarity=0.00
hotter steamy 1950, cosine similarity=0.00
hotter steamy 1960, cosine similarity=0.00
hotter steamy 1970, cosine similarity=0.00
hotter steamy 1980, cosine similarity=0.32

hotter boiling 1930, cosine similarity=0.26
hotter boiling 1940, cosine similarity=0.25
hotter boiling 1950, cosine similarity=0.19
hotter boiling 1960, cosine similarity=0.30
hotter boiling 1970, cosine similarity=0.24
hotter boiling 1980, cosine similarity=0.15

hotter cooler 1930, cosine similarity=0.52
hotter cooler 1940, cosine similarity=0.53
hotter cooler 1950, cosine similarity=0.50
hotter cooler 1960, cosine similarity=0.46
hotter cooler 1970, cosine similarity=0.48
hotter cooler 1980, cosine similarity=0.47

hound dog 1930, cosine similarity=0.36
hound dog 1940, cosine similarity=0.33
hound dog 1950, cosine similarity=0.38
hound dog 1960, cosine similarity=0.26
hound dog 1970, cosine similarity=0.29
hound dog 1980, cosine similarity=0.34

hound bother 1930, cosine similarity=0.08
hound bother 1940, cosine similarity=0.02
hound bother 1950, cosine similarity=0.08
hound bother 1960, cosine similarity=0.09
hound bother 1970, cosine similarity=0.05
hound bother 1980, cosine similarity=0.09

hound mutt 1930, cosine similarity=0.00
hound mutt 1940, cosine similarity=0.00
hound mutt 1950, cosine similarity=0.00
hound mutt 1960, cosine similarity=0.00
hound mutt 1970, cosine similarity=0.06
hound mutt 1980, cosine similarity=0.04

hound blood 1930, cosine similarity=0.08
hound blood 1940, cosine similarity=0.09
hound blood 1950, cosine similarity=0.10
hound blood 1960, cosine similarity=0.07
hound blood 1970, cosine similarity=0.06
hound blood 1980, cosine similarity=0.06

hound fox 1930, cosine similarity=0.31
hound fox 1940, cosine similarity=0.28
hound fox 1950, cosine similarity=0.28
hound fox 1960, cosine similarity=0.26
hound fox 1970, cosine similarity=0.30
hound fox 1980, cosine similarity=0.28

hour minute 1930, cosine similarity=0.49
hour minute 1940, cosine similarity=0.48
hour minute 1950, cosine similarity=0.47
hour minute 1960, cosine similarity=0.49
hour minute 1970, cosine similarity=0.50
hour minute 1980, cosine similarity=0.48

hour time 1930, cosine similarity=0.25
hour time 1940, cosine similarity=0.31
hour time 1950, cosine similarity=0.33
hour time 1960, cosine similarity=0.29
hour time 1970, cosine similarity=0.24
hour time 1980, cosine similarity=0.32

hour long 1930, cosine similarity=0.17
hour long 1940, cosine similarity=0.15
hour long 1950, cosine similarity=0.22
hour long 1960, cosine similarity=0.19
hour long 1970, cosine similarity=0.20
hour long 1980, cosine similarity=0.23

hour day 1930, cosine similarity=0.45
hour day 1940, cosine similarity=0.50
hour day 1950, cosine similarity=0.46
hour day 1960, cosine similarity=0.45
hour day 1970, cosine similarity=0.43
hour day 1980, cosine similarity=0.49

hour second 1930, cosine similarity=0.16
hour second 1940, cosine similarity=0.15
hour second 1950, cosine similarity=0.10
hour second 1960, cosine similarity=0.02
hour second 1970, cosine similarity=0.09
hour second 1980, cosine similarity=0.15

hour class 1930, cosine similarity=0.01
hour class 1940, cosine similarity=-0.01
hour class 1950, cosine similarity=0.02
hour class 1960, cosine similarity=-0.04
hour class 1970, cosine similarity=0.01
hour class 1980, cosine similarity=-0.02

hour clock 1930, cosine similarity=0.28
hour clock 1940, cosine similarity=0.30
hour clock 1950, cosine similarity=0.29
hour clock 1960, cosine similarity=0.31
hour clock 1970, cosine similarity=0.27
hour clock 1980, cosine similarity=0.29

hour glass 1930, cosine similarity=0.12
hour glass 1940, cosine similarity=0.07
hour glass 1950, cosine similarity=0.07
hour glass 1960, cosine similarity=0.11
hour glass 1970, cosine similarity=0.16
